Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Mid,Chovy,Challenger - 226 LP,63.4,503 / 291,TheStriker9
#2,Top,DoinB,Challenger - 183 LP,58.7,339 / 239,LordArtos
#3,Support,Princess,Challenger - 154 LP,62.1,210 / 128,Princess
#4,Jungle,Stupid Jungler,Challenger - 133 LP,61.8,282 / 174,PooPooPeePee
#5,Support,unicornpetpetuwu,Challenger - 104 LP,60.0,256 / 171,GamerGirls
#6,Jungle,Kaltch,Challenger - 103 LP,61.8,272 / 168,Princess
#7,Mid,LeSnek,Challenger - 99 LP,63.2,304 / 177,LS
#8,Support,Rookie,Challenger - 95 LP,58.1,289 / 208,LordArtos
#9,ADC,Teddy,Challenger - 89 LP,59.0,346 / 240,Kim
#10,Jungle,Aela ,Challenger - 81 LP,57.5,391 / 289,MolscarZX
#11,Mid,Etosh,Challenger - 78 LP,57.3,391 / 291,Etosh
#12,Top,Kingen,Challenger - 65 LP,59.0,460 / 320,Maffayoo
#13,Support,HelpingX,Challenger - 63 LP,60.1,310 / 206,Felixxx
#14,Top,Scarra,Challenger - 54 LP,65.8,252 / 131,OfflineTV
#15,ADC,snky,Challenger - 51 LP,57.6,370 / 272,haxplague1
#16,Jungle,Canyon,Challenger - 47 LP,58.3,259 / 185,YamatoCannon
#17,Jungle,SmelliElli,Challenger - 37 LP,57.7,404 / 296,bigjon
#18,Top,SheIsLegal,Challenger - 36 LP,56.3,398 / 309,PaxVan
#19,Jungle,Freja,Challenger - 22 LP,58.7,463 / 326,ornstein123
#20,Top,FarmFarmFarm,Challenger - 21 LP,54.5,446 / 373,moonrat
#21,Support,Rabbit5,Challenger - 18 LP,52.3,413 / 376,willchungtester
#22,Mid,Heleneski,Challenger - 17 LP,53.2,468 / 412,PooPooPeePee
#23,Top,cp mccreamy,Challenger - 14 LP,57.5,433 / 320,Meow woeM
#24,ADC,Rabbit4,Challenger - 14 LP,59.2,397 / 274,willchungtester
#25,Mid,Zer,Challenger - 10 LP,53.8,500 / 429,cmoney847
#26,Support,Eclipsed,Challenger - 8 LP,55.4,489 / 393,cmoney847
#27,ADC,EzReallyNotHard,Challenger - 6 LP,52.1,355 / 327,PooPooPeePee
#28,ADC,invention,Diamond I - 88 LP,54.1,452 / 384,garbz
#29,Jungle,Methodz,Diamond I - 86 LP,53.2,454 / 400,Trindor
#30,Jungle,TheSecretWeapon,Diamond I - 83 LP,55.2,381 / 309,Erknaite
#31,Top,KSet,Diamond I - 81 LP,54.8,400 / 330,CJackz
#32,Top,Ayu,Diamond I - 79 LP,54.7,487 / 404,Bitesized
#33,ADC,Ahiax,Diamond I - 79 LP,56.7,344 / 263,roger
#34,Mid,Anežka,Diamond I - 79 LP,51.4,427 / 404,GAMEUJU
#35,ADC,Clutch,Diamond I - 74 LP,56.5,361 / 278,icookiestalker
#36,Support,xplayz4dayz,Diamond I - 74 LP,56.5,349 / 269,froggen
#37,Jungle,EricDoesntSux,Diamond I - 72 LP,57.3,413 / 308,kyleperkins
#38,Jungle,ggbebe,Diamond I - 71 LP,55.7,589 / 468,garbz
#39,Mid,Everglaid,Diamond I - 70 LP,50.9,433 / 418,yukioken
#40,ADC,Noob,Diamond I - 70 LP,55.7,378 / 301,Baleygr
#41,Top,Alistar top,Diamond I - 70 LP,54.6,428 / 356,roysiggi 2 
#42,Mid,Hide in poon,Diamond I - 67 LP,54.8,368 / 304,kamiOCE
#43,Top,CampingGround,Diamond I - 65 LP,58.7,328 / 231,kcheng686
#44,Jungle,Ellim,Diamond I - 64 LP,53.0,415 / 368,Caleum
#45,Support,Eirika,Diamond I - 62 LP,54.0,372 / 317,Nyubola
#46,Jungle,DarkJ,Diamond I - 62 LP,51.9,340 / 315,remixitagain
#47,Support,DedeKong,Diamond I - 61 LP,51.8,397 / 369,PooPooPeePee
#48,Top,Lon qu,Diamond I - 60 LP,51.3,371 / 352,Nyubola
#49,Support,Salut,Diamond I - 60 LP,51.1,386 / 369,moxir
#50,ADC,H0,Diamond I - 59 LP,49.6,346 / 351,willchung1024
#51,Mid,Factor,Diamond I - 57 LP,55.9,419 / 331,thefactor7
#52,Jungle,AttSeeker,Diamond I - 56 LP,56.2,360 / 281,PaxVan
#53,Mid,Yunbee,Diamond I - 55 LP,51.7,520 / 486,Memersticks
#54,Mid,Ciaran,Diamond I - 54 LP,53.3,502 / 439,ebaines
#55,Support,Oxman,Diamond I - 52 LP,54.9,338 / 278,LeXas
#56,Support,Biofrost,Diamond I - 52 LP,55.9,410 / 323,Danie1
#57,Top,Heimerdonger,Diamond I - 52 LP,53.2,408 / 359,TimoMacDonut
#58,Jungle,110110010011,Diamond I - 51 LP,54.6,407 / 338,110110010011
#59,Support,Tripz,Diamond I - 50 LP,53.6,383 / 331,Gnomes
#60,Top,Toplaner23,Diamond I - 48 LP,49.1,372 / 385,js2614
#61,Mid,POILK,Diamond I - 46 LP,48.6,391 / 414,grifblof
#62,Support,TheM,Diamond I - 44 LP,53.7,346 / 298,Mclmatt
#63,Support,Snappy,Diamond I - 44 LP,48.4,306 / 326,Snappy
#64,ADC,Soju,Diamond I - 43 LP,54.9,518 / 425,Bitesized
#65,Top,Anbuuld,Diamond I - 43 LP,50.7,338 / 329,Anbeeld
#66,Mid,KimnTaimin,Diamond I - 42 LP,50.3,375 / 371,RealLeXas
#67,Jungle,Nunu V2,Diamond I - 42 LP,56.0,481 / 378,willchung1024
#68,Support,Kiyoon,Diamond I - 42 LP,55.0,505 / 414,Bitesized
#69,ADC,Aurosa,Diamond I - 42 LP,49.9,364 / 366,Gawaine
#70,Jungle,a tsm reject,Diamond I - 41 LP,50.8,422 / 408,aquietghost
#71,ADC,Cr1x,Diamond I - 40 LP,56.1,379 / 297,crixaliz
#72,Top,Togato,Diamond I - 40 LP,54.0,335 / 285,Megadava
#73,Support,Big Ball Brandon,Diamond I - 39 LP,47.2,352 / 394,willchung1024
#74,Support,Dibbs,Diamond I - 39 LP,51.8,346 / 322,MaverickG
#75,Top,Fabrizio Frizzi,Diamond I - 39 LP,55.1,430 / 351,CQANQKA
#76,Jungle,Prophet,Diamond I - 38 LP,57.6,380 / 280,Four
#77,Support,Heimerbonger,Diamond I - 37 LP,49.7,355 / 359,TimoMacDonut
#78,ADC,Ree-ason,Diamond I - 36 LP,55.0,353 / 289,hmphree
#79,Top,The Shy 2.0,Diamond I - 36 LP,54.9,397 / 326,Coach_Kim
#80,ADC,Huangdi,Diamond I - 36 LP,54.1,319 / 271,Anzaielh
#81,ADC,PiCake,Diamond I - 35 LP,53.6,327 / 283,Niern
#82,ADC,Stan,Diamond I - 35 LP,48.6,277 / 293,SouthPark
#83,Jungle,Asphyxia,Diamond I - 34 LP,49.7,396 / 400,Hopestarxo
#84,Jungle,BigBillsPlatypus,Diamond I - 34 LP,57.3,414 / 309,Viserra0325
#85,Jungle,strawberry cat,Diamond I - 34 LP,53.4,413 / 360,annauwumarie
#86,Jungle,Tankadlavie,Diamond I - 34 LP,54.9,463 / 380,Nauth3r_nioMe
#87,Mid,Choky,Diamond I - 34 LP,54.7,415 / 344,Key
#88,Mid,MidBot,Diamond I - 34 LP,52.3,288 / 263,TangilBOT
#89,Top,Attila,Diamond I - 33 LP,52.9,258 / 230,huffey
#90,Jungle,Joseph Smith,Diamond I - 33 LP,54.4,217 / 182,meroaga
#91,ADC,Coldest,Diamond I - 33 LP,49.1,297 / 308,MaverickG
#92,ADC,TheJ,Diamond I - 33 LP,49.8,313 / 316,Mclmatt
#93,Support,Leo Valdez,Diamond I - 32 LP,47.7,298 / 327,Tor Jelinek
#94,Top,WoodenInternet,Diamond I - 32 LP,53.3,361 / 316,TheShruik2
#95,Jungle,Heroofthevalley,Diamond I - 31 LP,58.1,364 / 262,Tha toad
#96,Mid,Ciri,Diamond I - 31 LP,49.9,421 / 423,warmi024
#97,Mid,Swaft,Diamond I - 31 LP,51.8,443 / 413,Megadava
#98,Top,Natlas,Diamond I - 31 LP,48.1,408 / 441,Trindor
#99,ADC,-200 years,Diamond I - 30 LP,52.9,361 / 322,aquietghost
#100,ADC,Doggo,Diamond I - 29 LP,51.1,328 / 314,TheMilkshake000
