Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Support,unicornpetpetuwu,Challenger - 237 LP,60.8,285 / 184,GamerGirls
#2,ADC,Rabbit4,Challenger - 208 LP,60.1,423 / 281,willchungtester
#3,Mid,Chovy,Challenger - 205 LP,63.2,516 / 301,TheStriker9
#4,Support,Princess,Challenger - 198 LP,62.2,227 / 138,Princess
#5,Top,DoinB,Challenger - 185 LP,58.8,345 / 242,LordArtos
#6,Top,Kingen,Challenger - 88 LP,59.0,522 / 362,Maffayoo
#7,ADC,Teddy,Challenger - 70 LP,58.8,380 / 266,Kim
#8,Support,Rookie,Challenger - 65 LP,57.8,316 / 231,LordArtos
#9,Support,Rabbit5,Challenger - 57 LP,53.4,458 / 400,willchungtester
#10,Jungle,Freja,Challenger - 49 LP,58.4,514 / 366,ornstein123
#11,ADC,snky,Challenger - 48 LP,57.5,409 / 302,haxplague1
#12,Support,HelpingX,Challenger - 41 LP,59.9,382 / 256,Felixxx
#13,Jungle,Canyon,Challenger - 36 LP,58.4,307 / 219,YamatoCannon
#14,Top,SheIsLegal,Challenger - 33 LP,56.6,465 / 357,PaxVan
#15,Jungle,Aela ,Challenger - 31 LP,56.9,415 / 314,MolscarZX
#16,Mid,Etosh,Challenger - 27 LP,57.2,455 / 341,Etosh
#17,Jungle,AttSeeker,Challenger - 24 LP,57.3,464 / 346,PaxVan
#18,Mid,Factor,Challenger - 22 LP,56.8,470 / 358,thefactor7
#19,Jungle,TheSecretWeapon,Challenger - 17 LP,55.9,426 / 336,Erknaite
#20,Jungle,Kaltch,Challenger - 13 LP,60.9,302 / 194,Princess
#21,Support,AfroPerkins,Challenger - 11 LP,52.8,372 / 333,kyleperkins
#22,Support,KrispyTapatio,Challenger - 10 LP,51.8,496 / 461,willchung127
#23,ADC,Noob,Challenger - 10 LP,55.3,420 / 340,Baleygr
#24,Jungle,Asphyxia,Challenger - 9 LP,51.6,458 / 429,Hopestarxo
#25,Jungle,tarzaned,Challenger - 5 LP,59.4,448 / 306,Tyler1
#26,ADC,Aurantz,Challenger - 4 LP,52.0,292 / 270,Lasker
#27,Top,Latios,Challenger - 3 LP,52.7,475 / 426,krxington
#28,Top,cp mccreamy,Diamond I - 98 LP,57.1,481 / 362,Meow woeM
#29,Support,Oxman,Diamond I - 98 LP,55.9,385 / 304,LeXas
#30,Jungle,SmelliElli,Diamond I - 98 LP,57.3,442 / 329,bigjon
#31,Mid,Frick Yasuo6969,Diamond I - 94 LP,50.7,530 / 516,moonrat
#32,Jungle,Stupid Jungler,Diamond I - 91 LP,61.1,364 / 232,PooPooPeePee
#33,ADC,Blink Sooyaaa,Diamond I - 91 LP,51.4,437 / 414,willchung127
#34,Jungle,Prophet,Diamond I - 91 LP,58.1,506 / 365,Four
#35,Jungle,Nunu V2,Diamond I - 87 LP,56.7,539 / 412,willchung1024
#36,Support,Serperior,Diamond I - 83 LP,46.2,421 / 491,krxington
#37,ADC,DieFliegendeMaus,Diamond I - 79 LP,48.2,357 / 383,doofboy13
