Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 291 LP,60.7,440 / 285,willchungtester
#2,Support,HelpingX,Challenger - 205 LP,61.1,474 / 302,Felixxx
#3,Support,unicornpetpetuwu,Challenger - 178 LP,60.1,330 / 219,GamerGirls
#4,Jungle,Kaltch,Challenger - 169 LP,61.7,403 / 250,Princess
#5,Support,Princess,Challenger - 110 LP,62.9,336 / 198,Princess
#6,Jungle,tarzaned,Challenger - 89 LP,59.8,541 / 363,Tyler1
#7,Support,Healslut,Challenger - 73 LP,55.6,545 / 436,roysiggi
#8,Jungle,Stupid Jungler,Challenger - 71 LP,61.9,512 / 315,PooPooPeePee
#9,Top,KSet,Challenger - 59 LP,55.4,536 / 432,CJackz
#10,Top,Alistar top,Challenger - 48 LP,54.5,587 / 491,roysiggi 2 
#11,Jungle,Aela ,Challenger - 46 LP,58.0,521 / 378,MolscarZX
#12,Support,Stracchino,Challenger - 44 LP,52.2,320 / 293,LovelyKangaroo
#13,Top,SilSol,Challenger - 43 LP,56.6,563 / 432,silsoleuw
#14,Support,Rookie,Challenger - 43 LP,56.5,457 / 352,LordArtos
#15,Jungle,Clid 2.0,Challenger - 33 LP,55.4,565 / 455,Coach_Kim
#16,Support,Kiyoon,Challenger - 31 LP,55.2,690 / 559,Bitesized
#17,Jungle,Prophet,Challenger - 30 LP,57.9,621 / 452,Four
#18,ADC,QQ Itsuki,Challenger - 28 LP,54.8,695 / 573,Futaro
#19,Mid,Chovy,Challenger - 26 LP,62.0,603 / 370,TheStriker9
#20,ADC,Soju,Challenger - 25 LP,54.7,722 / 599,Bitesized
#21,ADC,fnc jjboce adc,Challenger - 22 LP,51.8,548 / 509,jjboce
#22,Support,Emwues24,Challenger - 22 LP,49.7,509 / 516,Jinxnator
#23,Jungle,110110010011,Challenger - 21 LP,56.4,633 / 490,110110010011
#24,ADC,Ornstein,Challenger - 19 LP,54.0,638 / 543,ebaines
#25,Jungle,SmelliElli,Challenger - 17 LP,57.3,541 / 403,bigjon
#26,Jungle,Canyon,Challenger - 15 LP,58.2,394 / 283,YamatoCannon
#27,Support,Rabbit5,Challenger - 11 LP,53.9,557 / 476,willchungtester
#28,Top,Scarra,Challenger - 10 LP,63.8,459 / 260,OfflineTV
#29,ADC,Teddy,Challenger - 8 LP,57.9,471 / 342,Kim
#30,Jungle,Nunu V2,Challenger - 7 LP,58.1,694 / 500,willchung1024
#31,Support,Backpack,Challenger - 7 LP,50.7,544 / 530,Zettohail
#32,Top,DoinB,Challenger - 7 LP,58.0,484 / 350,LordArtos
#33,Top,Kingen,Challenger - 2 LP,58.0,657 / 476,Maffayoo
#34,ADC,Karma,Diamond I - 99 LP,56.0,468 / 368,Dark Pact
#35,Mid,Kiddlazy,Diamond I - 95 LP,49.8,582 / 586,Gawaine
#36,Mid,Ciaran,Diamond I - 94 LP,53.4,722 / 630,ebaines
#37,Mid,garbz,Diamond I - 92 LP,52.4,648 / 589,garbz
#38,Jungle,Terrified,Diamond I - 89 LP,54.2,865 / 731,MaverickG
#39,Top,Bde,Diamond I - 84 LP,53.5,599 / 521,Deu13
#40,Mid,Zer,Diamond I - 84 LP,53.1,678 / 599,cmoney847
#41,Support,Eclipsed,Diamond I - 81 LP,55.6,684 / 546,cmoney847
#42,Jungle,Freja,Diamond I - 81 LP,57.7,656 / 481,ornstein123
#43,Top,GuppyMilk,Diamond I - 80 LP,57.0,523 / 395,gespenst
#44,ADC,EBoy,Diamond I - 79 LP,47.6,419 / 461,TheBrefMan
#45,Mid,Zezro,Diamond I - 78 LP,54.8,628 / 519,Zezro
#46,Top,Pls dont feed,Diamond I - 78 LP,48.5,499 / 530,roysiggi
#47,Support,suppbeast777,Diamond I - 75 LP,53.5,578 / 503,squzzz
#48,Support,xplayz4dayz,Diamond I - 73 LP,57.5,528 / 390,froggen
#49,Top,Brainless Idiot,Diamond I - 71 LP,54.2,582 / 491,Darkheart
#50,ADC,Coldest,Diamond I - 70 LP,50.2,435 / 431,MaverickG
#51,Mid,0/10 yasuo,Diamond I - 69 LP,53.0,580 / 515,aquietghost
#52,Top,Fabrizio Frizzi,Diamond I - 69 LP,55.8,606 / 480,CQANQKA
#53,Jungle,Jglkekw,Diamond I - 68 LP,50.7,577 / 562,shaqui
#54,Mid,Etosh,Diamond I - 68 LP,57.7,605 / 443,Etosh
#55,Jungle,EIIim,Diamond I - 67 LP,54.6,545 / 453,T1 Kim
#56,Jungle,AttSeeker,Diamond I - 67 LP,58.2,600 / 431,PaxVan
#57,ADC,SexyB,Diamond I - 66 LP,50.6,493 / 481,Billy
#58,Mid,The_Ghost16,Diamond I - 63 LP,47.6,542 / 597,Sb1
#59,Jungle,TheSecretWeapon,Diamond I - 62 LP,55.7,531 / 422,Erknaite
