Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Mid,Chovy,Challenger - 212 LP,63.2,514 / 299,TheStriker9
#2,ADC,Rabbit4,Challenger - 208 LP,60.1,423 / 281,willchungtester
#3,Top,DoinB,Challenger - 177 LP,58.6,341 / 241,LordArtos
#4,Support,Princess,Challenger - 165 LP,62.5,215 / 129,Princess
#5,Support,unicornpetpetuwu,Challenger - 86 LP,59.7,270 / 182,GamerGirls
#6,Support,Rabbit5,Challenger - 85 LP,53.4,450 / 393,willchungtester
#7,Top,SheIsLegal,Challenger - 84 LP,56.7,444 / 339,PaxVan
#8,Top,Kingen,Challenger - 79 LP,59.2,484 / 334,Maffayoo
#9,Jungle,Kaltch,Challenger - 71 LP,61.1,278 / 177,Princess
#10,Support,HelpingX,Challenger - 67 LP,60.5,360 / 235,Felixxx
#11,ADC,Teddy,Challenger - 65 LP,58.6,364 / 257,Kim
#12,Support,Rookie,Challenger - 64 LP,57.6,301 / 222,LordArtos
#13,Jungle,Canyon,Challenger - 52 LP,58.6,289 / 204,YamatoCannon
#14,Mid,LeSnek,Challenger - 44 LP,62.2,326 / 198,LS
#15,ADC,snky,Challenger - 33 LP,57.2,388 / 290,haxplague1
#16,Jungle,Aela ,Challenger - 30 LP,56.8,399 / 304,MolscarZX
#17,Jungle,AttSeeker,Challenger - 30 LP,57.0,432 / 326,PaxVan
#18,Jungle,Stupid Jungler,Challenger - 29 LP,60.8,302 / 195,PooPooPeePee
#19,ADC,Clutch,Challenger - 26 LP,57.3,391 / 291,icookiestalker
#20,Mid,Factor,Challenger - 20 LP,56.7,452 / 345,thefactor7
#21,Mid,Etosh,Challenger - 18 LP,56.8,408 / 310,Etosh
#22,Jungle,SmelliElli,Challenger - 14 LP,57.5,420 / 311,bigjon
#23,Support,AfroPerkins,Challenger - 8 LP,52.4,349 / 317,kyleperkins
#24,Top,cp mccreamy,Challenger - 3 LP,57.3,451 / 336,Meow woeM
#25,Jungle,TheSecretWeapon,Challenger - 1 LP,55.6,400 / 320,Erknaite
#26,Mid,Katerino,Challenger - 1 LP,48.5,467 / 495,Champions
#27,Mid,Everglaid,Challenger - 0 LP,51.5,468 / 440,yukioken
#28,Jungle,tarzaned,Diamond I - 99 LP,59.3,429 / 295,Tyler1
#29,Jungle,Nunu V2,Diamond I - 98 LP,56.4,514 / 398,willchung1024
#30,Jungle,Freja,Diamond I - 96 LP,58.3,483 / 345,ornstein123
#31,Top,Scarra,Diamond I - 96 LP,64.4,279 / 154,OfflineTV
#32,ADC,BotBot,Diamond I - 96 LP,54.5,298 / 249,TangilBOT
#33,Mid,Frick Yasuo6969,Diamond I - 95 LP,50.4,502 / 495,moonrat
#34,Support,Oxman,Diamond I - 95 LP,55.7,363 / 289,LeXas
#35,ADC,Ahiax,Diamond I - 94 LP,56.7,370 / 283,roger
#36,Support,Biofrost,Diamond I - 93 LP,56.6,433 / 332,Danie1
#37,Mid,Yunbee,Diamond I - 92 LP,52.5,553 / 501,Memersticks
#38,ADC,invention,Diamond I - 89 LP,54.0,479 / 408,garbz
#39,Top,FarmFarmFarm,Diamond I - 86 LP,54.7,495 / 410,moonrat
#40,Support,DedeKong,Diamond I - 85 LP,52.1,429 / 395,PooPooPeePee
#41,Mid,Buddha Gautama,Diamond I - 83 LP,51.7,382 / 357,meroaga
#42,Mid,Zer,Diamond I - 82 LP,53.6,517 / 448,cmoney847
#43,Top,Anbuuld,Diamond I - 79 LP,51.7,366 / 342,Anbeeld
#44,Top,Fabrizio Frizzi,Diamond I - 78 LP,55.6,453 / 362,CQANQKA
#45,Support,Kiyoon,Diamond I - 73 LP,55.4,532 / 428,Bitesized
#46,Jungle,BigBillsPlatypus,Diamond I - 72 LP,57.9,439 / 319,Viserra0325
#47,Jungle,Prophet,Diamond I - 66 LP,57.8,472 / 345,Four
#48,Support,Eirika,Diamond I - 65 LP,54.1,385 / 326,Nyubola
#49,Jungle,Souless,Diamond I - 65 LP,57.0,664 / 500,Bitesized
#50,ADC,Huangdi,Diamond I - 63 LP,54.7,339 / 281,Anzaielh
#51,Mid,Hide in poon,Diamond I - 62 LP,54.8,386 / 318,kamiOCE
#52,Support,Ikea Mat,Diamond I - 62 LP,52.8,436 / 389,wertyce
#53,Top,Fantasy,Diamond I - 62 LP,54.8,415 / 342,WildChoas
#54,Support,Eclipsed,Diamond I - 61 LP,54.9,512 / 420,cmoney847
#55,Mid,Anežka,Diamond I - 58 LP,51.5,454 / 427,GAMEUJU
#56,Jungle,Asphyxia,Diamond I - 57 LP,50.4,421 / 414,Hopestarxo
#57,Jungle,ggbebe,Diamond I - 57 LP,55.6,609 / 486,garbz
#58,Support,Layzrone,Diamond I - 55 LP,52.2,375 / 344,Wormy -iwtd-
#59,Jungle,Heimerschlonger,Diamond I - 55 LP,47.2,395 / 442,TimoMacDonut
