Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 286 LP,60.7,444 / 288,willchungtester
#2,Support,HelpingX,Challenger - 258 LP,61.3,501 / 316,Felixxx
#3,Jungle,tarzaned,Challenger - 202 LP,60.6,588 / 382,Tyler1
#4,Support,Eclipsed,Challenger - 128 LP,56.4,759 / 586,cmoney847
#5,Jungle,Stupid Jungler,Challenger - 111 LP,62.4,537 / 323,PooPooPeePee
#6,Jungle,Freja,Challenger - 82 LP,58.9,734 / 513,ornstein123
#7,ADC,Leysu,Challenger - 71 LP,51.4,551 / 520,Memersticks
#8,Support,unicornpetpetuwu,Challenger - 71 LP,59.7,365 / 246,GamerGirls
#9,Jungle,AttSeeker,Challenger - 63 LP,59.1,730 / 505,PaxVan
#10,Jungle,Prophet,Challenger - 62 LP,57.9,698 / 507,Four
#11,Jungle,Clid 2.0,Challenger - 58 LP,56.0,624 / 491,Coach_Kim
#12,ADC,snky,Challenger - 57 LP,56.5,620 / 477,haxplague1
#13,Top,Scarra,Challenger - 50 LP,63.1,536 / 314,OfflineTV
#14,Top,SilSol,Challenger - 47 LP,57.2,619 / 463,silsoleuw
#15,Jungle,Aela ,Challenger - 32 LP,58.7,579 / 408,MolscarZX
#16,Top,SheIsLegal,Challenger - 32 LP,55.8,687 / 545,PaxVan
#17,Jungle,SmelliElli,Challenger - 28 LP,58.3,617 / 442,bigjon
#18,Jungle,Nunu V2,Challenger - 26 LP,58.8,771 / 541,willchung1024
#19,Top,KSet,Challenger - 25 LP,55.1,608 / 495,CJackz
#20,Jungle,Kaltch,Challenger - 24 LP,60.9,464 / 298,Princess
#21,ADC,fnc jjboce adc,Challenger - 20 LP,52.0,618 / 571,jjboce
#22,Top,Alistar top,Challenger - 17 LP,55.1,681 / 554,roysiggi 2 
#23,ADC,Karma,Challenger - 15 LP,56.3,536 / 416,Dark Pact
#24,Support,Emwues24,Challenger - 15 LP,50.4,566 / 556,Jinxnator
#25,Mid,King Sloth,Challenger - 12 LP,53.5,418 / 363,xPelle
#26,Support,DieFliegendeKuh,Challenger - 7 LP,53.5,728 / 634,doofboy13
#27,Top,GuppyMilk,Challenger - 5 LP,57.4,601 / 446,gespenst
#28,Jungle,Canyon,Challenger - 5 LP,58.3,469 / 336,YamatoCannon
#29,ADC,Rem-chan,Challenger - 4 LP,55.5,571 / 457,Kuurys
#30,Jungle,Papafrita,Diamond I - 98 LP,59.0,652 / 453,NismanSlayer
#31,Jungle,Terrified,Diamond I - 97 LP,55.1,1017 / 829,MaverickG
#32,Support,SmexyKFC,Diamond I - 94 LP,50.9,587 / 567,haxplague1
#33,ADC,Teddy,Diamond I - 87 LP,57.5,555 / 410,Kim
#34,Support,Princess,Diamond I - 86 LP,61.2,436 / 277,Princess
#35,Top,WoodenInternet,Diamond I - 86 LP,54.7,612 / 506,TheShruik2
#36,Top,Fabrizio Frizzi,Diamond I - 86 LP,56.2,693 / 540,CQANQKA
#37,Top,Ayu,Diamond I - 84 LP,55.4,768 / 619,Bitesized
#38,Jungle,Intkos,Diamond I - 82 LP,54.9,767 / 631,Razael
#39,Support,Sb1,Diamond I - 82 LP,51.1,635 / 607,Sb1
#40,ADC,lumbago,Diamond I - 80 LP,51.9,476 / 441,debauchery
#41,Jungle,110110010011,Diamond I - 80 LP,56.3,702 / 546,110110010011
#42,Top,CHADWICK,Diamond I - 79 LP,55.9,397 / 313,MaverickG2
#43,Jungle,Souless,Diamond I - 79 LP,57.0,1042 / 787,Bitesized
#44,Mid,Chovy,Diamond I - 79 LP,60.4,685 / 450,TheStriker9
#45,Jungle,Bliz,Diamond I - 75 LP,51.1,674 / 646,GooseHouse
#46,Top,cp mccreamy,Diamond I - 73 LP,56.3,711 / 552,Meow woeM
#47,ADC,Ornstein,Diamond I - 72 LP,54.5,757 / 632,ebaines
#48,Support,pneu,Diamond I - 68 LP,53.4,756 / 660,garbz
#49,Top,DoinB,Diamond I - 68 LP,57.6,612 / 450,LordArtos
#50,Jungle,RedPandaMochi,Diamond I - 67 LP,49.5,698 / 712,Gawaine
#51,Support,Phoquiche ,Diamond I - 66 LP,54.5,642 / 536,Phoquiche 
#52,ADC,Carry Idiot,Diamond I - 64 LP,48.6,540 / 572,Darkheart
#53,Mid,midblake,Diamond I - 64 LP,53.0,537 / 476,blakespace1
#54,Support,LordPingRoll,Diamond I - 62 LP,48.1,541 / 583,yukioken
#55,ADC,Soju,Diamond I - 62 LP,54.7,820 / 680,Bitesized
#56,Top,Rantaro,Diamond I - 60 LP,54.8,673 / 556,rrice
#57,ADC,Lidl Bear,Diamond I - 59 LP,53.7,704 / 608,wertyce
#58,Mid,Factor,Diamond I - 58 LP,56.2,702 / 548,thefactor7
#59,Support,Wilde,Diamond I - 57 LP,54.1,846 / 717,Wealth_and_Taste
#60,Support,SupBot,Diamond I - 57 LP,51.3,621 / 590,TangilBOT
#61,Mid,xXxGirlHaverxXx,Diamond I - 54 LP,51.8,414 / 385,PaxVan
#62,ADC,Ree-ason,Diamond I - 53 LP,55.6,577 / 461,hmphree
#63,Jungle,Geralt,Diamond I - 53 LP,47.4,726 / 805,warmi024
#64,Support,Genos,Diamond I - 52 LP,49.1,475 / 493,OnePunch
#65,Jungle,Cyberpegasus_,Diamond I - 50 LP,53.1,638 / 564,Maouned
#66,Mid,hackigel,Diamond I - 49 LP,52.7,500 / 448,Pogchampion
#67,Mid,Midlaner23,Diamond I - 49 LP,52.7,722 / 647,js2614
#68,Support,Chichachuchas,Diamond I - 47 LP,51.9,466 / 432,Udodaun
#69,Jungle,Jungwoo,Diamond I - 47 LP,53.8,653 / 561,DumbOne
#70,Top,Natlas,Diamond I - 47 LP,48.0,647 / 702,Trindor
#71,Jungle,EricDoesntSux,Diamond I - 46 LP,56.5,690 / 532,kyleperkins
#72,Mid,garbz,Diamond I - 46 LP,53.1,767 / 678,garbz
#73,ADC,TPOPIS,Diamond I - 45 LP,54.9,401 / 329,Byumbi
#74,Support,JaoLan,Diamond I - 44 LP,49.5,770 / 787,kcheng6996
#75,ADC,Aurosa,Diamond I - 44 LP,50.4,601 / 592,Gawaine
#76,Support,CharmyLeon,Diamond I - 43 LP,51.6,587 / 550,thefailbro
#77,Mid,NameOfYourMid,Diamond I - 43 LP,52.3,575 / 525,BigBrain
#78,Support,Rookie,Diamond I - 43 LP,56.0,584 / 458,LordArtos
#79,Mid,Meta Mid,Diamond I - 42 LP,56.3,692 / 538,tkrow
#80,ADC,Devo,Diamond I - 42 LP,54.9,372 / 306,Jateey
#81,Support,Oxman,Diamond I - 41 LP,54.2,556 / 470,LeXas
#82,ADC,invention,Diamond I - 41 LP,54.0,733 / 624,garbz
#83,ADC,EBoy,Diamond I - 41 LP,48.2,487 / 524,TheBrefMan
#84,Jungle,Tankadlavie,Diamond I - 41 LP,54.1,718 / 609,Nauth3r_nioMe
#85,Top,SmackyB,Diamond I - 41 LP,51.5,342 / 322,Byumbi
#86,ADC,Green Arrow,Diamond I - 40 LP,53.0,545 / 484,JamesM
#87,Mid,Hide in poon,Diamond I - 40 LP,56.0,616 / 484,kamiOCE
#88,Mid,Piols,Diamond I - 40 LP,52.9,702 / 624,Piols
#89,Support,neloun1,Diamond I - 40 LP,49.6,651 / 661,GAMEUJU
#90,ADC,Berseker,Diamond I - 39 LP,51.4,468 / 443,kkOma
#91,Mid,Rune,Diamond I - 39 LP,50.2,745 / 738,GooseHouse
#92,Jungle,BigBillsPlatypus,Diamond I - 38 LP,57.1,701 / 526,Viserra0325
#93,Support,EES,Diamond I - 38 LP,52.0,601 / 555,eternityends
#94,Support,xplayz4dayz,Diamond I - 38 LP,57.3,597 / 444,froggen
#95,Mid,Katerino,Diamond I - 38 LP,49.2,697 / 719,Champions
#96,Mid,LeSnek,Diamond I - 38 LP,58.1,588 / 424,LS
#97,Top,Big Boy Slappy,Diamond I - 37 LP,51.9,554 / 513,dericos
#98,Top,Jarun,Diamond I - 37 LP,52.6,448 / 404,Memersticks
#99,Top,Kick,Diamond I - 36 LP,51.1,498 / 476,Gurrnak
#100,Jungle,Senbonzakura,Diamond I - 36 LP,51.2,664 / 633,PacoPeco
