Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 291 LP,60.7,442 / 286,willchungtester
#2,Support,HelpingX,Challenger - 232 LP,61.2,495 / 314,Felixxx
#3,Jungle,tarzaned,Challenger - 164 LP,60.5,578 / 378,Tyler1
#4,Support,Eclipsed,Challenger - 145 LP,56.4,745 / 576,cmoney847
#5,Support,unicornpetpetuwu,Challenger - 120 LP,60.1,355 / 236,GamerGirls
#6,Jungle,Stupid Jungler,Challenger - 111 LP,62.4,537 / 323,PooPooPeePee
#7,ADC,Leysu,Challenger - 109 LP,51.5,541 / 509,Memersticks
#8,Top,SilSol,Challenger - 80 LP,57.3,608 / 453,silsoleuw
#9,Jungle,Freja,Challenger - 59 LP,58.8,727 / 510,ornstein123
#10,Top,KSet,Challenger - 58 LP,55.3,597 / 482,CJackz
#11,ADC,Rem-chan,Challenger - 38 LP,55.9,566 / 447,Kuurys
#12,Jungle,Clid 2.0,Challenger - 30 LP,55.6,609 / 487,Coach_Kim
#13,Top,Ayu,Challenger - 25 LP,55.3,742 / 599,Bitesized
#14,Support,Emwues24,Challenger - 22 LP,50.4,555 / 547,Jinxnator
#15,Jungle,AttSeeker,Challenger - 20 LP,58.6,691 / 488,PaxVan
#16,Jungle,Aela ,Challenger - 19 LP,58.5,570 / 404,MolscarZX
#17,Top,jZen,Challenger - 16 LP,52.3,396 / 361,agamero
#18,Jungle,Kaltch,Challenger - 15 LP,60.8,449 / 290,Princess
#19,Support,DieFliegendeKuh,Challenger - 15 LP,53.4,714 / 622,doofboy13
#20,ADC,Karma,Challenger - 12 LP,56.2,519 / 405,Dark Pact
#21,Support,pneu,Challenger - 12 LP,53.6,746 / 645,garbz
#22,Support,Princess,Challenger - 11 LP,61.7,420 / 261,Princess
#23,Jungle,Bliz,Challenger - 7 LP,51.1,660 / 632,GooseHouse
#24,Jungle,Prophet,Challenger - 6 LP,57.7,675 / 494,Four
#25,Support,Phoquiche ,Challenger - 5 LP,54.8,630 / 519,Phoquiche 
#26,Top,Scarra,Challenger - 4 LP,63.1,508 / 297,OfflineTV
#27,ADC,fnc jjboce adc,Challenger - 2 LP,51.8,601 / 560,jjboce
#28,Jungle,Souless,Diamond I - 97 LP,57.4,1006 / 748,Bitesized
#29,Jungle,SmelliElli,Diamond I - 97 LP,58.0,607 / 439,bigjon
#30,Support,Backpack,Diamond I - 94 LP,51.3,610 / 578,Zettohail
#31,Jungle,Nunu V2,Diamond I - 91 LP,58.4,753 / 536,willchung1024
#32,Support,xplayz4dayz,Diamond I - 91 LP,57.9,585 / 426,froggen
#33,Jungle,Canyon,Diamond I - 91 LP,57.9,438 / 318,YamatoCannon
#34,Top,Caleum,Diamond I - 90 LP,52.2,560 / 512,Caleum
#35,Top,Fabrizio Frizzi,Diamond I - 88 LP,56.2,677 / 528,CQANQKA
#36,Jungle,Cyberpegasus_,Diamond I - 84 LP,53.2,617 / 542,Maouned
#37,Top,GuppyMilk,Diamond I - 82 LP,57.1,579 / 435,gespenst
#38,Jungle,Terrified,Diamond I - 81 LP,54.8,959 / 791,MaverickG
#39,ADC,Lidl Bear,Diamond I - 80 LP,53.4,679 / 592,wertyce
#40,ADC,invention,Diamond I - 80 LP,54.1,712 / 603,garbz
#41,ADC,Teddy,Diamond I - 80 LP,57.5,533 / 394,Kim
#42,ADC,cumshot,Diamond I - 78 LP,49.3,571 / 588,crownshot
#43,Top,WoodenInternet,Diamond I - 76 LP,54.5,592 / 494,TheShruik2
#44,Mid,garbz,Diamond I - 75 LP,53.1,744 / 656,garbz
#45,Jungle,110110010011,Diamond I - 73 LP,56.1,683 / 534,110110010011
#46,Support,suppbeast777,Diamond I - 71 LP,53.9,651 / 556,squzzz
#47,Jungle,Equilibrium,Diamond I - 68 LP,53.5,801 / 695,wertyce
#48,Mid,TCG Hopelezz,Diamond I - 68 LP,51.7,592 / 552,TheHopelezz
#49,Mid,Factor,Diamond I - 67 LP,56.1,673 / 527,thefactor7
#50,Mid,Chovy,Diamond I - 66 LP,60.7,659 / 427,TheStriker9
#51,ADC,Puff,Diamond I - 62 LP,49.9,396 / 398,YungYiga
#52,Top,Owl Standard,Diamond I - 61 LP,50.8,771 / 746,wertyce
#53,Mid,Zezro,Diamond I - 61 LP,55.0,709 / 581,Zezro
#54,Top,pulsion,Diamond I - 61 LP,55.8,746 / 591,garbz
#55,Support,Dibbs,Diamond I - 61 LP,52.7,587 / 526,MaverickG
#56,Top,SheIsLegal,Diamond I - 61 LP,55.5,664 / 533,PaxVan
#57,Support,fnc jjboce sup,Diamond I - 59 LP,54.7,606 / 501,jjboce
#58,Jungle,Papafrita,Diamond I - 58 LP,58.6,623 / 440,NismanSlayer
#59,Top,Big Boy Slappy,Diamond I - 57 LP,51.9,538 / 498,dericos
#60,Jungle,EIIim,Diamond I - 55 LP,55.3,629 / 508,T1 Kim
#61,Top,Fantasy,Diamond I - 55 LP,55.4,653 / 525,WildChoas
#62,Support,Big Ball Brandon,Diamond I - 54 LP,47.7,548 / 602,willchung1024
#63,Mid,Midlaner23,Diamond I - 53 LP,52.6,698 / 629,js2614
#64,Top,Alistar top,Diamond I - 53 LP,54.6,649 / 540,roysiggi 2 
#65,Support,AFKPotato,Diamond I - 51 LP,56.8,324 / 246,Decadox
#66,Support,Kiyoon,Diamond I - 51 LP,55.6,765 / 612,Bitesized
#67,ADC,Devo,Diamond I - 50 LP,55.0,359 / 294,Jateey
#68,Top,Topkekw,Diamond I - 49 LP,52.8,681 / 609,shaqui
#69,Top,CHADWICK,Diamond I - 48 LP,56.3,360 / 279,MaverickG2
#70,Mid,Yunbee,Diamond I - 48 LP,53.5,813 / 707,Memersticks
#71,ADC,Cryhard II,Diamond I - 48 LP,55.4,652 / 525,roysiggi
#72,ADC,Cr1x,Diamond I - 47 LP,55.6,579 / 462,crixaliz
#73,Top,Mr Greyjoy,Diamond I - 47 LP,49.3,581 / 597,trollesha
#74,Top,Woodlandapple,Diamond I - 47 LP,49.0,581 / 604,Furfrou
#75,Top,Craq,Diamond I - 47 LP,50.9,631 / 609,moxir
#76,Support,Elythys,Diamond I - 47 LP,50.2,649 / 643,Elythys
#77,Top,Biopanther,Diamond I - 46 LP,62.0,266 / 163,Best region 
#78,Support,KrispyTapatio,Diamond I - 46 LP,52.9,697 / 621,willchung127
#79,Support,EES,Diamond I - 46 LP,51.9,579 / 537,eternityends
#80,Top,Akari,Diamond I - 46 LP,50.1,738 / 736,GooseHouse
#81,Mid,Hide in poon,Diamond I - 45 LP,55.9,590 / 465,kamiOCE
#82,ADC,Soju,Diamond I - 45 LP,54.4,791 / 663,Bitesized
#83,Top,Jarun,Diamond I - 45 LP,52.6,417 / 376,Memersticks
#84,Support,Leo Valdez,Diamond I - 44 LP,50.3,515 / 508,Tor Jelinek
#85,Top,FarmFarmFarm,Diamond I - 44 LP,54.7,693 / 573,moonrat
#86,Jungle,BlabberFIsh,Diamond I - 44 LP,57.5,631 / 466,Meteo
#87,Jungle,strawberry cat,Diamond I - 44 LP,52.3,618 / 564,annauwumarie
#88,ADC,Green Arrow,Diamond I - 42 LP,52.7,520 / 467,JamesM
#89,Top,Attila,Diamond I - 41 LP,51.2,468 / 446,huffey
#90,Jungle,EricDoesntSux,Diamond I - 41 LP,56.4,662 / 512,kyleperkins
#91,Jungle,Jungwoo,Diamond I - 41 LP,53.6,634 / 548,DumbOne
#92,Jungle,Tankadlavie,Diamond I - 40 LP,54.0,697 / 594,Nauth3r_nioMe
#93,ADC,Berseker,Diamond I - 39 LP,50.8,438 / 424,kkOma
#94,Support,Eirika,Diamond I - 39 LP,54.9,632 / 519,Nyubola
#95,Top,Bde,Diamond I - 38 LP,53.7,664 / 573,Deu13
#96,Top,HighClassInter,Diamond I - 37 LP,52.0,642 / 593,kcheng6996
#97,Support,Dreams,Diamond I - 37 LP,51.5,476 / 449,verzsen
#98,Top,Anbuuld,Diamond I - 37 LP,52.0,536 / 494,Anbeeld
#99,ADC,Yu Shuang,Diamond I - 37 LP,52.0,507 / 468,LPLAhri
#100,Mid,The_Ghost16,Diamond I - 36 LP,48.3,609 / 653,Sb1
