Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 287 LP,60.6,437 / 284,willchungtester
#2,Support,Princess,Challenger - 255 LP,63.5,258 / 148,Princess
#3,Support,unicornpetpetuwu,Challenger - 209 LP,60.7,293 / 190,GamerGirls
#4,Mid,Chovy,Challenger - 191 LP,63.0,518 / 304,TheStriker9
#5,Jungle,Kaltch,Challenger - 152 LP,61.7,338 / 210,Princess
#6,Top,DoinB,Challenger - 133 LP,58.8,361 / 253,LordArtos
#7,Mid,Etosh,Challenger - 101 LP,58.2,501 / 360,Etosh
#8,Support,HelpingX,Challenger - 88 LP,60.2,409 / 270,Felixxx
#9,Support,Rabbit5,Challenger - 78 LP,54.2,499 / 422,willchungtester
#10,Top,Scarra,Challenger - 68 LP,63.9,354 / 200,OfflineTV
#11,Top,Kingen,Challenger - 67 LP,58.7,554 / 390,Maffayoo
#12,ADC,Teddy,Challenger - 61 LP,58.8,405 / 284,Kim
#13,Jungle,AttSeeker,Challenger - 52 LP,57.4,494 / 367,PaxVan
#14,Jungle,TheSecretWeapon,Challenger - 47 LP,55.8,446 / 354,Erknaite
#15,ADC,snky,Challenger - 28 LP,57.3,424 / 316,haxplague1
#16,Support,Rookie,Challenger - 28 LP,57.1,337 / 253,LordArtos
#17,Top,SilSol,Challenger - 25 LP,56.2,509 / 396,silsoleuw
#18,Jungle,tarzaned,Challenger - 25 LP,59.3,485 / 333,Tyler1
#19,ADC,Aurantz,Challenger - 23 LP,52.5,322 / 291,Lasker
#20,ADC,Noob,Challenger - 23 LP,55.8,461 / 365,Baleygr
#21,Jungle,Stupid Jungler,Challenger - 13 LP,61.0,412 / 263,PooPooPeePee
#22,Jungle,Canyon,Challenger - 13 LP,57.9,333 / 242,YamatoCannon
#23,Support,suppbeast777,Challenger - 8 LP,52.2,460 / 421,squzzz
#24,Top,Fabrizio Frizzi,Challenger - 7 LP,55.8,517 / 410,CQANQKA
#25,Jungle,Aela ,Challenger - 6 LP,57.4,452 / 336,MolscarZX
#26,Mid,Heleneski,Challenger - 4 LP,53.0,586 / 519,PooPooPeePee
#27,ADC,fnc jjboce adc,Challenger - 3 LP,51.0,463 / 445,jjboce
#28,ADC,BotBot,Challenger - 1 LP,54.4,364 / 305,TangilBOT
#29,Jungle,Asphyxia,Challenger - 0 LP,51.9,491 / 455,Hopestarxo
#30,Jungle,SmelliElli,Diamond I - 96 LP,57.3,461 / 343,bigjon
#31,Jungle,Souless,Diamond I - 92 LP,56.8,748 / 570,Bitesized
#32,Mid,MidBot,Diamond I - 91 LP,51.8,377 / 351,TangilBOT
#33,ADC,Dicliffier,Diamond I - 90 LP,52.1,425 / 390,Dicliffier
#34,Jungle,ggbebe,Diamond I - 88 LP,56.2,671 / 524,garbz
#35,ADC,Lidl Bear,Diamond I - 87 LP,53.1,498 / 440,wertyce
#36,Top,Heimerdonger,Diamond I - 87 LP,53.8,548 / 471,TimoMacDonut
#37,Mid,Factor,Diamond I - 84 LP,56.3,504 / 392,thefactor7
#38,Mid,Rhetco,Diamond I - 82 LP,49.2,461 / 476,Furfrou
#39,Top,KSet,Diamond I - 81 LP,55.1,474 / 386,CJackz
#40,Support,Heimerbonger,Diamond I - 80 LP,49.7,469 / 474,TimoMacDonut
#41,Top,The Shy 2.0,Diamond I - 75 LP,54.7,487 / 403,Coach_Kim
#42,ADC,EzReallyNotHard,Diamond I - 75 LP,52.0,445 / 411,PooPooPeePee
#43,Mid,QQ Miku,Diamond I - 74 LP,49.2,428 / 442,Futaro
#44,ADC,Jackinev,Diamond I - 74 LP,50.5,385 / 377,Furfrou
#45,Top,Blunder,Diamond I - 73 LP,52.2,419 / 383,Razael
#46,Mid,Ciaran,Diamond I - 72 LP,53.2,605 / 533,ebaines
#47,Mid,kakashigangsta93,Diamond I - 71 LP,47.9,399 / 434,Maouned
#48,Jungle,Nunu V2,Diamond I - 70 LP,57.3,606 / 451,willchung1024
#49,Jungle,Heroofthevalley,Diamond I - 70 LP,58.8,456 / 319,Tha toad
#50,Top,GuppyMilk,Diamond I - 68 LP,56.7,453 / 346,gespenst
#51,Jungle,Freja,Diamond I - 65 LP,58.1,558 / 403,ornstein123
#52,Top,cp mccreamy,Diamond I - 63 LP,56.6,515 / 395,Meow woeM
#53,ADC,Cougarbrit,Diamond I - 62 LP,49.4,423 / 433,Princess
#54,Top,SheIsLegal,Diamond I - 62 LP,56.3,493 / 382,PaxVan
#55,Mid,Byumbert,Diamond I - 61 LP,53.5,483 / 419,Byumbi
#56,Jungle,Clid 2.0,Diamond I - 60 LP,54.4,496 / 415,Coach_Kim
#57,Mid,MidHE,Diamond I - 59 LP,52.4,503 / 457,tyrion
#58,Top,Dargon,Diamond I - 57 LP,52.2,396 / 363,Zettohail
#59,Support,Biofrost,Diamond I - 57 LP,56.1,482 / 377,Danie1
#60,Top,SiphoningStrike,Diamond I - 55 LP,51.2,425 / 405,Dehkari
#61,Support,Gelato,Diamond I - 54 LP,49.2,350 / 361,NismanSlayer
