Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Mid,Chovy,Challenger - 216 LP,63.2,491 / 286,TheStriker9
#2,Top,DoinB,Challenger - 180 LP,58.5,336 / 238,LordArtos
#3,Support,Princess,Challenger - 147 LP,61.9,206 / 127,Princess
#4,Support,Rookie,Challenger - 131 LP,58.7,283 / 199,LordArtos
#5,Mid,LeSnek,Challenger - 125 LP,63.7,288 / 164,LS
#6,Jungle,Kaltch,Challenger - 123 LP,62.1,266 / 162,Princess
#7,Jungle,Stupid Jungler,Challenger - 107 LP,61.2,237 / 150,PooPooPeePee
#8,ADC,Teddy,Challenger - 93 LP,59.1,332 / 230,Kim
#9,Top,Scarra,Challenger - 92 LP,66.9,236 / 117,OfflineTV
#10,Support,unicornpetpetuwu,Challenger - 92 LP,59.6,239 / 162,GamerGirls
#11,Support,HelpingX,Challenger - 91 LP,60.7,303 / 196,Felixxx
#12,Jungle,Aela ,Challenger - 69 LP,57.2,381 / 285,MolscarZX
#13,ADC,Rabbit4,Challenger - 67 LP,59.2,370 / 255,willchungtester
#14,Top,Kingen,Challenger - 66 LP,59.0,447 / 311,Maffayoo
#15,Jungle,Canyon,Challenger - 63 LP,58.8,238 / 167,YamatoCannon
#16,Mid,Etosh,Challenger - 62 LP,57.0,369 / 278,Etosh
#17,Jungle,SmelliElli,Challenger - 57 LP,58.1,382 / 275,bigjon
#18,ADC,snky,Challenger - 45 LP,57.5,360 / 266,haxplague1
#19,Top,SheIsLegal,Challenger - 19 LP,56.0,379 / 298,PaxVan
#20,ADC,Prikki,Challenger - 11 LP,50.0,281 / 281,Dehkari
#21,Top,KSet,Challenger - 9 LP,55.2,379 / 307,CJackz
#22,Support,Oxman,Challenger - 3 LP,55.7,324 / 258,LeXas
#23,Support,DedeKong,Challenger - 2 LP,51.1,362 / 346,PooPooPeePee
#24,Jungle,tarzaned,Diamond I - 97 LP,60.0,368 / 245,Tyler1
#25,Mid,Williamp,Diamond I - 94 LP,54.7,316 / 262,Nicchoe
#26,Top,cp mccreamy,Diamond I - 93 LP,57.2,410 / 307,Meow woeM
#27,Support,Rabbit5,Diamond I - 91 LP,51.7,379 / 354,willchungtester
#28,Jungle,AttSeeker,Diamond I - 87 LP,56.6,344 / 264,PaxVan
#29,ADC,Aurosa,Diamond I - 86 LP,50.1,347 / 346,Gawaine
#30,Jungle,EricDoesntSux,Diamond I - 85 LP,57.5,392 / 290,kyleperkins
#31,Support,Eclipsed,Diamond I - 83 LP,54.5,440 / 368,cmoney847
#32,ADC,invention,Diamond I - 80 LP,53.5,424 / 369,garbz
#33,Jungle,Freja,Diamond I - 78 LP,58.1,437 / 315,ornstein123
#34,Top,Anbuuld,Diamond I - 76 LP,51.0,317 / 304,Anbeeld
#35,Mid,Rabbit8,Diamond I - 74 LP,54.0,330 / 281,racingrabbits3
#36,Top,FarmFarmFarm,Diamond I - 72 LP,53.5,417 / 362,moonrat
#37,Mid,Hide in poon,Diamond I - 70 LP,54.7,347 / 287,kamiOCE
#38,Mid,midblake,Diamond I - 70 LP,56.5,288 / 222,blakespace1
#39,Jungle,BigBillsPlatypus,Diamond I - 66 LP,57.8,393 / 287,Viserra0325
#40,Top,Fantasy,Diamond I - 64 LP,54.2,339 / 286,WildChoas
#41,Top,Ayu,Diamond I - 63 LP,54.3,458 / 385,Bitesized
#42,ADC,PiCake,Diamond I - 62 LP,53.7,309 / 266,Niern
#43,ADC,Marksman23,Diamond I - 61 LP,55.1,414 / 338,js2614
#44,ADC,Ree-ason,Diamond I - 60 LP,55.2,334 / 271,hmphree
#45,Support,Eirika,Diamond I - 60 LP,53.6,344 / 298,Nyubola
#46,Top,Natlas,Diamond I - 60 LP,48.1,381 / 411,Trindor
#47,ADC,Noob,Diamond I - 59 LP,55.4,358 / 288,Baleygr
#48,Jungle,MASKING,Diamond I - 58 LP,47.8,325 / 355,Mevious
#49,Jungle,TheSecretWeapon,Diamond I - 57 LP,54.6,360 / 299,Erknaite
#50,Mid,Frick Yasuo6969,Diamond I - 56 LP,49.9,435 / 436,moonrat
#51,ADC,Soju,Diamond I - 56 LP,55.0,504 / 412,Bitesized
#52,Top,pulsion,Diamond I - 56 LP,56.7,465 / 355,garbz
#53,ADC,Cr1x,Diamond I - 55 LP,56.3,359 / 279,crixaliz
#54,Mid,garbz,Diamond I - 54 LP,52.8,453 / 405,garbz
#55,ADC,Nieuss,Diamond I - 54 LP,54.4,322 / 270,Nieuss
#56,Support,Jellybeans,Diamond I - 53 LP,58.0,357 / 259,Shagrad
#57,ADC,Ahiax,Diamond I - 52 LP,56.1,323 / 253,roger
#58,Jungle,TigerStance,Diamond I - 52 LP,49.6,332 / 337,Dehkari
#59,ADC,NewMeta,Diamond I - 52 LP,49.8,358 / 361,moxir
#60,Support,Heimerbonger,Diamond I - 52 LP,49.7,339 / 343,TimoMacDonut
#61,ADC,MichaelReeves,Diamond I - 50 LP,49.5,253 / 258,OfflineTV
#62,Jungle,DoperThanDopa,Diamond I - 49 LP,52.5,411 / 372,yukioken
#63,Support,Big Ball Brandon,Diamond I - 49 LP,46.5,316 / 363,willchung1024
#64,ADC,H0,Diamond I - 47 LP,48.9,312 / 326,willchung1024
#65,Top,jayce top only,Diamond I - 46 LP,55.4,377 / 304,aquietghost
#66,Top,Halekild,Diamond I - 46 LP,52.1,481 / 443,Elythys
#67,Mid,Ciaran,Diamond I - 45 LP,53.1,478 / 422,ebaines
#68,Support,Support23,Diamond I - 44 LP,47.3,329 / 367,js2614
#69,Top,CampingGround,Diamond I - 44 LP,58.5,304 / 216,kcheng686
#70,Jungle,Methodz,Diamond I - 44 LP,53.3,427 / 374,Trindor
#71,Jungle,Nunu V2,Diamond I - 43 LP,56.2,429 / 334,willchung1024
#72,Top,WoodenInternet,Diamond I - 43 LP,53.4,339 / 296,TheShruik2
#73,Top,Heimerdonger,Diamond I - 43 LP,53.0,385 / 342,TimoMacDonut
#74,Mid,Zezro,Diamond I - 42 LP,55.8,444 / 352,Zezro
#75,Top,Alistar top,Diamond I - 42 LP,53.9,397 / 340,roysiggi 2 
#76,ADC,Green Arrow,Diamond I - 41 LP,52.3,285 / 260,JamesM
#77,Support,Kiyoon,Diamond I - 41 LP,54.8,483 / 398,Bitesized
#78,Top,Qavv,Diamond I - 41 LP,52.4,333 / 303,Eqqrollss
#79,ADC,Ornstein,Diamond I - 41 LP,55.8,425 / 336,ebaines
#80,Mid,Gouda,Diamond I - 41 LP,51.5,377 / 355,Cheesus
#81,Top,Nauth3r_nioMe,Diamond I - 41 LP,50.8,363 / 351,TheRedMan88
#82,ADC,Clutch,Diamond I - 40 LP,57.0,323 / 244,icookiestalker
#83,Support,.Meiko,Diamond I - 40 LP,53.9,359 / 307,qweqwe1234
#84,ADC,Blink Sooyaaa,Diamond I - 40 LP,50.5,333 / 327,willchung127
#85,ADC,Huangdi,Diamond I - 39 LP,54.0,304 / 259,Anzaielh
#86,Top,Bde,Diamond I - 38 LP,52.6,390 / 352,Deu13
#87,Jungle,110110010011,Diamond I - 38 LP,54.3,388 / 326,110110010011
#88,Mid,Zer,Diamond I - 36 LP,53.6,465 / 403,cmoney847
#89,Support,Chrome,Diamond I - 36 LP,51.7,278 / 260,Memersticks
#90,Mid,Anežka,Diamond I - 36 LP,50.5,400 / 392,GAMEUJU
#91,Top,Lon qu,Diamond I - 35 LP,50.7,346 / 337,Nyubola
#92,Jungle,DarkJ,Diamond I - 35 LP,51.4,294 / 278,remixitagain
