Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Mid,Chovy,Challenger - 249 LP,63.3,470 / 272,TheStriker9
#2,Mid,LeSnek,Challenger - 198 LP,63.7,251 / 143,LS
#3,Top,DoinB,Challenger - 187 LP,58.6,334 / 236,LordArtos
#4,Support,Princess,Challenger - 178 LP,62.7,203 / 121,Princess
#5,Mid,Etosh,Challenger - 171 LP,58.3,351 / 251,Etosh
#6,Top,Kingen,Challenger - 165 LP,59.0,409 / 284,Maffayoo
#7,Jungle,Kaltch,Challenger - 149 LP,62.7,257 / 153,Princess
#8,Jungle,Stupid Jungler,Challenger - 144 LP,60.3,191 / 126,PooPooPeePee
#9,Support,Rookie,Challenger - 117 LP,58.2,272 / 195,LordArtos
#10,Top,Scarra,Challenger - 111 LP,67.1,208 / 102,OfflineTV
#11,Jungle,Canyon,Challenger - 106 LP,59.5,198 / 135,YamatoCannon
#12,Support,HelpingX,Challenger - 97 LP,60.9,280 / 180,Felixxx
#13,ADC,Teddy,Challenger - 94 LP,58.8,310 / 217,Kim
#14,Support,Eclipsed,Challenger - 74 LP,54.9,339 / 278,cmoney847
#15,Support,unicornpetpetuwu,Challenger - 58 LP,59.2,213 / 147,GamerGirls
#16,ADC,Pokimane,Challenger - 30 LP,59.6,310 / 210,Simp
#17,Top,SheIsLegal,Challenger - 25 LP,56.0,351 / 276,PaxVan
#18,Jungle,BlabberFIsh,Challenger - 16 LP,57.8,330 / 241,Meteo
#19,ADC,EEA,Challenger - 16 LP,50.9,313 / 302,eternityends
#20,Top,KSet,Challenger - 16 LP,55.2,346 / 281,CJackz
#21,ADC,snky,Challenger - 5 LP,56.9,319 / 242,haxplague1
#22,Mid,Hide in poon,Challenger - 4 LP,55.3,314 / 254,kamiOCE
#23,Top,cp mccreamy,Diamond I - 96 LP,57.3,370 / 276,Meow woeM
#24,Mid,Yunbee,Diamond I - 94 LP,52.6,410 / 370,Memersticks
#25,Top,Fabrizio Frizzi,Diamond I - 93 LP,55.4,372 / 299,CQANQKA
#26,Jungle,TheSecretWeapon,Diamond I - 92 LP,54.8,324 / 267,Erknaite
#27,ADC,Cr1x,Diamond I - 91 LP,55.5,300 / 241,crixaliz
#28,Jungle,Freja,Diamond I - 91 LP,58.2,395 / 284,ornstein123
#29,Mid,Heleneski,Diamond I - 85 LP,52.5,368 / 333,PooPooPeePee
#30,Jungle,Papafrita,Diamond I - 85 LP,59.5,253 / 172,NismanSlayer
#31,Jungle,AttSeeker,Diamond I - 85 LP,56.2,308 / 240,PaxVan
#32,ADC,Rabbit4,Diamond I - 83 LP,58.7,303 / 213,willchungtester
#33,Support,Dibbs,Diamond I - 82 LP,50.8,243 / 235,MaverickG
#34,ADC,Aurosa,Diamond I - 80 LP,48.9,284 / 297,Gawaine
#35,ADC,SasukeyLove,Diamond I - 77 LP,56.8,356 / 271,kcheng6996
#36,Jungle,EEJ,Diamond I - 76 LP,52.7,384 / 345,eternityends
#37,Jungle,110110010011,Diamond I - 76 LP,54.4,337 / 283,110110010011
#38,ADC,Yuumi ADC,Diamond I - 75 LP,55.5,257 / 206,Noon
#39,Support,Sb1,Diamond I - 73 LP,52.3,284 / 259,Sb1
#40,Jungle,SmelliElli,Diamond I - 71 LP,57.4,348 / 258,bigjon
#41,Support,Rabbit5,Diamond I - 70 LP,49.5,303 / 309,willchungtester
#42,ADC,Ornstein,Diamond I - 69 LP,56.0,380 / 299,ebaines
#43,Mid,Prime Faker,Diamond I - 66 LP,52.9,333 / 297,LDK
#44,Mid,Zezro,Diamond I - 63 LP,55.7,393 / 312,Zezro
#45,Jungle,JglBot,Diamond I - 63 LP,52.5,231 / 209,TangilBOT
#46,Support,Oxman,Diamond I - 62 LP,54.4,279 / 234,LeXas
#47,ADC,PiCake,Diamond I - 61 LP,52.8,260 / 232,Niern
#48,Top,Alistar top,Diamond I - 60 LP,53.3,334 / 293,roysiggi 2 
#49,Support,Big Ball Brandon,Diamond I - 58 LP,45.7,265 / 315,willchung1024
#50,Jungle,BigBillsPlatypus,Diamond I - 55 LP,57.3,336 / 250,Viserra0325
#51,Support,Healslut,Diamond I - 54 LP,58.2,316 / 227,roysiggi
#52,Jungle,Jungwoo,Diamond I - 53 LP,53.0,332 / 294,DumbOne
#53,Jungle,Heroofthevalley,Diamond I - 53 LP,58.8,288 / 202,Tha toad
#54,ADC,Botkekw,Diamond I - 52 LP,51.1,289 / 277,shaqui
#55,ADC,NewMeta,Diamond I - 52 LP,48.9,320 / 335,moxir
#56,Support,Pyrospirit ,Diamond I - 51 LP,49.3,304 / 313,Gawaine
#57,Top,The Shy 2.0,Diamond I - 50 LP,54.6,339 / 282,Coach_Kim
#58,Support,Eirika,Diamond I - 50 LP,52.9,300 / 267,Nyubola
#59,Jungle,Prophet,Diamond I - 50 LP,58.0,311 / 225,Four
#60,Mid,Zer,Diamond I - 49 LP,52.4,376 / 341,cmoney847
#61,Top,EET,Diamond I - 49 LP,56.9,224 / 170,eternityends
#62,Top,Bde,Diamond I - 48 LP,52.1,342 / 314,Deu13
#63,ADC,Huangdi,Diamond I - 48 LP,53.6,261 / 226,Anzaielh
#64,Top,jayce top only,Diamond I - 47 LP,55.0,333 / 273,aquietghost
#65,ADC,Blink Sooyaaa,Diamond I - 46 LP,51.1,284 / 272,willchung127
