Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#1,Jungle,Test2,Diamond II - 84 LP,69.6,39 / 17
#2,Top,Raleigh Obelisk,Diamond III - 95 LP,67.5,52 / 25
#3,Support,Kapp Wampie,Diamond III - 59 LP,62.0,44 / 27
#4,Top,Top,Diamond III - 13 LP,66.3,55 / 28
#5,Top,NoImpact,Diamond IV - 97 LP,57.6,38 / 28
#6,ADC,T1 T1,Diamond IV - 94 LP,57.1,48 / 36
#7,Jungle,HLE Viper,Diamond IV - 88 LP,68.6,35 / 16
#8,Jungle,Zevton,Diamond IV - 72 LP,66.7,38 / 19
#9,Mid,WoO0oW,Diamond IV - 72 LP,67.6,71 / 34
#10,Jungle,Superb,Diamond IV - 66 LP,73.7,42 / 15
#11,Jungle,Jinxnator,Diamond IV - 62 LP,58.8,40 / 28
#12,Support,Soundboard,Diamond IV - 51 LP,58.7,61 / 43
#13,Mid,Choky,Diamond IV - 33 LP,61.0,47 / 30
#14,Jungle,Bibi,Diamond IV - 33 LP,62.7,37 / 22
#15,Jungle,Pyosik,Diamond IV - 30 LP,64.7,44 / 24
#16,Top,Washed up pro,Diamond IV - 29 LP,64.2,52 / 29
#17,Support,Duckling,Diamond IV - 21 LP,65.4,68 / 36
#18,Top,xxaznpuppy32xx,Diamond IV - 18 LP,60.7,54 / 35
#19,ADC,Thongchai,Diamond IV - 17 LP,58.9,73 / 51
#20,ADC,Pokimane,Diamond IV - 17 LP,60.6,66 / 43
#21,Mid,Phantom,Diamond IV - 10 LP,64.6,64 / 35
#22,Top,Pepega,Diamond IV - 8 LP,61.9,39 / 24
#23,Jungle,Poppey,Diamond IV - 2 LP,67.0,67 / 33
#24,Mid,RunningDown,Platinum I - 98 LP,57.1,44 / 33
#25,Support,Aqua,Platinum I - 96 LP,52.5,31 / 28
#26,Jungle,YokoOno,Platinum I - 93 LP,61.1,55 / 35
#27,Jungle,Xyras,Platinum I - 87 LP,60.4,55 / 36
#28,Mid,Jensen,Platinum I - 82 LP,56.6,43 / 33
#29,Top,Kritz,Platinum I - 81 LP,57.7,56 / 41
#30,ADC,ADCarry,Platinum I - 80 LP,62.7,52 / 31
#31,ADC,4,Platinum I - 76 LP,55.8,53 / 42
#32,Support,SuppBot,Platinum I - 75 LP,61.3,46 / 29
#33,Mid,Men in I3lack,Platinum I - 74 LP,62.4,58 / 35
#34,Support,flaree,Platinum I - 73 LP,59.0,62 / 43
#35,Top,RNG Letme,Platinum I - 69 LP,60.5,49 / 32
#36,Mid,Galio,Platinum I - 63 LP,58.2,46 / 33
#37,ADC,CoolBroDenis,Platinum I - 62 LP,63.0,63 / 37
#38,Jungle,TarzanFaker,Platinum I - 62 LP,58.6,65 / 46
#39,Top,Darkness,Platinum I - 61 LP,59.5,66 / 45
