Rank number,Role,Player name,Rank,Win rate(%),Wins / losses
#1,Support,Kapp Wampie,Platinum I - 57 LP,64.8,118 / 64
#2,Top,NoImpact,Platinum I - 52 LP,56.6,141 / 108
#3,Jungle,Test2,Platinum I - 50 LP,61.0,152 / 97
#4,Jungle,Better blame me,Platinum I - 50 LP,53.9,137 / 117
#5,ADC,lilcutiepaipee,Platinum I - 36 LP,59.2,158 / 109
#6,Jungle,Jinxnator,Platinum I - 31 LP,61.8,147 / 91
#7,Jungle,BelleDelphine,Platinum I - 26 LP,60.3,143 / 94
#8,Support,Aqua,Platinum I - 16 LP,61.5,142 / 89
#9,Jungle,HLE Viper,Platinum I - 9 LP,64.1,166 / 93
#10,Jungle,Zevton,Platinum I - 9 LP,60.8,163 / 105
#11,Jungle,SirDigby123,Platinum I - 4 LP,57.1,141 / 106
#12,Top,Pepega,Platinum I - 0 LP,52.9,175 / 156
#13,Mid,BottleCaps,Platinum II - 95 LP,60.4,148 / 97
#14,ADC,Wormy,Platinum II - 89 LP,53.8,157 / 135
#15,ADC,Vahvel,Platinum II - 88 LP,59.5,147 / 100
#16,ADC,DoubleDouble,Platinum II - 87 LP,59.1,143 / 99
#17,ADC,Rikish,Platinum II - 80 LP,53.6,140 / 121
#18,Jungle,Pyosik,Platinum II - 73 LP,63.5,174 / 100
#19,Support,TheRelic4411,Platinum II - 72 LP,58.4,139 / 99
#20,Top,Raleigh Obelisk,Platinum II - 71 LP,59.6,127 / 86
#21,Support,FPX Crisp,Platinum II - 64 LP,58.0,156 / 113
#22,Mid,Matoro,Platinum II - 62 LP,58.3,130 / 93
#23,Jungle,chef,Platinum II - 58 LP,58.2,163 / 117
#24,Jungle,woope,Platinum II - 57 LP,51.0,151 / 145
#25,Jungle,Matthew,Platinum II - 53 LP,60.9,156 / 100
#26,Support,SuppBot,Platinum II - 52 LP,57.1,153 / 115
#27,Jungle,Bibi,Platinum II - 51 LP,60.4,137 / 90
#28,Mid,Frimmy23,Platinum II - 50 LP,51.9,139 / 129
#29,Mid,Choky,Platinum II - 47 LP,52.8,159 / 142
#30,Mid,Megumin,Platinum II - 46 LP,53.6,165 / 143
#31,Mid,Frethborn,Platinum II - 42 LP,55.9,143 / 113
#32,Support,Keria,Platinum II - 39 LP,57.6,178 / 131
#33,Top,DRX Deft,Platinum II - 36 LP,56.9,178 / 135
#34,Support,Senzawa,Platinum II - 35 LP,50.0,157 / 157
#35,Support,Deontic,Platinum II - 32 LP,58.2,164 / 118
#36,ADC,Pokimane,Platinum II - 31 LP,58.1,165 / 119
#37,Mid,Galio,Platinum II - 30 LP,59.0,167 / 116
#38,ADC,PvM,Platinum II - 30 LP,54.8,143 / 118
#39,Top,RNG Letme,Platinum II - 30 LP,53.2,160 / 141
#40,Support,Hisher,Platinum II - 29 LP,57.6,147 / 108
#41,Mid,A scary person,Platinum II - 29 LP,58.6,150 / 106
#42,Mid,Hjornet 7,Platinum II - 28 LP,55.3,136 / 110
#43,Support,Supporter,Platinum II - 26 LP,54.1,125 / 106
#44,Jungle,EG Voutocu,Platinum II - 26 LP,56.9,141 / 107
#45,Support,Kutcher,Platinum II - 26 LP,55.4,150 / 121
#46,Top,xxaznpuppy32xx,Platinum II - 25 LP,58.3,197 / 141
#47,Top,Funn1k,Platinum II - 25 LP,51.1,157 / 150
#48,Jungle,JglBot,Platinum II - 24 LP,56.3,165 / 128
#49,Top,Red,Platinum II - 23 LP,49.6,118 / 120
#50,Jungle,Exfiltrate,Platinum II - 23 LP,57.8,145 / 106
#51,Mid,Qiyanized 2tp,Platinum II - 23 LP,47.9,125 / 136
#52,Top,Destructoid,Platinum II - 21 LP,59.0,164 / 114
#53,ADC,4,Platinum II - 20 LP,61.0,128 / 82
#54,Mid,TES knight9,Platinum II - 18 LP,54.6,155 / 129
#55,Support,PepeLove,Platinum II - 17 LP,53.8,161 / 138
#56,Jungle,Superb,Platinum II - 16 LP,61.2,134 / 85
#57,Support,Pawko ,Platinum II - 13 LP,56.6,141 / 108
#58,Mid,Jomeil,Platinum II - 8 LP,52.2,144 / 132
#59,Mid,Nea,Platinum II - 6 LP,53.3,131 / 115
#60,Mid,NULL,Platinum II - 5 LP,55.3,136 / 110
#61,Jungle,420~truaznkity,Platinum II - 5 LP,49.7,170 / 172
#62,Support,Test5,Platinum II - 5 LP,53.3,129 / 113
#63,Support,Tiriana,Platinum II - 3 LP,51.7,151 / 141
#64,Jungle,Hidden,Platinum II - 2 LP,60.2,151 / 100
#65,Top,Always Splits,Platinum II - 1 LP,54.5,152 / 127
#66,Top,thegamingzebra,Platinum II - 1 LP,59.2,141 / 97
#67,Top,DoinB,Platinum II - 1 LP,48.6,136 / 144
#68,Mid,violator,Platinum III - 99 LP,55.2,155 / 126
#69,Jungle,Abe Kloak,Platinum III - 96 LP,50.4,125 / 123
#70,Top,xX5W4GM4573RXx,Platinum III - 94 LP,54.7,140 / 116
#71,Jungle,Sparrow,Platinum III - 94 LP,54.4,166 / 139
#72,ADC,TPOPIS,Platinum III - 93 LP,57.1,164 / 123
#73,ADC,Alec,Platinum III - 91 LP,47.3,132 / 147
#74,Top,Ben Dover,Platinum III - 90 LP,55.2,149 / 121
#75,Mid,100 Soligo,Platinum III - 90 LP,51.4,163 / 154
#76,Mid,Giorno Giovanna,Platinum III - 89 LP,49.8,129 / 130
#77,Jungle,tarzaned,Platinum III - 89 LP,56.8,184 / 140
#78,ADC,CoolBroDenis,Platinum III - 88 LP,52.7,154 / 138
#79,Support,God damn i doode,Platinum III - 88 LP,56.3,144 / 112
#80,ADC,Ikaros,Platinum III - 87 LP,53.3,122 / 107
#81,ADC,T1 T1,Platinum III - 87 LP,53.6,185 / 160
#82,Mid,Mid Lane Bot,Platinum III - 86 LP,59.1,136 / 94
#83,Top,BearMoth,Platinum III - 86 LP,48.3,126 / 135
#84,Top,Aryze,Platinum III - 84 LP,55.2,149 / 121
#85,Top,SmackyB,Platinum III - 83 LP,51.3,155 / 147
#86,Support,Fuglen,Platinum III - 81 LP,55.2,138 / 112
#87,Support,Goku Black,Platinum III - 81 LP,57.8,126 / 92
#88,Support,Mastermind,Platinum III - 81 LP,52.4,173 / 157
#89,ADC,OTP ADC,Platinum III - 79 LP,48.7,128 / 135
#90,Top,Top,Platinum III - 78 LP,56.0,139 / 109
#91,Jungle,Majkut,Platinum III - 74 LP,48.9,130 / 136
#92,Jungle,jekedeke,Platinum III - 74 LP,54.0,127 / 108
#93,Jungle,Jungler,Platinum III - 73 LP,54.1,112 / 95
#94,Top,Ankush,Platinum III - 73 LP,49.5,138 / 141
#95,Mid,PepeCool,Platinum III - 73 LP,51.5,158 / 149
#96,Top,Copyright,Platinum III - 69 LP,53.2,150 / 132
#97,Top, IG TheShy,Platinum III - 69 LP,53.6,165 / 143
#98,Mid,whygar player,Platinum III - 69 LP,54.9,129 / 106
