Champion name,Win rate(%),Wins / losses
Pyke,54.8,77655 / 64040
Nautilus,53.8,68896 / 59080
Thresh,52.6,24234 / 21832
Draven,52.6,20625 / 18605
Sivir,52.3,8434 / 7683
Maokai,51.8,28037 / 26064
Riven,51.7,14078 / 13133
Janna,51.6,10405 / 9758
Leona,51.5,10448 / 9851
Quinn,51.3,6654 / 6323
Senna,51.2,25386 / 24165
Poppy,51.2,19429 / 18552
Shen,51.1,20869 / 19967
Ezreal,51.1,18453 / 17653
Amumu,51.1,5375 / 5134
Vi,51.1,3804 / 3647
Tryndamere,51.1,2859 / 2740
Lissandra,51.1,2079 / 1992
Sejuani,51.0,30147 / 28994
Aurelion Sol,50.9,10731 / 10343
Udyr,50.9,4142 / 4003
Ziggs,50.8,2942 / 2854
Heimerdinger,50.7,6338 / 6163
Ryze,50.6,10739 / 10469
Warwick,50.6,7693 / 7518
Fiora,50.6,5887 / 5739
Anivia,50.6,1933 / 1888
Ivern,50.5,36973 / 36202
Yasuo,50.5,17062 / 16725
Sett,50.4,37262 / 36645
Ornn,50.4,19338 / 19007
Ekko,50.3,34135 / 33678
LeBlanc,50.3,13022 / 12877
Xayah,50.2,22194 / 21996
Wukong,50.2,7753 / 7678
Evelynn,50.2,4537 / 4500
Qiyana,50.1,14229 / 14178
Kog'Maw,50.1,11970 / 11919
Fizz,50.1,7534 / 7507
Irelia,50.1,7519 / 7479
Talon,50.1,6045 / 6024
Viktor,50.1,3230 / 3214
Neeko,50.0,27501 / 27487
Cho'Gath,50.0,26234 / 26229
Akali,50.0,13588 / 13582
Jhin,50.0,6872 / 6879
Lucian,49.9,9346 / 9389
Galio,49.8,12278 / 12380
Jayce,49.8,4240 / 4266
Ahri,49.7,62607 / 63292
Aphelios,49.7,27829 / 28190
Camille,49.7,14800 / 14979
Yuumi,49.7,6408 / 6476
Xerath,49.7,1950 / 1972
Karthus,49.6,30411 / 30960
Vayne,49.6,9868 / 10024
Azir,49.6,4395 / 4461
Renekton,49.5,42668 / 43554
Nunu,49.5,19136 / 19513
Pantheon,49.5,12518 / 12776
Yone,49.5,9369 / 9545
Braum,49.5,6244 / 6366
Rumble,49.5,2251 / 2293
Miss Fortune,49.4,6607 / 6768
Syndra,49.4,3835 / 3930
Varus,49.3,5717 / 5875
Gangplank,49.3,4643 / 4783
Volibear,49.2,15015 / 15503
Kassadin,49.2,12203 / 12592
Caitlyn,49.2,11420 / 11797
Katarina,49.2,5915 / 6104
Bard,49.1,33374 / 34549
Zed,49.1,6854 / 7116
Cassiopeia,49.1,6453 / 6684
Rammus,49.1,5594 / 5788
Mordekaiser,49.1,4782 / 4956
Illaoi,49.1,620 / 643
Garen,49.0,10526 / 10972
Malphite,49.0,4842 / 5038
Kai'Sa,48.9,15023 / 15697
Jinx,48.9,8068 / 8436
Twitch,48.8,10542 / 11058
Orianna,48.8,3453 / 3620
Tahm Kench,48.8,3358 / 3528
Gnar,48.8,3110 / 3261
Hecarim,48.8,2885 / 3030
Rek'Sai,48.7,4405 / 4642
Veigar,48.7,3727 / 3928
Kayn,48.7,2701 / 2846
Lillia,48.6,8195 / 8667
Kennen,48.6,5365 / 5666
Taric,48.6,1642 / 1739
Graves,48.4,3395 / 3617
Rakan,48.3,30640 / 32847
Blitzcrank,48.3,16769 / 17979
Jarvan IV,48.3,13119 / 14043
Ashe,48.3,7911 / 8459
Zoe,48.3,7854 / 8410
Diana,48.3,7171 / 7685
Alistar,48.3,6298 / 6748
Rengar,48.3,6212 / 6656
Lee Sin,48.3,5188 / 5557
Singed,48.3,4957 / 5314
Karma,48.2,10937 / 11738
Sion,48.1,3949 / 4256
Dr. Mundo,48.1,3350 / 3609
Skarner,48.1,1523 / 1645
Tristana,48.0,3507 / 3794
Gragas,48.0,3497 / 3784
Aatrox,47.8,7408 / 8089
Kalista,47.8,4063 / 4431
Nasus,47.8,2926 / 3200
Taliyah,47.8,1393 / 1522
Darius,47.7,7808 / 8544
Teemo,47.7,3289 / 3602
Yorick,47.7,1188 / 1303
Zilean,47.6,3374 / 3715
Nocturne,47.6,2005 / 2205
Sylas,47.4,3815 / 4239
Vel'Koz,47.4,1844 / 2047
Zac,47.2,6564 / 7335
Vladimir,47.2,5223 / 5834
Kled,47.2,3363 / 3766
Urgot,47.2,3091 / 3458
Corki,47.2,1727 / 1931
Twisted Fate,47.2,1183 / 1321
Nidalee,47.0,3665 / 4135
Swain,46.7,4300 / 4901
Lux,46.5,1231 / 1419
Lulu,46.4,15906 / 18404
Morgana,46.4,5653 / 6525
Zyra,46.0,1410 / 1657
Nami,45.9,3964 / 4671
Elise,45.9,2981 / 3511
Annie,45.9,1665 / 1959
Jax,45.5,3389 / 4058
Master Yi,45.4,1693 / 2034
Kayle,45.4,1477 / 1773
Malzahar,45.4,1005 / 1211
Sona,44.1,2874 / 3644
Trundle,44.1,2317 / 2939
Kindred,44.0,1127 / 1433
Soraka,43.6,3362 / 4355
Kha'Zix,43.6,2313 / 2997
Brand,43.3,1299 / 1699
Fiddlesticks,42.5,2028 / 2742
Shyvana,42.2,1897 / 2594
Shaco,41.1,1054 / 1510
Olaf,40.4,1648 / 2427
Xin Zhao,36.8,469 / 806
