Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,Pyosik,Challenger - 213 LP,70.7,200 / 83,TheStriker9
#2,ADC,Deft,Challenger - 187 LP,65.2,217 / 116,TheStriker9
#3,Mid,Arteros,Challenger - 119 LP,60.4,218 / 143,Anbeeld
#4,Top,xxaznpuppy32xx,Challenger - 99 LP,56.7,310 / 237,GamerGirls
#5,ADC,T1 T1,Challenger - 95 LP,61.8,241 / 149,Soraka
#6,Support,Kutcher,Challenger - 53 LP,56.6,185 / 142,Terra
#7,Support,Aqua,Challenger - 36 LP,60.9,131 / 84,Trindor
#8,Support,Hisher,Challenger - 24 LP,54.9,162 / 133,polop900
#9,Support,Anbeeld,Challenger - 16 LP,57.5,210 / 155,Anbeeld
#10,Support,Tratz,Challenger - 12 LP,56.4,193 / 149,Tangil
#11,Top,Top,Diamond I - 91 LP,54.1,171 / 145,jksad
#12,Top,RNG Letme,Diamond I - 88 LP,56.8,221 / 168,LPLAhri
#13,Jungle,Gnima,Diamond I - 84 LP,53.9,194 / 166,YoloMedic
#14,ADC,BotBot,Diamond I - 78 LP,52.7,216 / 194,TangilBOT
#15,Top,Mr The Rat King,Diamond I - 76 LP,55.3,173 / 140,DangerousMolerat
#16,Mid,I like trains,Diamond I - 71 LP,52.2,166 / 152,Foxxo
#17,Jungle,Oppa,Diamond I - 69 LP,50.4,208 / 205,Lior
#18,Top,Ezio,Diamond I - 68 LP,56.2,172 / 134,TexeQ
#19,Support,Fells,Diamond I - 67 LP,52.9,189 / 168,Fells
#20,Top,Salsa,Diamond I - 67 LP,57.6,234 / 172,YungYiga
#21,Mid,BOOCAUWMOO,Diamond I - 67 LP,55.4,174 / 140,BooCauwMoo
#22,Support,R.Leg of Cauw,Diamond I - 64 LP,51.4,142 / 134,BooCauwMoo
#23,ADC,DoubleDouble,Diamond I - 64 LP,54.1,252 / 214,Player2225
#24,Top,MJay,Diamond I - 63 LP,53.2,133 / 117,Tangil
#25,Mid,Gezar,Diamond I - 59 LP,55.5,198 / 159,Kai
#26,Jungle,Test2,Diamond I - 58 LP,54.4,196 / 164,test
#27,Top,SmackyB,Diamond I - 56 LP,53.1,231 / 204,Byumbi
#28,ADC,cryhard,Diamond I - 47 LP,54.4,230 / 193,roysiggi
#29,Jungle,Sparrow,Diamond I - 45 LP,52.0,191 / 176,Anbeeld
#30,Support,Bilbo Raggins,Diamond I - 44 LP,49.5,141 / 144,ImagineBaggins
#31,ADC,Boop,Diamond I - 42 LP,50.0,148 / 148,Foxxo
#32,Mid,BottleCaps,Diamond I - 41 LP,54.9,173 / 142,Phost
#33,Jungle,Zwijaczloli,Diamond I - 38 LP,52.8,188 / 168,NoszczaKrul
#34,ADC,Japan,Diamond I - 37 LP,52.1,137 / 126,LuvLetter
#35,Mid,Giorno Giovanna,Diamond I - 34 LP,53.8,198 / 170,Ithirul
#36,Mid,Ree tart,Diamond I - 33 LP,52.2,200 / 183,DitIsDonny
#37,Mid,Foxy,Diamond I - 33 LP,52.6,159 / 143,Foxy
#38,Mid,strawberry frog,Diamond I - 32 LP,51.6,161 / 151,annauwumarie
#39,Support,Duckling,Diamond I - 28 LP,50.6,126 / 123,Duckling
#40,Top,TheHentaiKing,Diamond I - 28 LP,52.9,239 / 213,DitIsDonny
#41,Jungle,Winston,Diamond I - 28 LP,52.6,171 / 154,Ghacobe
#42,ADC,TES Jackeylove,Diamond I - 27 LP,53.0,193 / 171,LPLAhri
#43,Support,Deontic,Diamond I - 26 LP,56.8,193 / 147,TheRelic4411
#44,ADC,cblol00004,Diamond I - 25 LP,53.7,188 / 162,cblol
#45,ADC,Jotaro Kujo,Diamond I - 25 LP,55.3,197 / 159,Ithirul
#46,Jungle,woope,Diamond I - 24 LP,49.4,176 / 180,sanchesmemo
#47,ADC,Trueways,Diamond I - 24 LP,48.2,149 / 160,Slimsnoker
#48,Jungle,Bibi,Diamond I - 23 LP,53.0,210 / 186,Troeton
#49,ADC,TPOPIS,Diamond I - 22 LP,50.6,212 / 207,Byumbi
#50,ADC,AJDG Angel,Diamond I - 22 LP,51.6,159 / 149,Lightandhope
#51,Mid,MC Zatchapples,Diamond I - 22 LP,55.3,168 / 136,MCDrakers
#52,ADC,Kadlin,Diamond I - 22 LP,50.6,158 / 154,Jinxnator
#53,Jungle,JglBot,Diamond I - 21 LP,52.7,235 / 211,TangilBOT
#54,Top,SS Flandre,Diamond I - 21 LP,50.6,165 / 161,RNGFirefox
#55,Jungle,Ceasarna,Diamond I - 21 LP,55.8,212 / 168,iampvm
#56,Mid,Chovy,Diamond I - 21 LP,50.3,198 / 196,TheStriker9
#57,Top,迈特晒,Diamond I - 20 LP,51.1,230 / 220,sayluca
#58,Support,JhinSuppNoTroll,Diamond I - 20 LP,58.9,116 / 81,UNR Tokyo
#59,ADC,Prodigy,Diamond I - 20 LP,53.1,198 / 175,CoachYouGen
