Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,Kaltch,Challenger - 215 LP,63.8,238 / 135,Princess
#2,Top,Scarra,Challenger - 213 LP,69.6,167 / 73,OfflineTV
#3,Mid,Etosh,Challenger - 188 LP,57.1,296 / 222,Etosh
#4,Support,Princess,Challenger - 187 LP,63.2,177 / 103,Princess
#5,Top,DoinB,Challenger - 185 LP,58.2,301 / 216,LordArtos
#6,Mid,LeSnek,Challenger - 176 LP,63.7,221 / 126,LS
#7,Support,Rookie,Challenger - 171 LP,58.4,234 / 167,LordArtos
#8,Jungle,Stupid Jungler,Challenger - 164 LP,61.0,158 / 101,PooPooPeePee
#9,Mid,Chovy,Challenger - 127 LP,62.9,427 / 252,TheStriker9
#10,Jungle,Canyon,Challenger - 102 LP,59.0,147 / 102,YamatoCannon
#11,Top,Kingen,Challenger - 97 LP,57.8,352 / 257,Maffayoo
#12,ADC,Pokimane,Challenger - 94 LP,60.4,250 / 164,Simp
#13,Jungle,110110010011,Challenger - 38 LP,55.3,284 / 230,110110010011
#14,Jungle,AttSeeker,Challenger - 30 LP,57.1,268 / 201,PaxVan
#15,Top,SheIsLegal,Challenger - 28 LP,55.9,306 / 241,PaxVan
#16,Support,HelpingX,Challenger - 27 LP,60.2,239 / 158,Felixxx
#17,Support,DedeKong,Challenger - 24 LP,50.8,249 / 241,PooPooPeePee
#18,ADC,Teddy,Challenger - 20 LP,57.6,258 / 190,Kim
#19,Jungle,tarzaned,Challenger - 20 LP,60.9,227 / 146,Tyler1
#20,Jungle,Methodz,Challenger - 14 LP,54.7,287 / 238,Trindor
#21,ADC,Soju,Challenger - 12 LP,55.9,353 / 279,Bitesized
#22,Support,pneu,Challenger - 9 LP,53.3,284 / 249,garbz
#23,Jungle,SmelliElli,Challenger - 7 LP,58.1,280 / 202,bigjon
#24,Support,unicornpetpetuwu,Challenger - 7 LP,57.4,143 / 106,GamerGirls
#25,Support,xplayz4dayz,Challenger - 4 LP,57.8,237 / 173,froggen
#26,ADC,Cr1x,Challenger - 3 LP,55.4,246 / 198,crixaliz
#27,Mid,Choky,Challenger - 2 LP,55.5,289 / 232,Key
#28,Jungle,Equilibrium,Challenger - 1 LP,53.9,269 / 230,wertyce
#29,Mid,Ciaran,Diamond I - 99 LP,50.7,308 / 299,ebaines
#30,Support,.Meiko,Diamond I - 98 LP,55.8,223 / 177,qweqwe1234
#31,Mid,Hide in poon,Diamond I - 91 LP,54.6,237 / 197,kamiOCE
#32,Jungle,Papafrita,Diamond I - 86 LP,60.5,178 / 116,NismanSlayer
#33,ADC,PiCake,Diamond I - 80 LP,53.1,216 / 191,Niern
#34,Jungle,EEJ,Diamond I - 72 LP,52.5,272 / 246,eternityends
#35,ADC,Cryhard II,Diamond I - 71 LP,53.7,255 / 220,roysiggi
#36,Mid,Zer,Diamond I - 68 LP,52.5,301 / 272,cmoney847
#37,Support,AfroPerkins,Diamond I - 63 LP,56.7,211 / 161,kyleperkins
#38,Jungle,DoperThanDopa,Diamond I - 63 LP,52.6,236 / 213,yukioken
#39,Jungle,TheSecretWeapon,Diamond I - 59 LP,53.2,258 / 227,Erknaite
#40,Jungle,Senbonzakura,Diamond I - 59 LP,49.0,246 / 256,PacoPeco
#41,Support,Violettemim,Diamond I - 59 LP,57.3,227 / 169,SimonzeMK
