Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Support,Rookie,Challenger - 279 LP,59.8,254 / 171,LordArtos
#2,Top,DoinB,Challenger - 262 LP,59.2,318 / 219,LordArtos
#3,Mid,Etosh,Challenger - 257 LP,57.7,310 / 227,Etosh
#4,Top,Scarra,Challenger - 247 LP,69.5,173 / 76,OfflineTV
#5,Mid,Chovy,Challenger - 240 LP,63.3,446 / 259,TheStriker9
#6,Jungle,Kaltch,Challenger - 203 LP,63.9,248 / 140,Princess
#7,Support,Princess,Challenger - 181 LP,62.6,186 / 111,Princess
#8,Mid,LeSnek,Challenger - 165 LP,63.7,232 / 132,LS
#9,Jungle,Stupid Jungler,Challenger - 133 LP,60.1,161 / 107,PooPooPeePee
#10,Top,Kingen,Challenger - 108 LP,58.3,373 / 267,Maffayoo
#11,Jungle,Canyon,Challenger - 84 LP,58.5,165 / 117,YamatoCannon
#12,Support,unicornpetpetuwu,Challenger - 80 LP,58.8,160 / 112,GamerGirls
#13,ADC,Pokimane,Challenger - 67 LP,60.1,261 / 173,Simp
#14,ADC,Cr1x,Challenger - 59 LP,55.8,259 / 205,crixaliz
#15,Support,HelpingX,Challenger - 52 LP,60.1,250 / 166,Felixxx
#16,ADC,Teddy,Challenger - 51 LP,58.2,273 / 196,Kim
#17,Jungle,AttSeeker,Challenger - 43 LP,57.5,279 / 206,PaxVan
#18,Top,SheIsLegal,Challenger - 39 LP,56.1,318 / 249,PaxVan
#19,Top,Fantasy,Challenger - 16 LP,58.3,179 / 128,WildChoas
#20,Support,DedeKong,Challenger - 13 LP,50.5,255 / 250,PooPooPeePee
#21,Jungle,110110010011,Challenger - 10 LP,54.9,297 / 244,110110010011
#22,ADC,fnc jjboce adc,Challenger - 5 LP,51.6,280 / 263,jjboce
#23,Mid,Hide in poon,Diamond I - 98 LP,55.0,255 / 209,kamiOCE
#24,Jungle,Papafrita,Diamond I - 98 LP,60.1,200 / 133,NismanSlayer
#25,Support,xplayz4dayz,Diamond I - 98 LP,57.6,249 / 183,froggen
#26,Top,Nauth3r,Diamond I - 92 LP,53.0,371 / 329,Nauth3r_nioMe
#27,ADC,PiCake,Diamond I - 91 LP,53.4,229 / 200,Niern
#28,Mid,Yunbee,Diamond I - 84 LP,52.5,330 / 298,Memersticks
#29,Jungle,TheSecretWeapon,Diamond I - 83 LP,54.2,283 / 239,Erknaite
#30,ADC,Dicliffier,Diamond I - 79 LP,53.3,252 / 221,Dicliffier
