Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 489 LP,52.6,20 / 18,Soraka
#2,Jungle,Pyosik,Challenger - 149 LP,69.1,94 / 42,TheStriker9
#3,Top,Salsa,Challenger - 124 LP,68.7,57 / 26,YungYiga
#4,ADC,BöllerBusch,Challenger - 117 LP,76.3,45 / 14,Jungler1337
#5,Support,Keria,Challenger - 105 LP,62.8,98 / 58,TheStriker9
#6,Mid,Frimmy23,Challenger - 65 LP,63.6,77 / 44,YoloMedic
#7,Mid,Arteros,Challenger - 60 LP,63.6,70 / 40,Anbeeld
#8,ADC,cryhard,Challenger - 35 LP,70.7,58 / 24,roysiggi
#9,Jungle,Poppey,Challenger - 28 LP,62.6,62 / 37,NAVI
#10,ADC,Kadlin,Challenger - 8 LP,60.0,72 / 48,Jinxnator
#11,Top,Kritz,Diamond I - 97 LP,73.7,56 / 20,polop900
#12,Jungle,Jinxnator,Diamond I - 88 LP,62.5,80 / 48,Jinxnator
#13,Top,Ezio,Diamond I - 83 LP,59.2,58 / 40,TexeQ
#14,ADC,Geekymanxnlx,Diamond I - 81 LP,65.1,71 / 38,DitIsDonny
#15,Top,DoinB,Diamond I - 68 LP,66.3,67 / 34,LordArtos
#16,Top,RNG Letme,Diamond I - 60 LP,59.4,57 / 39,LPLAhri
#17,Support,Aqua,Diamond I - 55 LP,59.8,76 / 51,Trindor
#18,Jungle,Blaze,Diamond I - 50 LP,71.4,45 / 18,Hit_Critical
#19,Top,Amouranth,Diamond I - 28 LP,55.7,73 / 58,Simp
#20,Jungle,Gnima,Diamond I - 27 LP,52.3,56 / 51,YoloMedic
#21,Jungle,EDG Clearlove7,Diamond I - 27 LP,62.4,53 / 32,RNGFirefox
#22,Top,Zuko,Diamond I - 25 LP,64.1,50 / 28,Lior
#23,Mid,Seirilyvia,Diamond I - 22 LP,61.9,52 / 32,Kythaela
#24,Top,xxaznpuppy32xx,Diamond I - 17 LP,59.1,65 / 45,GamerGirls
#25,Jungle,Ceasarna,Diamond I - 13 LP,61.6,45 / 28,iampvm
#26,Top,Test1,Diamond I - 12 LP,61.2,41 / 26,test
#27,ADC,Vortex_c4,Diamond I - 10 LP,61.2,41 / 26,LumiFumi
#28,Jungle,Sparrow,Diamond I - 3 LP,56.1,60 / 47,Anbeeld
#29,Support,E-girl,Diamond I - 2 LP,61.2,52 / 33,Dayspring
#30,Mid,Frethborn,Diamond II - 98 LP,50.8,60 / 58,Jinxnator
#31,ADC,Uma Jan monkaS,Diamond II - 96 LP,52.9,27 / 24,Phost
#32,Support,Kutcher,Diamond II - 94 LP,60.4,55 / 36,Terra
#33,ADC,Jotaro Kujo,Diamond II - 93 LP,56.7,38 / 29,Ithirul
#34,Top,Dumbass,Diamond II - 91 LP,57.3,75 / 56,Key
#35,Jungle,EG Voutocu,Diamond II - 79 LP,58.5,48 / 34,EG Voutocu
#36,Top,Raleigh Obelisk,Diamond II - 78 LP,51.3,41 / 39,Sinker
#37,Support,FPX Crisp,Diamond II - 77 LP,53.2,75 / 66,LPLAhri
#38,ADC,TPOPIS,Diamond II - 76 LP,67.6,48 / 23,Byumbi
#39,ADC,Rio Sonogami,Diamond II - 70 LP,60.6,40 / 26,Ruler Rinne
#40,Top,TopBot,Diamond II - 68 LP,58.5,38 / 27,TangilBOT
#41,Mid,Choky,Diamond II - 67 LP,54.9,67 / 55,Key
#42,Support,Tratz,Diamond II - 57 LP,58.7,44 / 31,Tangil
#43,Mid,PepeCool,Diamond II - 56 LP,59.6,59 / 40,LS
#44,Mid,Phantom,Diamond II - 54 LP,54.1,59 / 50,Kyzent
#45,Jungle,Dontgank,Diamond II - 45 LP,58.9,76 / 53,Key
#46,Mid,Nea,Diamond II - 43 LP,59.4,41 / 28,TheRelic4411
#47,Jungle,Kong,Diamond II - 41 LP,50.9,29 / 28,YungYiga
#48,Support,Egirl champs onl,Diamond II - 38 LP,58.0,58 / 42,Spooky
#49,Jungle,Bibi,Diamond II - 31 LP,63.5,47 / 27,Troeton
#50,Mid,BottleCaps,Diamond II - 28 LP,54.8,34 / 28,Phost
#51,Mid,Caps,Diamond II - 27 LP,55.9,57 / 45,LordArtos
#52,Support,Katara,Diamond II - 27 LP,50.7,38 / 37,Lior
#53,Support,Test5,Diamond II - 27 LP,59.4,38 / 26,test
#54,Jungle,MexicanPidgeon,Diamond II - 24 LP,53.6,37 / 32,LumiFumi
#55,Jungle,Hidden,Diamond II - 18 LP,54.9,39 / 32,SinderFox
#56,Mid,strawberry frog,Diamond II - 10 LP,55.6,70 / 56,annauwumarie
#57,Mid,RunningDown,Diamond II - 7 LP,64.6,51 / 28,Freezy
#58,Jungle,Test2,Diamond II - 7 LP,52.4,33 / 30,test
#59,ADC,strawberry dog,Diamond II - 7 LP,58.0,58 / 42,annauwumarie
#60,Top,Aryze,Diamond II - 4 LP,53.9,48 / 41,sanchesmemo
#61,Mid,Ne0,Diamond II - 0 LP,54.8,63 / 52,DAYLlGHT
#62,Top,Top,Diamond II - 0 LP,49.4,39 / 40,jksad
#63,Support,Tiriana,Diamond III - 99 LP,54.4,49 / 41,Kythaela
#64,Jungle,Xyras,Diamond III - 99 LP,55.8,43 / 34,Jungler1337
#65,Support,cblol00005,Diamond III - 98 LP,57.0,45 / 34,cblol
#66,Support,Pawko ,Diamond III - 96 LP,55.0,55 / 45,TexeQ
#67,Support,R.Leg of Cauw,Diamond III - 95 LP,51.5,52 / 49,BooCauwMoo
#68,Support,Fells,Diamond III - 93 LP,51.8,44 / 41,Fells
#69,Mid,Vergil,Diamond III - 93 LP,50.7,35 / 34,Yzeerf
#70,ADC,Japan,Diamond III - 92 LP,55.8,53 / 42,LuvLetter
#71,Mid,creative mind,Diamond III - 92 LP,56.6,47 / 36,cabula
#72,Jungle,T4L Damocles,Diamond III - 90 LP,57.8,37 / 27,Damocles
#73,Mid,I like trains,Diamond III - 89 LP,54.4,43 / 36,Foxxo
#74,Mid,DOINB RYZE HACK,Diamond III - 85 LP,53.9,41 / 35,wiksonix
#75,Top,SS Flandre,Diamond III - 84 LP,54.9,56 / 46,RNGFirefox
#76,Mid,Salt,Diamond III - 79 LP,54.4,49 / 41,JMENDOZA
#77,Top,DangerousMolerat,Diamond III - 77 LP,47.8,33 / 36,Blade1284
#78,ADC,DoubleDouble,Diamond III - 76 LP,53.3,56 / 49,Player2225
#79,Mid,Totoro the duck,Diamond III - 76 LP,54.4,31 / 26,Kuury
#80,ADC,AJDG Angel,Diamond III - 75 LP,50.0,32 / 32,Lightandhope
#81,Top,Jonathan Joestar,Diamond III - 75 LP,55.8,48 / 38,Ithirul
#82,Top,Randomsmeker1234,Diamond III - 74 LP,54.2,32 / 27,Mac
#83,Mid,Person201,Diamond III - 71 LP,53.8,43 / 37,LumiFumi
#84,ADC,200 YEARSXD,Diamond III - 70 LP,58.1,43 / 31,wiksonix
#85,Jungle,HLE Viper,Diamond III - 68 LP,53.1,43 / 38,Tokyo Smurfer
#86,ADC,mind,Diamond III - 68 LP,53.5,53 / 46,schlafen
#87,Support,Sinon onii-chan,Diamond III - 67 LP,57.1,36 / 27,Kuury
#88,Top,MrBochka,Diamond III - 64 LP,58.5,72 / 51,Anbeeld
#89,ADC,Vixcini,Diamond III - 61 LP,62.3,38 / 23,Blade1284
#90,Support,iEnygma,Diamond III - 59 LP,57.1,44 / 33,EG Voutocu
#91,Jungle,DanDy,Diamond III - 53 LP,52.1,38 / 35,minimike97
#92,Jungle,Pheoldre,Diamond III - 50 LP,54.9,56 / 46,Kythaela
#93,Support,OTP SUP,Diamond III - 48 LP,66.7,46 / 23,hey1
#94,Support,Sadex,Diamond III - 47 LP,53.9,48 / 41,Spezza
