Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 464 LP,56.6,30 / 23,Soraka
#2,Top,Salsa,Challenger - 281 LP,72.4,89 / 34,YungYiga
#3,ADC,BöllerBusch,Challenger - 154 LP,74.4,67 / 23,Jungler1337
#4,ADC,Kadlin,Challenger - 127 LP,63.8,104 / 59,Jinxnator
#5,Mid,Arteros,Challenger - 123 LP,64.3,99 / 55,Anbeeld
#6,Mid,Frimmy23,Challenger - 106 LP,65.0,102 / 55,YoloMedic
#7,ADC,cryhard,Challenger - 103 LP,72.2,83 / 32,roysiggi
#8,Support,Keria,Challenger - 68 LP,59.9,127 / 85,TheStriker9
#9,Jungle,Jinxnator,Challenger - 47 LP,62.7,106 / 63,Jinxnator
#10,Jungle,Pyosik,Challenger - 36 LP,64.6,124 / 68,TheStriker9
#11,ADC,Geekymanxnlx,Challenger - 27 LP,64.6,102 / 56,DitIsDonny
#12,Support,Aqua,Challenger - 23 LP,60.5,107 / 70,Trindor
#13,Mid,Phantom,Challenger - 16 LP,57.5,96 / 71,Kyzent
#14,Top,Kritz,Challenger - 7 LP,68.1,77 / 36,polop900
#15,Support,Tiriana,Diamond I - 69 LP,57.6,80 / 59,Kythaela
#16,Jungle,Blaze,Diamond I - 57 LP,68.5,61 / 28,Hit_Critical
#17,Support,Tratz,Diamond I - 57 LP,61.3,68 / 43,Tangil
#18,Top,DoinB,Diamond I - 44 LP,63.1,77 / 45,LordArtos
#19,ADC,Uma Jan monkaS,Diamond I - 40 LP,57.1,48 / 36,Phost
#20,ADC,AJDG Angel,Diamond I - 32 LP,57.3,55 / 41,Lightandhope
#21,Top,xxaznpuppy32xx,Diamond I - 28 LP,59.7,92 / 62,GamerGirls
#22,Top,TopBot,Diamond I - 23 LP,60.0,54 / 36,TangilBOT
#23,Jungle,Dontgank,Diamond I - 22 LP,58.3,109 / 78,Key
#24,Jungle,DanDy,Diamond I - 22 LP,57.9,70 / 51,minimike97
#25,Top,RNG Letme,Diamond I - 20 LP,57.1,68 / 51,LPLAhri
#26,Jungle,EG Voutocu,Diamond I - 20 LP,59.1,65 / 45,EG Voutocu
#27,Jungle,EDG Clearlove7,Diamond I - 19 LP,60.2,65 / 43,RNGFirefox
#28,Top,Ezio,Diamond I - 14 LP,56.8,75 / 57,TexeQ
#29,Support,Test5,Diamond I - 14 LP,59.6,62 / 42,test
#30,ADC,Jotaro Kujo,Diamond I - 13 LP,57.3,55 / 41,Ithirul
#31,ADC,Vortex_c4,Diamond I - 11 LP,59.4,57 / 39,LumiFumi
#32,Jungle,Ceasarna,Diamond I - 6 LP,60.0,60 / 40,iampvm
#33,Jungle,Gnima,Diamond I - 5 LP,52.7,69 / 62,YoloMedic
#34,Mid,Frethborn,Diamond I - 4 LP,52.3,81 / 74,Jinxnator
#35,Top,Aryze,Diamond I - 2 LP,55.7,73 / 58,sanchesmemo
#36,Top,Zuko,Diamond I - 2 LP,60.8,62 / 40,Lior
#37,Mid,Salt,Diamond II - 90 LP,57.4,74 / 55,JMENDOZA
#38,Support,iEnygma,Diamond II - 90 LP,61.5,67 / 42,EG Voutocu
#39,Jungle,Bibi,Diamond II - 89 LP,61.8,68 / 42,Troeton
#40,Top,Amouranth,Diamond II - 81 LP,55.1,98 / 80,Simp
#41,Jungle,Hidden,Diamond II - 78 LP,57.1,52 / 39,SinderFox
#42,Top,Dumbass,Diamond II - 77 LP,55.7,98 / 78,Key
#43,Jungle,Sparrow,Diamond II - 72 LP,54.5,79 / 66,Anbeeld
#44,Mid,strawberry frog,Diamond II - 72 LP,56.4,88 / 68,annauwumarie
#45,Jungle,Poppey,Diamond II - 69 LP,56.6,81 / 62,NAVI
#46,Mid,Seirilyvia,Diamond II - 66 LP,58.5,72 / 51,Kythaela
#47,Mid,DOINB RYZE HACK,Diamond II - 64 LP,56.2,59 / 46,wiksonix
#48,Jungle,cblol00002,Diamond II - 63 LP,55.4,62 / 50,cblol
#49,Top,Leonidas,Diamond II - 61 LP,60.8,62 / 40,Freezy
#50,Support,Egirl champs onl,Diamond II - 56 LP,56.1,83 / 65,Spooky
#51,Mid,Choky,Diamond II - 56 LP,53.7,88 / 76,Key
#52,Support,Kutcher,Diamond II - 52 LP,56.0,70 / 55,Terra
#53,Top,Raleigh Obelisk,Diamond II - 49 LP,50.0,56 / 56,Sinker
#54,Mid,BottleCaps,Diamond II - 47 LP,54.2,52 / 44,Phost
#55,Mid,Test3,Diamond II - 37 LP,53.0,70 / 62,test
#56,ADC,strawberry dog,Diamond II - 36 LP,57.3,75 / 56,annauwumarie
#57,Mid,Nea,Diamond II - 34 LP,56.3,58 / 45,TheRelic4411
#58,Support,FPX Crisp,Diamond II - 31 LP,51.5,87 / 82,LPLAhri
#59,Support,E-girl,Diamond II - 30 LP,56.0,65 / 51,Dayspring
#60,Jungle,Xyras,Diamond II - 26 LP,55.2,58 / 47,Jungler1337
#61,ADC,Japan,Diamond II - 23 LP,55.2,80 / 65,LuvLetter
#62,Mid,PepeCool,Diamond II - 22 LP,53.6,74 / 64,LS
#63,Top,Test1,Diamond II - 21 LP,56.2,59 / 46,test
#64,Support,R.Leg of Cauw,Diamond II - 21 LP,51.8,71 / 66,BooCauwMoo
#65,Jungle,woope,Diamond II - 18 LP,52.3,68 / 62,sanchesmemo
#66,Top,Top,Diamond II - 13 LP,50.5,50 / 49,jksad
#67,Support,Katara,Diamond II - 12 LP,49.5,51 / 52,Lior
#68,Support,Truth,Diamond II - 9 LP,52.7,87 / 78,Player2225
#69,Support,Import Slot 1,Diamond II - 9 LP,56.8,54 / 41,CoachYouGen
#70,ADC,Rio Sonogami,Diamond II - 8 LP,54.9,50 / 41,Ruler Rinne
#71,Top,Randomsmeker1234,Diamond II - 6 LP,54.5,54 / 45,Mac
#72,Mid,Flame,Diamond II - 5 LP,54.3,51 / 43,Hit_Critical
#73,Top,Ben Dover,Diamond II - 3 LP,52.9,64 / 57,Hjornet
#74,Mid,Vergil,Diamond III - 95 LP,50.5,48 / 47,Yzeerf
#75,Mid,Person201,Diamond III - 93 LP,53.2,59 / 52,LumiFumi
#76,ADC,Nero,Diamond III - 92 LP,59.3,64 / 44,Yzeerf
#77,Jungle,Test2,Diamond III - 92 LP,51.4,54 / 51,test
#78,ADC,TES Jackeylove,Diamond III - 91 LP,53.6,59 / 51,LPLAhri
#79,Mid,BOOCAUWMOO,Diamond III - 90 LP,56.1,64 / 50,BooCauwMoo
