Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 910 LP,76.2,214 / 67,Soraka
#2,Top,Salsa,Challenger - 265 LP,64.9,434 / 235,YungYiga
#3,Mid,Frimmy23,Challenger - 174 LP,62.2,445 / 271,YoloMedic
#4,ADC,Kadlin,Challenger - 170 LP,64.9,425 / 230,Jinxnator
#5,Support,FPX Crisp,Challenger - 121 LP,55.7,502 / 399,LPLAhri
#6,Top,RNG Letme,Challenger - 117 LP,57.4,429 / 319,LPLAhri
#7,ADC,Uma Jan monkaS,Challenger - 101 LP,59.8,317 / 213,Phost
#8,Jungle,Ceasarna,Challenger - 100 LP,58.5,340 / 241,iampvm
#9,Top,Ezio,Challenger - 96 LP,60.2,385 / 255,TexeQ
#10,Mid,Arteros,Challenger - 92 LP,63.0,379 / 223,Anbeeld
#11,Jungle,Poppey,Challenger - 86 LP,61.2,411 / 261,NAVI
#12,Jungle,Gnima,Challenger - 80 LP,54.8,427 / 352,YoloMedic
#13,ADC,Kali,Challenger - 71 LP,55.4,442 / 356,YoloMedic
#14,ADC,BöllerBusch,Challenger - 71 LP,62.6,301 / 180,Jungler1337
#15,ADC,cryhard,Challenger - 40 LP,57.4,309 / 229,roysiggi
#16,Jungle,MexicanPidgeon,Challenger - 39 LP,56.8,340 / 259,LumiFumi
#17,Jungle,Jinxnator,Challenger - 32 LP,59.7,400 / 270,Jinxnator
#18,Support,Tratz,Challenger - 26 LP,56.4,337 / 261,Tangil
#19,Jungle,Sparrow,Challenger - 25 LP,56.3,341 / 265,Anbeeld
#20,ADC,TES Jackeylove,Challenger - 18 LP,55.1,400 / 326,LPLAhri
#21,ADC,Jotaro Kujo,Challenger - 5 LP,56.4,357 / 276,Ithirul
#22,Top,Raleigh Obelisk,Diamond I - 99 LP,58.7,289 / 203,Sinker
#23,Mid,Salt,Diamond I - 96 LP,58.6,379 / 268,JMENDOZA
#24,Jungle,Pyosik,Diamond I - 95 LP,56.9,383 / 290,TheStriker9
#25,Mid,PepeCool,Diamond I - 88 LP,56.1,407 / 319,LS
#26,Mid,Vergil,Diamond I - 88 LP,54.9,281 / 231,Yzeerf
#27,Mid,Flame,Diamond I - 86 LP,57.5,303 / 224,Hit_Critical
#28,Top,Zuko,Diamond I - 84 LP,55.9,337 / 266,Lior
#29,Mid,Frethborn,Diamond I - 82 LP,54.7,363 / 301,Jinxnator
#30,Support,Truth,Diamond I - 81 LP,51.0,274 / 263,Player2225
#31,Mid,BottleCaps,Diamond I - 79 LP,56.1,334 / 261,Phost
#32,Jungle,Test2,Diamond I - 78 LP,56.3,366 / 284,test
#33,Support,Katara,Diamond I - 67 LP,55.3,404 / 327,Lior
#34,ADC,DoubleDouble,Diamond I - 63 LP,55.1,393 / 320,Player2225
#35,Support,E-girl,Diamond I - 58 LP,54.5,276 / 230,Dayspring
#36,Jungle,Kong,Diamond I - 58 LP,53.0,342 / 303,YungYiga
#37,Jungle,HLE Viper,Diamond I - 57 LP,52.4,268 / 243,Tokyo Smurfer
#38,Top,DangerousMolerat,Diamond I - 54 LP,54.8,325 / 268,Blade1284
#39,Jungle,EG Voutocu,Diamond I - 52 LP,54.2,294 / 248,EG Voutocu
#40,Jungle,Hidden,Diamond I - 51 LP,56.9,255 / 193,SinderFox
#41,Mid,MidBot,Diamond I - 47 LP,57.3,289 / 215,TangilBOT
#42,Support,Egirl champs onl,Diamond I - 46 LP,55.0,299 / 245,Spooky
#43,Top,DoinB,Diamond I - 44 LP,57.5,447 / 331,LordArtos
#44,Mid,Totoro the duck,Diamond I - 43 LP,56.0,294 / 231,Kuury
#45,Support,R.Leg of Cauw,Diamond I - 42 LP,53.5,359 / 312,BooCauwMoo
#46,Top,TopBot,Diamond I - 41 LP,53.4,295 / 257,TangilBOT
#47,Mid,Person201,Diamond I - 39 LP,55.3,290 / 234,LumiFumi
#48,Jungle,jungle gap,Diamond I - 38 LP,52.9,267 / 238,crithitfail
#49,Support,Lambo Bambo,Diamond I - 37 LP,50.6,390 / 381,Byumbi
#50,Support,SEXY TAHM,Diamond I - 36 LP,53.6,291 / 252,HailOfBladesTahm
#51,Jungle,110110010011,Diamond I - 35 LP,55.8,271 / 215,110110010011
#52,ADC,Test4,Diamond I - 35 LP,54.2,353 / 298,test
#53,ADC,AJDG Angel,Diamond I - 32 LP,55.6,325 / 260,Lightandhope
#54,Top,Test1,Diamond I - 32 LP,52.1,346 / 318,test
#55,Top,SS Flandre,Diamond I - 30 LP,53.8,337 / 289,RNGFirefox
#56,Support,Aqua,Diamond I - 29 LP,56.5,455 / 350,Trindor
#57,ADC,Vortex_c4,Diamond I - 28 LP,54.6,315 / 262,LumiFumi
#58,Top,Kritz,Diamond I - 28 LP,58.4,321 / 229,polop900
#59,ADC,Char,Diamond I - 27 LP,55.3,270 / 218,azure43
#60,Top,Aryze,Diamond I - 23 LP,54.8,314 / 259,sanchesmemo
#61,Jungle,woope,Diamond I - 20 LP,54.9,267 / 219,sanchesmemo
#62,Support,Test5,Diamond I - 18 LP,56.1,407 / 319,test
#63,Support,Keria,Diamond I - 18 LP,47.4,271 / 301,TheStriker9
#64,Support,Sadex,Diamond I - 17 LP,54.8,255 / 210,Spezza
#65,ADC,Rigomi,Diamond I - 16 LP,56.1,299 / 234,Rigomi
#66,Mid,Nea,Diamond I - 15 LP,55.2,271 / 220,TheRelic4411
#67,Jungle,Pheoldre,Diamond I - 14 LP,50.3,277 / 274,Kythaela
#68,Mid,WoO0oW,Diamond I - 14 LP,53.5,239 / 208,Mac
#69,Jungle,Xyras,Diamond I - 13 LP,52.5,261 / 236,Jungler1337
#70,ADC,A bootiful perso,Diamond I - 11 LP,52.3,240 / 219,Spooky
#71,Top,Amouranth,Diamond I - 7 LP,54.1,419 / 356,Simp
#72,Support,Import Slot 1,Diamond I - 5 LP,52.5,269 / 243,CoachYouGen
#73,Mid,Foxy,Diamond I - 5 LP,54.8,275 / 227,Foxy
#74,Support,Pawko ,Diamond I - 4 LP,51.4,298 / 282,TexeQ
#75,Jungle,cblol00002,Diamond I - 4 LP,57.0,192 / 145,cblol
#76,Jungle,EnzoLeCoco,Diamond I - 4 LP,54.1,200 / 170,SimonzeMK
#77,Support,Monkey Mokney,Diamond I - 3 LP,53.6,208 / 180,Ghacobe
#78,Jungle,RNG mlxg,Diamond I - 3 LP,53.5,378 / 328,LPLAhri
#79,Top,Ben Dover,Diamond I - 0 LP,55.1,294 / 240,Hjornet
#80,Mid,AJDG Life,Diamond II - 99 LP,53.6,285 / 247,Lightandhope
#81,Jungle,EDG Clearlove7,Diamond II - 96 LP,58.2,412 / 296,RNGFirefox
#82,Mid,Giorno Giovanna,Diamond II - 95 LP,52.8,290 / 259,Ithirul
#83,ADC,CoolBroDenis,Diamond II - 92 LP,52.6,334 / 301,JMENDOZA
#84,Top,Oven,Diamond II - 91 LP,51.8,269 / 250,ovenjohnson
#85,ADC,PvM,Diamond II - 91 LP,52.6,318 / 286,iampvm
#86,ADC,Rio Sonogami,Diamond II - 89 LP,53.0,287 / 254,Ruler Rinne
#87,Jungle,Topener,Diamond II - 89 LP,54.9,311 / 256,Byumbi
#88,Jungle,David Chen,Diamond II - 89 LP,49.1,317 / 329,DitIsDonny
#89,Mid,do you have dad,Diamond II - 88 LP,54.2,231 / 195,schlafen2
#90,Jungle,Dontgank,Diamond II - 88 LP,49.1,263 / 273,Key
#91,Jungle,Bilbo Waggins,Diamond II - 86 LP,55.2,233 / 189,ImagineBaggins
#92,Mid,Seirilyvia,Diamond II - 86 LP,57.6,383 / 282,Kythaela
#93,Top,Top,Diamond II - 83 LP,52.9,253 / 225,jksad
#94,Jungle,Blaze,Diamond II - 80 LP,57.4,287 / 213,Hit_Critical
#95,ADC,be proud of me,Diamond II - 80 LP,51.7,304 / 284,cabula
#96,Support,5,Diamond II - 78 LP,55.2,246 / 200,Espeon
#97,Mid,Caps,Diamond II - 77 LP,52.2,375 / 344,LordArtos
#98,Top,Destructoid,Diamond II - 76 LP,57.5,521 / 385,YoloMedic
#99,ADC,Japan,Diamond II - 74 LP,53.0,278 / 247,LuvLetter
#100,Support,Kutcher,Diamond II - 73 LP,53.7,310 / 267,Terra
