Champion name,Win rate(%),Wins / losses
Malphite,55.8,3573 / 2826
Jarvan IV,55.6,250 / 200
Zac,54.2,3404 / 2880
Nunu,54.1,913 / 774
Xerath,53.9,1377 / 1178
Urgot,53.7,1645 / 1417
Anivia,53.7,188 / 162
Volibear,53.5,785 / 682
Corki,53.5,54 / 47
Aphelios,52.6,2909 / 2623
Ekko,52.5,299 / 271
Kassadin,52.3,297 / 271
Hecarim,52.1,597 / 549
Nidalee,52.0,1074 / 990
Pyke,51.9,3619 / 3352
Shen,51.9,1772 / 1639
Poppy,51.9,524 / 486
Lee Sin,51.8,823 / 765
Brand,51.8,556 / 518
Senna,51.7,3172 / 2968
Syndra,51.7,313 / 292
Skarner,51.6,1709 / 1601
Dr. Mundo,51.4,738 / 698
Zilean,51.3,470 / 446
Karthus,51.1,3862 / 3703
Sona,51.0,1298 / 1245
Illaoi,50.9,1058 / 1019
Galio,50.8,3133 / 3031
Jhin,50.8,225 / 218
Karma,50.7,2996 / 2915
Udyr,50.7,2327 / 2262
Rammus,50.7,175 / 170
Rakan,50.6,3283 / 3199
Warwick,50.6,412 / 402
Irelia,50.4,2040 / 2005
Nautilus,50.4,992 / 975
Nami,50.4,208 / 205
Rumble,50.4,182 / 179
Twisted Fate,50.4,126 / 124
Janna,50.3,588 / 581
Garen,50.3,88 / 87
Amumu,50.2,294 / 292
Jayce,50.2,141 / 140
Swain,50.0,131 / 131
Lissandra,50.0,80 / 80
Thresh,49.9,909 / 914
Sion,49.9,460 / 461
Rek'Sai,49.9,460 / 461
Trundle,49.9,377 / 378
Ornn,49.8,920 / 929
Morgana,49.8,146 / 147
Yorick,49.7,74 / 75
Ryze,49.6,475 / 483
Sivir,49.5,142 / 145
Sylas,49.3,317 / 326
Talon,49.3,104 / 107
Blitzcrank,49.2,621 / 642
Renekton,49.2,152 / 157
Miss Fortune,49.1,775 / 804
Malzahar,49.1,365 / 379
Caitlyn,49.0,844 / 879
Riven,49.0,613 / 638
Orianna,49.0,593 / 616
Maokai,49.0,266 / 277
Xayah,48.8,1188 / 1244
Ahri,48.8,543 / 570
Pantheon,48.8,395 / 415
Vi,48.8,84 / 88
Rengar,48.7,229 / 241
Heimerdinger,48.6,107 / 113
Ivern,48.4,639 / 680
Braum,48.4,580 / 619
Sejuani,48.3,699 / 749
Shaco,48.3,128 / 137
Bard,48.0,645 / 700
Ashe,47.9,881 / 960
Ezreal,47.9,534 / 581
Alistar,47.7,415 / 455
Mordekaiser,47.7,274 / 301
Kayle,47.7,31 / 34
Fiddlesticks,47.6,344 / 378
Neeko,47.6,208 / 229
Kai'Sa,47.6,199 / 219
Graves,47.5,1284 / 1418
Fiora,47.5,308 / 340
Gnar,47.5,202 / 223
Aurelion Sol,47.5,141 / 156
Quinn,47.5,114 / 126
Qiyana,47.5,85 / 94
Yasuo,47.4,1151 / 1276
Zyra,47.4,109 / 121
Gragas,47.4,82 / 91
Kennen,47.3,207 / 231
Aatrox,47.2,308 / 345
Sett,47.1,549 / 616
Katarina,47.1,131 / 147
Wukong,47.0,296 / 334
Viktor,46.9,224 / 254
Tryndamere,46.8,695 / 790
Cassiopeia,46.8,192 / 218
Zed,46.5,187 / 215
Singed,46.4,673 / 777
Nasus,46.3,284 / 329
Darius,46.3,253 / 293
LeBlanc,46.3,125 / 145
Cho'Gath,46.3,63 / 73
Camille,46.1,589 / 690
Leona,45.9,280 / 330
Yuumi,45.7,713 / 848
Evelynn,45.7,309 / 367
Annie,45.7,224 / 266
Veigar,45.5,441 / 529
Azir,45.5,301 / 361
Vel'Koz,45.5,121 / 145
Varus,45.3,343 / 414
Vladimir,45.3,131 / 158
Kled,45.2,103 / 125
Zoe,45.1,338 / 411
Olaf,45.0,278 / 340
Draven,44.9,307 / 377
Master Yi,44.8,466 / 575
Jinx,44.8,325 / 401
Taric,44.7,383 / 474
Fizz,44.7,63 / 78
Vayne,44.5,431 / 537
Lux,44.4,87 / 109
Ziggs,44.4,67 / 84
Gangplank,44.3,167 / 210
Lulu,44.2,149 / 188
Elise,43.5,60 / 78
Kha'Zix,43.0,222 / 294
Akali,42.9,297 / 396
Diana,42.9,84 / 112
Jax,42.9,67 / 89
Teemo,42.5,102 / 138
Kindred,42.3,120 / 164
Kalista,42.3,102 / 139
Shyvana,41.7,68 / 95
Nocturne,41.6,244 / 343
Twitch,41.6,132 / 185
Tristana,40.9,182 / 263
Kog'Maw,40.3,71 / 105
Soraka,37.4,144 / 241
Lucian,36.1,136 / 241
Xin Zhao,35.7,45 / 81
Tahm Kench,31.1,32 / 71
Taliyah,29.7,22 / 52
