Champion name,Win rate(%),Wins / losses
Malphite,56.3,4224 / 3277
Jarvan IV,56.3,296 / 230
Zac,54.1,3930 / 3336
Corki,54.0,61 / 52
Xerath,53.9,1656 / 1419
Nunu,53.9,1010 / 864
Urgot,53.6,2155 / 1864
Volibear,53.3,951 / 832
Anivia,53.0,224 / 199
Aphelios,52.5,3268 / 2959
Nidalee,52.3,1263 / 1150
Ekko,52.3,316 / 288
Poppy,52.2,581 / 532
Pyke,52.0,4031 / 3715
Garen,52.0,106 / 98
Lee Sin,51.9,927 / 859
Syndra,51.9,351 / 325
Kassadin,51.9,322 / 299
Shen,51.8,1968 / 1834
Dr. Mundo,51.8,851 / 792
Senna,51.6,3563 / 3339
Skarner,51.5,1934 / 1820
Brand,51.3,609 / 578
Hecarim,51.2,657 / 625
Zilean,51.2,522 / 498
Illaoi,51.1,1178 / 1128
Karthus,50.9,4286 / 4133
Rammus,50.9,216 / 208
Galio,50.8,3469 / 3356
Ornn,50.8,1066 / 1034
Jayce,50.8,153 / 148
Rek'Sai,50.7,525 / 511
Warwick,50.7,462 / 450
Karma,50.6,3314 / 3234
Irelia,50.6,2292 / 2238
Nautilus,50.6,1074 / 1049
Amumu,50.6,333 / 325
Sona,50.5,1405 / 1375
Twisted Fate,50.5,143 / 140
Udyr,50.4,2567 / 2531
Janna,50.4,649 / 639
Rakan,50.3,3674 / 3628
Morgana,50.3,168 / 166
Jhin,50.0,261 / 261
Maokai,49.8,309 / 311
Thresh,49.7,1006 / 1018
Malzahar,49.7,392 / 396
Caitlyn,49.6,941 / 955
Trundle,49.5,422 / 431
Rumble,49.5,207 / 211
Sivir,49.5,153 / 156
Yorick,49.4,80 / 82
Orianna,49.1,654 / 677
Sion,49.1,502 / 520
Swain,49.1,144 / 149
Miss Fortune,48.9,852 / 891
Ahri,48.9,607 / 634
Sylas,48.9,362 / 378
Nami,48.9,224 / 234
Ivern,48.8,708 / 744
Heimerdinger,48.8,119 / 125
Sejuani,48.7,764 / 806
Riven,48.7,699 / 737
Blitzcrank,48.7,694 / 731
Pantheon,48.7,435 / 458
Quinn,48.7,127 / 134
Ryze,48.6,516 / 546
Rengar,48.6,232 / 245
Xayah,48.5,1305 / 1388
Cho'Gath,48.4,75 / 80
Renekton,48.3,166 / 178
Talon,48.2,109 / 117
Vi,48.2,95 / 102
LeBlanc,48.0,141 / 153
Bard,47.9,699 / 759
Mordekaiser,47.8,302 / 330
Kennen,47.8,233 / 254
Lissandra,47.8,86 / 94
Gnar,47.7,227 / 249
Graves,47.6,1414 / 1554
Shaco,47.6,138 / 152
Yasuo,47.5,1293 / 1429
Braum,47.5,637 / 705
Alistar,47.5,492 / 543
Cassiopeia,47.5,233 / 258
Vel'Koz,47.5,141 / 156
Ashe,47.4,962 / 1068
Ezreal,47.4,582 / 646
Viktor,47.4,252 / 280
Aurelion Sol,47.3,157 / 175
Katarina,47.3,149 / 166
Qiyana,47.2,93 / 104
Fiddlesticks,47.1,389 / 437
Aatrox,47.1,334 / 375
Kayle,47.1,32 / 36
Fiora,47.0,339 / 382
Kai'Sa,47.0,208 / 235
Singed,46.8,752 / 856
Sett,46.8,599 / 682
Kled,46.8,123 / 140
Tryndamere,46.6,779 / 893
Zyra,46.6,118 / 135
Gragas,46.3,88 / 102
Camille,46.0,657 / 772
Draven,46.0,347 / 408
Leona,46.0,308 / 361
Yuumi,45.9,773 / 910
Nasus,45.9,309 / 364
Neeko,45.9,230 / 271
Wukong,45.8,320 / 378
Vladimir,45.8,149 / 176
Evelynn,45.7,329 / 391
Darius,45.7,284 / 337
Lulu,45.7,168 / 200
Taric,45.5,415 / 497
Zed,45.3,221 / 267
Lux,45.3,97 / 117
Varus,45.2,385 / 466
Jinx,45.2,357 / 433
Annie,45.2,236 / 286
Fizz,45.2,71 / 86
Veigar,44.9,465 / 571
Azir,44.9,310 / 380
Zoe,44.8,359 / 442
Master Yi,44.5,506 / 630
Gangplank,44.3,190 / 239
Elise,44.2,72 / 91
Vayne,43.9,469 / 600
Jax,43.9,76 / 97
Ziggs,43.9,68 / 87
Olaf,43.5,319 / 414
Diana,42.5,91 / 123
Akali,42.3,323 / 441
Nocturne,42.2,280 / 383
Kalista,42.2,109 / 149
Kha'Zix,42.0,239 / 330
Tristana,42.0,203 / 280
Kindred,41.8,136 / 189
Teemo,41.8,110 / 153
Shyvana,41.3,71 / 101
Twitch,40.8,144 / 209
Kog'Maw,39.1,75 / 117
Soraka,38.7,157 / 249
Xin Zhao,38.0,52 / 85
Lucian,36.5,148 / 257
Taliyah,32.3,30 / 63
Tahm Kench,31.8,35 / 75
