Champion name,Win rate(%),Wins / losses
Malphite,55.9,3103 / 2447
Jarvan IV,54.9,203 / 167
Nunu,54.3,805 / 677
Xerath,54.2,1130 / 956
Zac,54.1,2942 / 2501
Urgot,54.1,1253 / 1062
Ekko,53.5,278 / 242
Volibear,53.3,635 / 556
Syndra,52.9,279 / 248
Hecarim,52.7,511 / 459
Anivia,52.7,154 / 138
Aphelios,52.6,2560 / 2306
Lee Sin,52.4,723 / 658
Brand,52.4,509 / 463
Poppy,52.3,429 / 392
Shen,52.2,1572 / 1438
Kassadin,52.2,262 / 240
Corki,52.1,49 / 45
Senna,52.0,2823 / 2610
Nidalee,52.0,948 / 874
Skarner,51.7,1524 / 1421
Pyke,51.6,3213 / 3009
Dr. Mundo,51.5,623 / 586
Zilean,51.5,412 / 388
Illaoi,51.4,935 / 883
Morgana,51.4,126 / 119
Twisted Fate,51.4,111 / 105
Karthus,51.2,3401 / 3237
Nautilus,51.2,904 / 863
Heimerdinger,51.2,88 / 84
Udyr,50.9,2111 / 2037
Rakan,50.7,2903 / 2820
Galio,50.7,2726 / 2652
Yorick,50.7,71 / 69
Irelia,50.6,1801 / 1759
Warwick,50.6,356 / 348
Karma,50.5,2715 / 2656
Janna,50.5,542 / 532
Amumu,50.5,255 / 250
Sona,50.4,1163 / 1143
Jhin,50.4,185 / 182
Talon,50.3,90 / 89
Sion,50.2,401 / 398
Rumble,50.2,162 / 161
Jayce,50.2,135 / 134
Nami,49.9,184 / 185
Thresh,49.8,782 / 789
Rammus,49.7,144 / 146
Miss Fortune,49.6,692 / 702
Orianna,49.6,542 / 550
Rek'Sai,49.6,405 / 411
Ornn,49.5,804 / 820
Riven,49.5,541 / 553
Maokai,49.5,235 / 240
Aurelion Sol,49.4,131 / 134
Rengar,49.3,207 / 213
Gragas,49.3,74 / 76
Pantheon,49.2,348 / 359
Swain,49.2,97 / 100
Blitzcrank,49.1,550 / 571
Braum,49.1,515 / 533
Ahri,49.1,480 / 497
Sylas,49.1,274 / 284
Renekton,49.1,135 / 140
Sivir,49.1,105 / 109
Xayah,49.0,1063 / 1107
Trundle,48.9,323 / 338
Lissandra,48.9,66 / 69
Malzahar,48.8,329 / 345
Ryze,48.7,423 / 446
Garen,48.7,75 / 79
Caitlyn,48.6,765 / 810
Ivern,48.4,574 / 612
Sejuani,48.3,641 / 686
Vi,48.1,75 / 81
Ashe,47.9,792 / 861
Ezreal,47.9,457 / 497
Kai'Sa,47.8,182 / 199
Alistar,47.7,353 / 387
Qiyana,47.7,72 / 79
Yasuo,47.6,1025 / 1127
Cho'Gath,47.6,60 / 66
Kayle,47.6,30 / 33
Bard,47.5,578 / 639
Aatrox,47.5,268 / 296
Neeko,47.5,179 / 198
Graves,47.3,1156 / 1289
Tryndamere,47.3,621 / 693
Fiddlesticks,47.3,313 / 349
Mordekaiser,47.3,243 / 271
Viktor,47.2,204 / 228
Vladimir,47.1,112 / 126
Vel'Koz,47.0,111 / 125
Nasus,46.9,264 / 299
Shaco,46.9,105 / 119
Fiora,46.8,281 / 320
Darius,46.8,221 / 251
Kennen,46.7,184 / 210
Katarina,46.7,114 / 130
Lux,46.5,80 / 92
Wukong,46.4,259 / 299
Gnar,46.4,180 / 208
Cassiopeia,46.4,157 / 181
LeBlanc,46.4,117 / 135
Leona,46.2,257 / 299
Zyra,46.2,97 / 113
Yuumi,46.1,654 / 766
Elise,46.1,53 / 62
Singed,46.0,582 / 684
Quinn,46.0,92 / 108
Sett,45.7,464 / 552
Vayne,45.7,382 / 454
Evelynn,45.6,283 / 337
Camille,45.5,527 / 631
Veigar,45.5,395 / 473
Lulu,45.4,137 / 165
Varus,45.3,305 / 368
Zed,45.3,150 / 181
Annie,45.2,191 / 232
Ziggs,45.0,63 / 77
Taric,44.8,367 / 453
Jinx,44.7,301 / 372
Zoe,44.7,289 / 358
Azir,44.6,267 / 331
Fizz,44.5,57 / 71
Draven,44.3,283 / 356
Diana,44.3,81 / 102
Master Yi,44.1,399 / 506
Akali,44.0,270 / 343
Kled,43.5,84 / 109
Kha'Zix,43.4,203 / 265
Gangplank,43.4,141 / 184
Kalista,43.1,91 / 120
Teemo,43.0,95 / 126
Olaf,42.9,210 / 280
Kindred,42.9,93 / 124
Twitch,41.6,122 / 171
Shyvana,41.5,66 / 93
Jax,41.3,59 / 84
Nocturne,41.0,217 / 312
Tristana,40.0,152 / 228
Kog'Maw,40.0,64 / 96
Soraka,37.5,127 / 212
Lucian,35.6,124 / 224
Xin Zhao,34.6,37 / 70
Taliyah,32.8,21 / 43
Tahm Kench,30.3,30 / 69
