Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,cryhard,Challenger - 597 LP,76.2,32 / 10,roysiggi
#2,Top,RNG Letme,Challenger - 450 LP,81.8,36 / 8,LPLAhri
#3,Jungle,Pyosik,Challenger - 99 LP,63.0,80 / 47,TheStriker9
#4,ADC,T1 T1,Challenger - 70 LP,62.4,53 / 32,Soraka
#5,Support,Aqua,Challenger - 59 LP,61.5,75 / 47,Trindor
#6,Mid,Frimmy23,Challenger - 14 LP,59.0,171 / 119,YoloMedic
#7,Mid,BOOCAUWMOO,Diamond I - 85 LP,52.9,111 / 99,BooCauwMoo
#8,ADC,Kadlin,Diamond I - 85 LP,55.0,71 / 58,Jinxnator
#9,Top,AshenOne,Diamond I - 80 LP,55.4,72 / 58,Fells
#10,Jungle,Poppey,Diamond I - 69 LP,60.4,116 / 76,NAVI
#11,Support,Egirl champs onl,Diamond I - 61 LP,49.6,57 / 58,Spooky
#12,Support,Jao,Diamond I - 40 LP,54.2,78 / 66,YoloMedic
#13,Jungle,JglBot,Diamond I - 26 LP,58.0,51 / 37,TangilBOT
#14,Mid,NoszczaKrul,Diamond I - 25 LP,59.6,34 / 23,NoszczaKrul
#15,Top,SmackyB,Diamond I - 20 LP,53.3,48 / 42,Byumbi
#16,Top,Aryze,Diamond I - 18 LP,64.2,34 / 19,sanchesmemo
#17,Support,GeT OutFlayed,Diamond I - 17 LP,56.8,42 / 32,Mac
#18,ADC,Sylmarae,Diamond I - 13 LP,52.8,76 / 68,Kythaela
#19,Mid,Byumbert,Diamond I - 12 LP,57.5,73 / 54,Byumbi
#20,Jungle,Gnima,Diamond I - 8 LP,52.3,90 / 82,YoloMedic
#21,Top,Destructoid,Diamond I - 8 LP,49.0,70 / 73,YoloMedic
#22,ADC,BöllerBusch,Diamond I - 7 LP,50.5,48 / 47,Jungler1337
#23,Top,Kritz,Diamond I - 6 LP,59.8,58 / 39,polop900
#24,Jungle,Superb,Diamond I - 5 LP,53.5,46 / 40,Spezza
