Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,cryhard,Challenger - 584 LP,73.0,46 / 17,roysiggi
#2,Top,RNG Letme,Challenger - 453 LP,76.9,50 / 15,LPLAhri
#3,ADC,T1 T1,Challenger - 144 LP,64.6,64 / 35,Soraka
#4,Mid,BOOCAUWMOO,Challenger - 65 LP,54.4,124 / 104,BooCauwMoo
#5,Jungle,Pyosik,Challenger - 56 LP,60.9,95 / 61,TheStriker9
#6,Mid,Frimmy23,Challenger - 7 LP,58.5,186 / 132,YoloMedic
#7,Support,Aqua,Diamond I - 93 LP,58.8,87 / 61,Trindor
#8,Top,AshenOne,Diamond I - 75 LP,55.0,88 / 72,Fells
#9,Support,Emwues24,Diamond I - 65 LP,56.6,64 / 49,Jinxnator
#10,ADC,Sylmarae,Diamond I - 54 LP,53.9,89 / 76,Kythaela
#11,Support,Jao,Diamond I - 48 LP,54.3,88 / 74,YoloMedic
#12,Jungle,JglBot,Diamond I - 37 LP,57.8,67 / 49,TangilBOT
#13,Jungle,Poppey,Diamond I - 35 LP,60.0,138 / 92,NAVI
#14,ADC,Kadlin,Diamond I - 34 LP,52.7,79 / 71,Jinxnator
#15,Mid,Salt,Diamond I - 33 LP,55.6,50 / 40,JMENDOZA
#16,Jungle,Bibi,Diamond I - 33 LP,53.3,88 / 77,Troeton
#17,Support,GeT OutFlayed,Diamond I - 33 LP,56.3,58 / 45,Mac
#18,Top,Destructoid,Diamond I - 32 LP,50.0,82 / 82,YoloMedic
#19,Mid,Byumbert,Diamond I - 28 LP,58.4,94 / 67,Byumbi
#20,Jungle,Gnima,Diamond I - 27 LP,52.7,107 / 96,YoloMedic
#21,Jungle,EG Voutocu,Diamond I - 25 LP,57.3,55 / 41,EG Voutocu
#22,Jungle,Test2,Diamond I - 19 LP,51.5,70 / 66,test
#23,Top,xxaznpuppy32xx,Diamond I - 19 LP,51.3,61 / 58,GamerGirls
#24,Top,Zuko,Diamond I - 18 LP,51.1,95 / 91,Lior
#25,Top,Kritz,Diamond I - 16 LP,58.3,70 / 50,polop900
#26,Top,Ezio,Diamond I - 14 LP,57.5,50 / 37,TexeQ
#27,Top,迈特晒,Diamond I - 12 LP,55.9,57 / 45,sayluca
#28,ADC,Geekymanxnlx,Diamond I - 10 LP,53.7,72 / 62,DitIsDonny
#29,Support,unicornpetpetuwu,Diamond I - 8 LP,52.1,61 / 56,GamerGirls
#30,ADC,Deft,Diamond II - 99 LP,55.0,60 / 49,TheStriker9
#31,Top,Salsa,Diamond II - 97 LP,53.8,92 / 79,YungYiga
#32,Support,Egirl champs onl,Diamond II - 96 LP,47.9,70 / 76,Spooky
#33,Top,Rywanna,Diamond II - 95 LP,55.5,71 / 57,Kythaela
#34,Top,SmackyB,Diamond II - 91 LP,51.8,59 / 55,Byumbi
#35,ADC,Kudor88888882141,Diamond II - 89 LP,56.8,46 / 35,Mac
#36,Mid,PepeCool,Diamond II - 89 LP,47.9,58 / 63,LS
#37,Mid,Totoro the duck,Diamond II - 84 LP,52.1,61 / 56,Kuury
#38,Mid,Seirilyvia,Diamond II - 81 LP,49.7,80 / 81,Kythaela
#39,ADC,GNR.UZI,Diamond II - 81 LP,53.0,53 / 47,theshy
#40,ADC,BöllerBusch,Diamond II - 79 LP,48.7,58 / 61,Jungler1337
#41,Support,SEXY TAHM,Diamond II - 78 LP,58.0,40 / 29,HailOfBladesTahm
#42,ADC,AJDG Angel,Diamond II - 73 LP,60.6,40 / 26,Lightandhope
#43,ADC,Kogglemoggle,Diamond II - 73 LP,59.0,46 / 32,Sinker
#44,ADC,ADC shen,Diamond II - 72 LP,51.9,54 / 50,shen adc
#45,Support,Help,Diamond II - 71 LP,55.2,48 / 39,Key
#46,ADC,Texe,Diamond II - 71 LP,55.9,66 / 52,TexeQ
#47,Mid,TES Jackeylove,Diamond II - 71 LP,53.3,48 / 42,Tokyo Smurfer
#48,ADC,Jotaro Kujo,Diamond II - 68 LP,53.1,52 / 46,Ithirul
#49,Support,CoreJJ,Diamond II - 67 LP,53.8,42 / 36,Opticreed
#50,Support,Tratz,Diamond II - 64 LP,53.5,38 / 33,Tangil
#51,Mid,Phantom,Diamond II - 64 LP,53.7,51 / 44,Kyzent
#52,Top,Aryze,Diamond II - 61 LP,58.0,51 / 37,sanchesmemo
#53,Support,Ex5 Drohne,Diamond II - 60 LP,44.9,44 / 54,ExiledLP
