Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,tarzaned,Challenger - 127 LP,59.2,103 / 71,Tyler1
#2,Mid,Rabbit8,Challenger - 94 LP,54.2,239 / 202,racingrabbits3
#3,Support,HelpingX,Challenger - 49 LP,60.5,233 / 152,Felixxx
#4,Jungle,Stupid Jungler,Challenger - 22 LP,56.7,157 / 120,PooPooPeePee
#5,Jungle,Canyon,Diamond I - 98 LP,55.9,167 / 132,YamatoCannon
#6,Jungle,AttSeeker,Diamond I - 94 LP,51.4,166 / 157,PaxVan
#7,Top,GuppyMilk,Diamond I - 80 LP,56.2,236 / 184,gespenst
#8,ADC,Noob,Diamond I - 78 LP,53.7,224 / 193,Baleygr
#9,Jungle,Prophet,Diamond I - 67 LP,57.3,184 / 137,Four
#10,Mid,Pane,Diamond I - 62 LP,60.7,159 / 103,remixitagain
#11,ADC,-200 years,Diamond I - 59 LP,55.2,245 / 199,aquietghost
#12,ADC,Pokimane,Diamond I - 51 LP,54.1,257 / 218,Simp
#13,Mid,SrqUe,Diamond I - 49 LP,52.6,159 / 143,moxir
#14,Top,Ayu,Diamond I - 47 LP,54.1,246 / 209,Bitesized
#15,Jungle,Nunu V2,Diamond I - 46 LP,54.0,191 / 163,willchung1024
#16,Support,suppbeast777,Diamond I - 43 LP,54.0,227 / 193,squzzz
#17,Support,Eclipsed,Diamond I - 37 LP,53.0,256 / 227,cmoney847
#18,Support,Stracchino,Diamond I - 35 LP,56.1,165 / 129,LovelyKangaroo
#19,ADC,Lidl Bear,Diamond I - 34 LP,50.8,186 / 180,wertyce
#20,Jungle,Senbonzakura,Diamond I - 34 LP,56.7,160 / 122,PacoPeco
#21,Mid,LeSnek,Diamond I - 24 LP,54.6,271 / 225,LS
#22,ADC,BotBot,Diamond I - 16 LP,52.4,140 / 127,TangilBOT
#23,Mid,Buddha Gautama,Diamond I - 11 LP,53.9,240 / 205,meroaga
#24,Support,Likarack,Diamond I - 10 LP,53.6,164 / 142,wirblue1
#25,Top,Scarra,Diamond I - 9 LP,52.0,145 / 134,OfflineTV
#26,Jungle,Terrified,Diamond I - 8 LP,53.7,223 / 192,MaverickG
#27,ADC,Rabbit4,Diamond I - 7 LP,51.8,240 / 223,willchungtester
#28,Support,Numbus Recanto,Diamond I - 6 LP,56.3,191 / 148,TheHopelezz
#29,Mid,EMFyels,Diamond I - 4 LP,52.6,203 / 183,EMFyels
#30,Top,CHADWICK,Diamond I - 4 LP,51.0,219 / 210,MaverickG2
#31,Jungle,TheSecretWeapon,Diamond I - 2 LP,58.4,150 / 107,Erknaite
#32,Top,Salsa,Diamond I - 2 LP,49.7,197 / 199,YungYiga
#33,Top,jayce top only,Diamond I - 1 LP,53.8,316 / 271,aquietghost
#34,Jungle,PRIKOLYASIKK,Diamond I - 0 LP,56.1,162 / 127,babanchik
#35,ADC,Abeel,Diamond II - 99 LP,56.3,152 / 118,NismanSlayer
#36,Support,Rabbit5,Diamond II - 97 LP,51.7,211 / 197,willchungtester
#37,Mid,NameOfYourMid,Diamond II - 97 LP,57.6,137 / 101,BigBrain
#38,Mid,L3rkZ,Diamond II - 96 LP,51.3,173 / 164,L3rkZ
#39,Jungle,SmelliElli,Diamond II - 93 LP,54.6,155 / 129,bigjon
#40,Top,Craq,Diamond II - 89 LP,51.0,266 / 256,moxir
#41,Top,topkek,Diamond II - 88 LP,53.4,135 / 118,redeemer
#42,ADC,DokuTheBot,Diamond II - 87 LP,51.9,217 / 201,Doku
