Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,Pyosik,Challenger - 291 LP,68.6,468 / 214,TheStriker9
#2,ADC,Deft,Challenger - 287 LP,65.5,332 / 175,TheStriker9
#3,ADC,T1 T1,Challenger - 206 LP,63.8,629 / 357,Soraka
#4,Support,Aqua,Challenger - 174 LP,62.3,590 / 357,Trindor
#5,Jungle,Bibi,Challenger - 90 LP,57.0,611 / 461,Troeton
#6,Mid,Arteros,Challenger - 75 LP,57.6,589 / 433,Anbeeld
#7,Mid,Byumbert,Challenger - 74 LP,58.2,612 / 439,Byumbi
#8,Support,Tratz,Challenger - 53 LP,56.2,500 / 390,Tangil
#9,ADC,Kadlin,Challenger - 49 LP,55.1,590 / 480,Jinxnator
#10,Jungle,Poppey,Challenger - 42 LP,57.9,875 / 635,NAVI
#11,Jungle,Test2,Challenger - 39 LP,55.8,626 / 495,test
#12,Top,RNG Letme,Challenger - 35 LP,57.1,615 / 463,LPLAhri
#13,Top,Amouranth,Challenger - 33 LP,55.3,835 / 675,Simp
#14,Top,Jodko,Challenger - 33 LP,52.9,577 / 513,Jinxnator
#15,Top,Aryze,Challenger - 32 LP,49.5,444 / 453,sanchesmemo
#16,Top,DoinB,Challenger - 32 LP,54.2,685 / 580,LordArtos
#17,Support,Anbeeld,Challenger - 27 LP,57.8,516 / 377,Anbeeld
#18,Support,Maïwenn,Challenger - 27 LP,53.0,635 / 564,DitIsDonny
#19,Top,TopBot,Challenger - 18 LP,53.3,711 / 624,TangilBOT
#20,ADC,Vortex_c4,Challenger - 2 LP,50.9,438 / 423,LumiFumi
#21,Mid,I like trains,Challenger - 0 LP,54.1,518 / 439,Foxxo
#22,Jungle,jungle gap,Diamond I - 99 LP,50.9,499 / 482,crithitfail
#23,ADC,DoubleDouble,Diamond I - 97 LP,53.7,720 / 621,Player2225
#24,Jungle,JglBot,Diamond I - 89 LP,55.4,856 / 690,TangilBOT
#25,Support,Sadex,Diamond I - 89 LP,49.5,603 / 616,Spezza
#26,Jungle,Ceasarna,Diamond I - 88 LP,57.0,626 / 473,iampvm
#27,Top,xxaznpuppy32xx,Diamond I - 86 LP,57.3,856 / 638,GamerGirls
