Champion name,Win rate(%),Wins / losses
Pyke,54.8,83342 / 68803
Nautilus,53.9,74171 / 63537
Draven,52.7,22548 / 20213
Thresh,52.6,26267 / 23652
Sivir,52.2,9056 / 8293
Maokai,51.8,30132 / 28051
Riven,51.7,15094 / 14096
Janna,51.6,11183 / 10502
Senna,51.4,27699 / 26145
Leona,51.4,11283 / 10675
Amumu,51.4,5862 / 5543
Shen,51.1,22171 / 21212
Poppy,51.1,20659 / 19731
Ezreal,51.1,19745 / 18896
Quinn,51.1,7081 / 6768
Vi,51.1,4102 / 3929
Tryndamere,51.1,3151 / 3014
Lissandra,51.1,2230 / 2137
Sejuani,50.9,32320 / 31181
Aurelion Sol,50.9,11311 / 10905
Heimerdinger,50.8,6857 / 6632
Udyr,50.8,4377 / 4234
Ryze,50.7,11418 / 11117
Warwick,50.6,8139 / 7954
Ziggs,50.6,3159 / 3086
Anivia,50.6,2081 / 2035
Sett,50.5,40015 / 39267
Ivern,50.5,39149 / 38418
Yasuo,50.5,18304 / 17922
Ornn,50.4,20525 / 20226
Fiora,50.4,6239 / 6141
Ekko,50.3,36298 / 35854
LeBlanc,50.3,13894 / 13705
Talon,50.3,6422 / 6353
Xayah,50.2,23498 / 23325
Wukong,50.2,8246 / 8182
Irelia,50.2,8111 / 8062
Fizz,50.2,8101 / 8041
Evelynn,50.2,4849 / 4815
Kog'Maw,50.1,12909 / 12845
Neeko,50.0,29296 / 29324
Cho'Gath,50.0,27755 / 27804
Qiyana,50.0,15071 / 15075
Akali,49.9,14591 / 14638
Galio,49.9,13164 / 13229
Jhin,49.9,7342 / 7385
Jayce,49.9,4598 / 4613
Camille,49.8,15836 / 15991
Lucian,49.8,10028 / 10103
Yuumi,49.8,6868 / 6935
Viktor,49.8,3540 / 3569
Ahri,49.7,66449 / 67293
Aphelios,49.7,29312 / 29718
Karthus,49.6,32461 / 33031
Yone,49.6,9962 / 10131
Azir,49.6,4689 / 4758
Renekton,49.5,45272 / 46200
Pantheon,49.5,13369 / 13613
Miss Fortune,49.5,7114 / 7264
Braum,49.5,6585 / 6709
Syndra,49.5,4119 / 4208
Nunu,49.4,20348 / 20827
Kassadin,49.4,12977 / 13307
Vayne,49.4,10660 / 10899
Xerath,49.4,2158 / 2209
Cassiopeia,49.3,6835 / 7025
Varus,49.3,6106 / 6279
Rumble,49.3,2405 / 2474
Volibear,49.2,15888 / 16422
Caitlyn,49.2,12287 / 12670
Katarina,49.2,6339 / 6551
Rammus,49.2,5978 / 6166
Gangplank,49.2,5010 / 5183
Bard,49.1,35474 / 36737
Zed,49.1,7301 / 7565
Malphite,49.1,5252 / 5443
Mordekaiser,49.1,5132 / 5327
Kai'Sa,48.9,15965 / 16655
Garen,48.9,11045 / 11561
Taric,48.9,1772 / 1850
Illaoi,48.9,644 / 672
Jinx,48.8,8746 / 9159
Hecarim,48.8,3091 / 3240
Twitch,48.7,11225 / 11805
Rek'Sai,48.7,4688 / 4945
Graves,48.7,3758 / 3961
Lillia,48.6,8773 / 9260
Kennen,48.6,5699 / 6034
Orianna,48.6,3711 / 3923
Veigar,48.5,3987 / 4238
Tahm Kench,48.5,3592 / 3813
Gnar,48.5,3276 / 3474
Rakan,48.4,32433 / 34629
Lee Sin,48.4,5519 / 5886
Singed,48.4,5330 / 5692
Karma,48.3,11748 / 12565
Ashe,48.3,8588 / 9204
Zoe,48.3,8350 / 8946
Blitzcrank,48.2,17732 / 19042
Jarvan IV,48.2,13672 / 14683
Diana,48.2,7572 / 8132
Rengar,48.2,6702 / 7211
Sion,48.2,4274 / 4590
Gragas,48.2,3842 / 4122
Alistar,48.1,6682 / 7204
Kalista,48.1,4391 / 4729
Tristana,48.0,3763 / 4074
Dr. Mundo,48.0,3558 / 3859
Teemo,48.0,3537 / 3832
Kayn,48.0,2900 / 3136
Skarner,47.9,1603 / 1745
Taliyah,47.9,1500 / 1631
Aatrox,47.7,7847 / 8597
Nasus,47.7,3121 / 3424
Corki,47.7,1876 / 2060
Yorick,47.7,1309 / 1435
Darius,47.6,8294 / 9125
Zilean,47.6,3571 / 3929
Nocturne,47.6,2175 / 2392
Sylas,47.5,4172 / 4620
Twisted Fate,47.5,1307 / 1446
Zac,47.3,7023 / 7814
Vladimir,47.3,5570 / 6217
Urgot,47.3,3295 / 3666
Nidalee,47.1,3897 / 4376
Kled,47.1,3541 / 3975
Swain,47.0,4613 / 5208
Vel'Koz,47.0,2003 / 2256
Morgana,46.5,6015 / 6921
Lulu,46.4,16757 / 19383
Lux,46.3,1322 / 1534
Zyra,46.2,1550 / 1807
Elise,46.1,3284 / 3843
Nami,45.7,4133 / 4903
Annie,45.6,1824 / 2175
Malzahar,45.6,1106 / 1318
Jax,45.5,3676 / 4401
Kayle,45.5,1650 / 1975
Master Yi,45.2,1833 / 2223
Kindred,44.4,1317 / 1649
Trundle,44.2,2524 / 3183
Sona,43.9,3037 / 3884
Soraka,43.7,3539 / 4565
Kha'Zix,43.2,2524 / 3314
Brand,43.2,1397 / 1839
Fiddlesticks,42.7,2225 / 2988
Shyvana,42.4,2070 / 2817
Olaf,40.8,1813 / 2635
Shaco,40.4,1107 / 1633
Xin Zhao,37.5,531 / 886
