Champion name,Win rate(%),Wins / losses
Pyke,54.8,71966 / 59240
Nautilus,53.9,63942 / 54720
Draven,52.7,18872 / 16963
Thresh,52.6,22265 / 20096
Sivir,52.3,7738 / 7067
Riven,51.9,13063 / 12109
Maokai,51.8,26018 / 24172
Janna,51.7,9682 / 9056
Quinn,51.4,6284 / 5942
Amumu,51.4,5080 / 4809
Leona,51.3,9671 / 9196
Sejuani,51.1,28076 / 26879
Senna,51.1,23128 / 22151
Shen,51.1,19889 / 19020
Poppy,51.1,18287 / 17472
Ezreal,51.1,17204 / 16457
Aurelion Sol,51.0,10140 / 9756
Tryndamere,50.9,2529 / 2437
Heimerdinger,50.8,6009 / 5814
Fiora,50.8,5538 / 5368
Udyr,50.8,3971 / 3843
Lissandra,50.8,1900 / 1838
Ryze,50.7,10042 / 9762
Warwick,50.7,7373 / 7171
Vi,50.7,3516 / 3415
Ziggs,50.7,2729 / 2654
Ivern,50.5,34728 / 34070
Yasuo,50.5,15933 / 15646
Viktor,50.5,2970 / 2915
Sett,50.4,35195 / 34663
Ornn,50.4,18271 / 17993
Ekko,50.3,32302 / 31876
Xayah,50.3,20995 / 20780
LeBlanc,50.3,12214 / 12070
Kog'Maw,50.3,11163 / 11045
Qiyana,50.2,13530 / 13438
Fizz,50.2,7214 / 7162
Anivia,50.2,1821 / 1804
Wukong,50.1,7401 / 7369
Evelynn,50.1,4302 / 4278
Neeko,50.0,26165 / 26214
Cho'Gath,50.0,24629 / 24593
Irelia,50.0,7140 / 7136
Talon,50.0,5750 / 5759
Akali,49.9,12739 / 12792
Lucian,49.9,8902 / 8940
Azir,49.9,4194 / 4217
Jayce,49.9,3998 / 4014
Galio,49.8,11602 / 11688
Jhin,49.8,6425 / 6486
Xerath,49.8,1776 / 1792
Ahri,49.7,59315 / 59912
Nunu,49.7,17979 / 18185
Yone,49.7,8801 / 8921
Rumble,49.7,2100 / 2126
Renekton,49.6,40297 / 41022
Karthus,49.6,28583 / 29101
Aphelios,49.6,26383 / 26775
Camille,49.6,13832 / 14081
Pantheon,49.6,11953 / 12170
Braum,49.6,5998 / 6090
Yuumi,49.6,5886 / 5982
Vayne,49.5,9122 / 9313
Miss Fortune,49.4,6199 / 6359
Varus,49.3,5472 / 5624
Rammus,49.3,5285 / 5433
Gangplank,49.3,4352 / 4470
Syndra,49.3,3636 / 3736
Bard,49.2,31660 / 32679
Volibear,49.2,14179 / 14642
Kassadin,49.2,11532 / 11929
Zed,49.2,6527 / 6733
Katarina,49.2,5563 / 5737
Gnar,49.2,2977 / 3075
Caitlyn,49.1,10739 / 11143
Cassiopeia,49.1,6123 / 6344
Malphite,49.1,4597 / 4770
Mordekaiser,49.1,4494 / 4663
Jinx,49.0,7482 / 7785
Hecarim,49.0,2763 / 2874
Illaoi,49.0,584 / 609
Kai'Sa,48.9,14173 / 14807
Orianna,48.9,3304 / 3452
Tahm Kench,48.9,3226 / 3372
Garen,48.8,9991 / 10467
Lillia,48.8,7723 / 8090
Rek'Sai,48.8,4177 / 4386
Twitch,48.7,9890 / 10427
Rengar,48.6,5711 / 6042
Kennen,48.6,4985 / 5281
Veigar,48.6,3492 / 3687
Kayn,48.6,2519 / 2668
Blitzcrank,48.4,16067 / 17124
Lee Sin,48.4,4972 / 5292
Rakan,48.3,28970 / 31011
Jarvan IV,48.3,12568 / 13431
Zoe,48.3,7506 / 8025
Ashe,48.3,7364 / 7878
Alistar,48.3,5977 / 6385
Sion,48.3,3753 / 4025
Karma,48.2,10332 / 11095
Diana,48.2,6808 / 7314
Singed,48.2,4696 / 5041
Dr. Mundo,48.2,3214 / 3453
Taliyah,48.2,1342 / 1442
Skarner,48.1,1425 / 1537
Tristana,48.0,3344 / 3616
Graves,48.0,3166 / 3432
Gragas,47.9,3190 / 3463
Taric,47.9,1540 / 1675
Darius,47.8,7345 / 8020
Aatrox,47.8,7111 / 7768
Kalista,47.8,3858 / 4205
Teemo,47.8,3109 / 3394
Nocturne,47.8,1943 / 2119
Nasus,47.6,2750 / 3032
Yorick,47.6,1128 / 1241
Zilean,47.5,3229 / 3562
Urgot,47.5,2978 / 3293
Vel'Koz,47.4,1739 / 1929
Corki,47.4,1643 / 1821
Kled,47.3,3246 / 3620
Vladimir,47.2,4981 / 5569
Sylas,47.2,3608 / 4028
Twisted Fate,47.2,1123 / 1256
Zac,47.1,6171 / 6934
Nidalee,46.9,3468 / 3929
Swain,46.7,4133 / 4709
Lux,46.6,1181 / 1352
Morgana,46.5,5335 / 6148
Lulu,46.3,15022 / 17397
Nami,46.0,3843 / 4506
Elise,45.9,2819 / 3318
Annie,45.8,1578 / 1869
Zyra,45.8,1322 / 1563
Kayle,45.5,1366 / 1639
Jax,45.4,3229 / 3882
Master Yi,45.4,1629 / 1960
Malzahar,45.4,971 / 1169
Sona,44.3,2791 / 3507
Kha'Zix,44.1,2153 / 2727
Trundle,44.0,2196 / 2795
Kindred,43.8,1001 / 1284
Soraka,43.4,3221 / 4193
Brand,43.2,1208 / 1587
Fiddlesticks,42.3,1943 / 2649
Shyvana,42.0,1794 / 2475
Shaco,41.1,1011 / 1449
Olaf,40.7,1590 / 2320
Xin Zhao,37.1,450 / 764
