Champion name,Win rate(%),Wins / losses
Skarner,57.4,704 / 522
Pyke,57.3,2215 / 1651
Udyr,57.3,1114 / 831
Singed,57.0,1538 / 1159
Jinx,56.9,298 / 226
Tryndamere,56.1,544 / 425
Irelia,55.4,2449 / 1975
Shen,55.2,591 / 479
Galio,54.5,268 / 224
Ashe,54.4,328 / 275
Sejuani,54.2,437 / 369
Lissandra,53.9,103 / 88
Nocturne,53.8,240 / 206
Camille,53.7,1309 / 1130
Kled,53.5,332 / 289
Amumu,53.4,227 / 198
Kennen,53.3,979 / 857
Bard,53.0,685 / 607
Nasus,52.8,574 / 513
Nunu,52.8,544 / 486
Quinn,52.7,58 / 52
Urgot,52.5,53 / 48
Aatrox,52.4,938 / 852
Fiora,52.3,1246 / 1136
Senna,52.2,867 / 793
Poppy,52.0,336 / 310
Ezreal,51.9,837 / 775
Graves,51.9,303 / 281
Volibear,51.6,266 / 250
Varus,51.6,258 / 242
Rakan,51.5,736 / 694
Mordekaiser,51.5,625 / 589
Malzahar,51.5,103 / 97
Kassadin,51.4,181 / 171
Zac,51.3,390 / 370
Xayah,51.2,600 / 571
Zed,51.1,312 / 298
Kog'Maw,51.0,389 / 374
Yasuo,50.8,573 / 555
Malphite,50.8,161 / 156
Corki,50.7,114 / 111
Sion,50.6,525 / 513
Leona,50.6,304 / 297
Lee Sin,50.5,389 / 381
Wukong,50.5,167 / 164
Ornn,50.3,620 / 612
Ekko,50.2,303 / 301
Rammus,50.2,130 / 129
Dr. Mundo,50.1,173 / 172
Ryze,49.9,419 / 421
Taliyah,49.7,71 / 72
Caitlyn,49.5,500 / 510
Azir,49.4,509 / 521
Annie,49.2,251 / 259
Neeko,49.2,148 / 153
Kalista,49.2,126 / 130
Nautilus,49.1,442 / 459
Maokai,49.1,210 / 218
Cho'Gath,49.1,189 / 196
Alistar,49.0,481 / 501
Master Yi,49.0,336 / 350
Kha'Zix,49.0,271 / 282
Kayle,48.8,103 / 108
Garen,48.8,61 / 64
Rek'Sai,48.7,347 / 366
Jarvan IV,48.7,274 / 289
Kai'Sa,48.5,513 / 545
Ahri,48.5,347 / 368
Veigar,48.4,475 / 507
Hecarim,48.4,236 / 252
Vayne,48.3,673 / 721
Tahm Kench,48.3,453 / 485
Draven,48.3,374 / 400
Jax,48.2,228 / 245
Qiyana,48.1,284 / 306
Fiddlesticks,48.0,146 / 158
Thresh,47.9,557 / 607
Sett,47.9,397 / 432
Karma,47.9,381 / 414
Lucian,47.9,292 / 317
Riven,47.8,191 / 209
Twitch,47.7,500 / 549
Syndra,47.7,370 / 405
Aphelios,47.6,1481 / 1632
Twisted Fate,47.6,200 / 220
Zyra,47.6,108 / 119
Vi,47.6,68 / 75
Blitzcrank,47.4,251 / 278
Warwick,47.3,121 / 135
Zoe,47.2,277 / 310
Rengar,47.2,204 / 228
Shyvana,47.2,76 / 85
Viktor,47.1,82 / 92
Jhin,47.0,312 / 352
Rumble,47.0,95 / 107
Tristana,46.9,143 / 162
Yorick,46.9,76 / 86
Zilean,46.8,173 / 197
Katarina,46.7,239 / 273
Ivern,46.6,570 / 654
Akali,46.5,315 / 362
Olaf,46.3,395 / 459
Trundle,46.3,193 / 224
Cassiopeia,46.2,447 / 520
Sona,46.0,121 / 142
Illaoi,45.8,114 / 135
Gnar,45.7,132 / 157
Ziggs,45.7,127 / 151
Talon,45.6,139 / 166
Braum,45.4,483 / 581
LeBlanc,45.4,222 / 267
Sivir,45.4,142 / 171
Xerath,45.2,361 / 437
Teemo,45.2,264 / 320
Elise,45.2,209 / 253
Taric,45.2,145 / 176
Orianna,45.1,351 / 427
Pantheon,45.0,348 / 426
Janna,44.9,215 / 264
Miss Fortune,44.9,180 / 221
Shaco,44.8,107 / 132
Fizz,44.7,114 / 141
Xin Zhao,44.6,125 / 155
Evelynn,44.5,212 / 264
Diana,44.2,91 / 115
Aurelion Sol,44.0,91 / 116
Morgana,43.9,200 / 256
Karthus,43.8,213 / 273
Lux,43.8,56 / 72
Yuumi,43.6,537 / 695
Anivia,43.5,253 / 329
Nami,43.4,144 / 188
Sylas,43.1,333 / 439
Vladimir,43.1,141 / 186
Gragas,43.0,144 / 191
Soraka,42.6,161 / 217
Vel'Koz,42.4,120 / 163
Nidalee,41.6,187 / 263
Brand,41.3,33 / 47
Lulu,41.2,399 / 569
Kindred,40.6,146 / 214
Swain,40.4,65 / 96
Heimerdinger,40.4,36 / 53
Renekton,39.1,81 / 126
Darius,38.8,138 / 218
Gangplank,37.2,74 / 125
Jayce,35.3,49 / 90
