Champion name,Win rate(%),Wins / losses
Singed,61.4,844 / 531
Dr. Mundo,61.0,238 / 152
Irelia,60.7,2175 / 1408
Kled,60.5,302 / 197
Tryndamere,58.3,663 / 475
Sion,58.1,360 / 260
Camille,57.9,1486 / 1080
Pyke,57.8,936 / 684
Udyr,57.8,787 / 575
Skarner,57.6,342 / 252
Kennen,56.5,422 / 325
Mordekaiser,56.3,684 / 531
Fiora,56.2,1299 / 1011
Aatrox,56.2,1295 / 1010
Rakan,54.2,755 / 637
Hecarim,54.0,114 / 97
Jax,53.8,390 / 335
Warwick,53.6,368 / 318
Illaoi,53.5,176 / 153
Sejuani,53.1,433 / 383
Ryze,53.1,289 / 255
Ahri,53.0,420 / 373
Nunu,52.9,324 / 289
Lee Sin,52.6,446 / 402
Jarvan IV,52.5,165 / 149
Yorick,52.3,68 / 62
Sivir,52.1,114 / 105
Aphelios,51.9,1379 / 1276
Aurelion Sol,51.8,232 / 216
Zac,51.7,426 / 398
Nautilus,51.6,595 / 558
Alistar,51.3,529 / 503
Ivern,51.2,878 / 836
Nami,51.1,205 / 196
Bard,51.0,438 / 421
Malphite,51.0,105 / 101
Xayah,50.9,648 / 626
Leona,50.9,283 / 273
Draven,50.7,481 / 467
Volibear,50.6,293 / 286
Evelynn,50.5,235 / 230
Nidalee,50.4,469 / 461
Ziggs,50.3,153 / 151
Miss Fortune,50.2,468 / 464
Katarina,50.2,266 / 264
Kog'Maw,50.0,547 / 548
Amumu,50.0,106 / 106
Thresh,49.9,779 / 782
Neeko,49.8,405 / 409
Riven,49.8,238 / 240
Yasuo,49.7,578 / 586
Kassadin,49.7,243 / 246
Xerath,49.6,417 / 423
Vi,49.6,137 / 139
Sona,49.5,242 / 247
Azir,49.5,235 / 240
Cassiopeia,49.3,609 / 627
Blitzcrank,49.3,400 / 411
Diana,49.1,84 / 87
Caitlyn,49.0,482 / 502
Zoe,49.0,428 / 446
Jhin,48.9,431 / 451
Zed,48.9,195 / 204
Twitch,48.8,574 / 603
Kalista,48.8,225 / 236
Trundle,48.6,140 / 148
Elise,48.5,426 / 453
Rengar,48.4,179 / 191
Kai'Sa,48.3,574 / 615
Jinx,48.3,493 / 528
Nocturne,48.3,58 / 62
Vel'Koz,48.1,507 / 548
Rek'Sai,48.1,436 / 471
Zilean,48.1,311 / 335
Twisted Fate,48.0,281 / 304
Syndra,47.9,405 / 441
Morgana,47.9,219 / 238
Ezreal,47.8,861 / 940
Orianna,47.8,395 / 431
Vayne,47.7,589 / 647
Karthus,47.6,397 / 437
Ashe,47.6,376 / 414
LeBlanc,47.6,292 / 322
Malzahar,47.6,149 / 164
Cho'Gath,47.6,109 / 120
Janna,47.5,352 / 389
Shen,47.4,460 / 510
Graves,47.4,427 / 474
Yuumi,47.4,351 / 390
Lissandra,47.4,73 / 81
Tristana,47.2,312 / 349
Ornn,47.1,376 / 422
Olaf,47.1,360 / 405
Annie,47.1,221 / 248
Senna,47.0,769 / 868
Varus,46.8,290 / 329
Qiyana,46.8,252 / 287
Karma,46.6,569 / 651
Fiddlesticks,46.6,109 / 125
Akali,46.5,269 / 309
Rammus,46.5,175 / 201
Gragas,46.3,186 / 216
Anivia,46.2,332 / 387
Taric,46.1,172 / 201
Zyra,46.1,105 / 123
Pantheon,45.9,446 / 525
Ekko,45.9,393 / 463
Sett,45.9,392 / 462
Soraka,45.8,244 / 289
Viktor,45.7,175 / 208
Braum,45.5,723 / 867
Veigar,45.5,428 / 512
Swain,45.2,140 / 170
Sylas,45.1,347 / 423
Poppy,45.0,332 / 405
Rumble,45.0,58 / 71
Lulu,44.9,485 / 594
Tahm Kench,44.9,475 / 583
Nasus,44.8,117 / 144
Brand,44.7,118 / 146
Fizz,44.6,124 / 154
Lucian,44.5,409 / 510
Master Yi,44.3,202 / 254
Talon,44.1,222 / 281
Vladimir,44.1,123 / 156
Heimerdinger,43.9,248 / 317
Kindred,43.5,231 / 300
Gnar,43.5,192 / 249
Galio,43.4,229 / 299
Quinn,43.4,63 / 82
Kha'Zix,43.2,438 / 577
Maokai,42.9,288 / 383
Kayle,42.8,77 / 103
Urgot,42.7,41 / 55
Taliyah,42.6,81 / 109
Wukong,42.2,132 / 181
Corki,41.9,52 / 72
Xin Zhao,41.7,158 / 221
Gangplank,41.5,319 / 449
Shyvana,41.3,100 / 142
Jayce,41.1,157 / 225
Shaco,41.1,90 / 129
Lux,40.9,76 / 110
Teemo,40.7,121 / 176
Darius,39.4,171 / 263
Garen,38.8,38 / 60
Renekton,37.7,165 / 273
