Champion name,Win rate(%),Wins / losses
Singed,59.3,1671 / 1148
Irelia,59.1,3960 / 2738
Udyr,58.0,1440 / 1041
Pyke,57.3,2300 / 1711
Skarner,56.8,838 / 638
Kled,56.7,573 / 437
Tryndamere,56.6,1022 / 785
Nunu,55.6,606 / 483
Camille,55.2,2486 / 2016
Kennen,55.2,738 / 598
Fiora,55.0,2318 / 1894
Aatrox,54.7,1941 / 1610
Sion,54.6,713 / 594
Hecarim,53.9,332 / 284
Ryze,53.6,603 / 523
Dr. Mundo,53.4,467 / 408
Rakan,53.3,1294 / 1132
Sejuani,53.3,758 / 664
Mordekaiser,53.2,1257 / 1107
Jarvan IV,53.1,316 / 279
Nautilus,52.7,1037 / 929
Warwick,52.5,512 / 463
Aphelios,52.4,2547 / 2314
Bard,52.0,899 / 829
Zac,52.0,697 / 644
Trundle,51.7,272 / 254
Ahri,51.6,809 / 758
Jax,51.4,627 / 594
Ivern,51.3,1322 / 1253
Lee Sin,51.2,732 / 698
Rammus,51.2,368 / 351
Nami,51.1,382 / 365
Sona,50.9,402 / 388
Evelynn,50.9,354 / 342
Aurelion Sol,50.9,334 / 322
Malphite,50.8,283 / 274
Draven,50.6,771 / 753
Riven,50.6,400 / 390
Kassadin,50.6,314 / 307
Amumu,50.5,209 / 205
Yorick,50.5,98 / 96
Leona,50.4,475 / 467
Thresh,50.2,1261 / 1252
Miss Fortune,50.1,657 / 655
Fizz,50.1,267 / 266
Volibear,50.0,440 / 440
Shen,49.8,873 / 879
Katarina,49.8,432 / 436
Malzahar,49.8,228 / 230
Yasuo,49.5,922 / 941
Nidalee,49.5,723 / 738
Blitzcrank,49.5,611 / 624
Nasus,49.5,273 / 278
Vi,49.5,194 / 198
Alistar,49.3,840 / 864
Illaoi,49.3,265 / 273
Syndra,49.2,793 / 818
Cassiopeia,49.0,1004 / 1047
Kog'Maw,49.0,801 / 833
Neeko,48.9,536 / 559
Azir,48.8,547 / 574
Senna,48.7,1294 / 1364
Vayne,48.7,969 / 1019
Xayah,48.6,1018 / 1078
Qiyana,48.5,502 / 533
Jinx,48.4,686 / 732
Kalista,48.4,307 / 327
Rek'Sai,48.3,677 / 725
Orianna,48.3,667 / 715
Annie,48.3,325 / 348
Ornn,48.2,768 / 824
Caitlyn,48.2,768 / 824
Zoe,48.2,621 / 668
Tristana,48.1,506 / 547
Xerath,48.0,706 / 766
Zilean,48.0,475 / 514
Zed,48.0,318 / 345
Ziggs,48.0,258 / 280
Sivir,48.0,144 / 156
Vel'Koz,47.8,690 / 753
Ezreal,47.7,1387 / 1523
Twitch,47.7,887 / 971
Akali,47.7,460 / 504
Twisted Fate,47.6,377 / 415
Rengar,47.6,333 / 366
Graves,47.5,598 / 662
Ekko,47.4,632 / 701
Sylas,47.4,623 / 690
Varus,47.4,473 / 524
Nocturne,47.4,130 / 144
Ashe,47.3,550 / 614
Morgana,47.3,345 / 384
Jhin,47.2,622 / 695
Talon,47.1,350 / 393
Kai'Sa,47.0,973 / 1098
Poppy,47.0,520 / 587
LeBlanc,47.0,478 / 538
Karthus,46.9,605 / 685
Janna,46.8,526 / 597
Fiddlesticks,46.8,227 / 258
Pantheon,46.7,758 / 865
Elise,46.6,596 / 683
Braum,46.5,1103 / 1270
Lucian,46.5,605 / 696
Gragas,46.5,361 / 416
Veigar,46.2,722 / 842
Anivia,46.1,493 / 576
Swain,46.1,293 / 343
Corki,46.1,107 / 125
Tahm Kench,46.0,803 / 941
Quinn,45.9,101 / 119
Karma,45.8,864 / 1024
Cho'Gath,45.7,137 / 163
Lissandra,45.7,132 / 157
Yuumi,45.6,698 / 832
Olaf,45.6,557 / 664
Viktor,45.5,235 / 281
Zyra,45.5,181 / 217
Taric,45.3,286 / 345
Diana,45.3,191 / 231
Wukong,45.3,175 / 211
Master Yi,45.1,333 / 406
Soraka,45.0,363 / 443
Rumble,45.0,143 / 175
Maokai,44.8,463 / 571
Brand,44.8,182 / 224
Sett,44.3,606 / 761
Heimerdinger,44.3,321 / 404
Lulu,44.1,756 / 959
Kindred,43.9,363 / 464
Teemo,43.8,288 / 370
Shaco,43.4,179 / 233
Galio,43.3,357 / 468
Vladimir,43.3,189 / 247
Gnar,42.9,340 / 452
Kha'Zix,42.3,582 / 793
Garen,41.7,58 / 81
Xin Zhao,41.6,282 / 396
Shyvana,41.6,139 / 195
Taliyah,41.6,127 / 178
Kayle,41.5,98 / 138
Urgot,41.3,74 / 105
Lux,40.9,114 / 165
Jayce,40.8,253 / 367
Darius,40.4,297 / 439
Gangplank,40.2,413 / 614
Renekton,39.9,228 / 343
