Champion name,Win rate(%),Wins / losses
Pyke,57.3,2625 / 1960
Udyr,57.3,1280 / 955
Skarner,57.2,831 / 622
Singed,56.3,1801 / 1399
Jinx,55.9,391 / 308
Tryndamere,55.6,626 / 500
Irelia,55.5,2856 / 2287
Shen,55.4,704 / 566
Sejuani,54.3,525 / 441
Lissandra,53.9,117 / 100
Camille,53.6,1530 / 1325
Kennen,53.6,1103 / 956
Kled,53.5,389 / 338
Ashe,53.5,371 / 323
Galio,53.5,322 / 280
Nunu,53.4,628 / 549
Nocturne,53.4,298 / 260
Bard,52.8,800 / 714
Nasus,52.7,673 / 604
Amumu,52.5,283 / 256
Fiora,52.4,1445 / 1312
Aatrox,52.4,1075 / 977
Poppy,52.4,388 / 352
Graves,52.4,374 / 340
Corki,52.3,134 / 122
Senna,52.0,1014 / 937
Urgot,51.8,58 / 54
Yasuo,51.6,698 / 655
Ezreal,51.5,1018 / 957
Kog'Maw,51.5,448 / 422
Rakan,51.4,853 / 806
Varus,51.4,299 / 283
Xayah,51.2,683 / 652
Leona,51.2,358 / 341
Volibear,51.1,298 / 285
Quinn,51.1,93 / 89
Wukong,51.0,220 / 211
Mordekaiser,50.9,716 / 692
Kassadin,50.7,205 / 199
Malphite,50.5,193 / 189
Rammus,50.5,142 / 139
Ekko,50.4,353 / 347
Zac,50.3,442 / 437
Ornn,50.2,706 / 701
Dr. Mundo,50.2,204 / 202
Lee Sin,50.1,444 / 442
Ryze,49.9,481 / 482
Zed,49.9,357 / 359
Kai'Sa,49.8,607 / 612
Sion,49.7,604 / 612
Annie,49.7,295 / 299
Caitlyn,49.6,559 / 568
Master Yi,49.6,409 / 415
Kalista,49.6,140 / 142
Malzahar,49.6,117 / 119
Azir,49.3,594 / 610
Veigar,49.2,557 / 575
Neeko,49.1,183 / 190
Hecarim,48.9,277 / 290
Garen,48.9,64 / 67
Maokai,48.8,242 / 254
Alistar,48.7,543 / 571
Karma,48.7,446 / 469
Jarvan IV,48.7,331 / 349
Nautilus,48.6,514 / 544
Kha'Zix,48.6,324 / 342
Vayne,48.2,773 / 830
Thresh,48.2,635 / 682
Syndra,48.2,451 / 485
Yorick,48.1,87 / 94
Aphelios,48.0,1686 / 1826
Rek'Sai,48.0,389 / 421
Riven,48.0,230 / 249
Draven,47.9,440 / 479
Tahm Kench,47.8,525 / 573
Sett,47.8,449 / 490
Viktor,47.8,117 / 128
Lucian,47.7,322 / 353
Blitzcrank,47.7,297 / 325
Warwick,47.6,136 / 150
Ivern,47.5,661 / 731
Ahri,47.5,395 / 436
Jax,47.4,255 / 283
Cho'Gath,47.3,223 / 248
Taliyah,47.2,93 / 104
Rumble,47.1,104 / 117
LeBlanc,47.0,262 / 296
Tristana,47.0,174 / 196
Twitch,46.9,579 / 656
Qiyana,46.9,318 / 360
Zyra,46.9,120 / 136
Vi,46.9,75 / 85
Olaf,46.8,439 / 499
Akali,46.8,382 / 435
Katarina,46.8,286 / 325
Twisted Fate,46.8,226 / 257
Gnar,46.7,164 / 187
Orianna,46.6,424 / 486
Jhin,46.5,355 / 409
Talon,46.5,172 / 198
Sona,46.5,131 / 151
Fiddlesticks,46.4,169 / 195
Kayle,46.4,136 / 157
Rengar,46.3,230 / 267
Trundle,46.3,221 / 256
Cassiopeia,46.2,510 / 595
Sivir,46.2,164 / 191
Zilean,46.1,196 / 229
Illaoi,46.1,123 / 144
Braum,46.0,581 / 681
Ziggs,46.0,142 / 167
Zoe,45.9,305 / 359
Elise,45.7,240 / 285
Shyvana,45.7,85 / 101
Evelynn,45.3,252 / 304
Xerath,45.1,406 / 495
Shaco,45.0,131 / 160
Teemo,44.9,282 / 346
Aurelion Sol,44.9,111 / 136
Xin Zhao,44.7,149 / 184
Miss Fortune,44.6,216 / 268
Anivia,44.5,290 / 362
Vladimir,44.5,171 / 213
Fizz,44.5,126 / 157
Pantheon,44.4,412 / 515
Morgana,44.1,230 / 292
Taric,43.9,169 / 216
Karthus,43.8,239 / 307
Janna,43.5,241 / 313
Darius,43.4,195 / 254
Nami,43.3,157 / 206
Yuumi,43.1,617 / 815
Soraka,43.0,189 / 251
Gragas,43.0,159 / 211
Swain,42.8,83 / 111
Lux,42.8,68 / 91
Sylas,42.7,372 / 499
Diana,42.5,93 / 126
Lulu,42.4,482 / 654
Nidalee,42.3,220 / 300
Heimerdinger,41.8,56 / 78
Renekton,41.5,115 / 162
Vel'Koz,41.0,130 / 187
Kindred,40.3,160 / 237
Brand,39.6,42 / 64
Jayce,37.8,82 / 135
Gangplank,36.7,95 / 164
