Champion name,Win rate(%),Wins / losses
Udyr,57.6,1944 / 1430
Skarner,57.5,1520 / 1125
Pyke,57.4,4328 / 3218
Tryndamere,56.8,1077 / 820
Irelia,55.9,4505 / 3547
Singed,55.8,2891 / 2292
Jinx,55.3,821 / 663
Shen,54.8,1155 / 954
Nocturne,54.4,529 / 444
Ashe,53.9,551 / 471
Sejuani,53.8,827 / 710
Camille,53.7,2333 / 2013
Kled,53.7,572 / 494
Kennen,53.1,1487 / 1311
Urgot,52.7,78 / 70
Rammus,52.6,183 / 165
Amumu,52.4,437 / 397
Fiora,52.3,2145 / 1953
Nasus,52.2,951 / 872
Kog'Maw,52.2,713 / 652
Lissandra,52.1,171 / 157
Nunu,52.0,890 / 821
Poppy,51.9,567 / 526
Aatrox,51.6,1534 / 1437
Bard,51.5,1141 / 1073
Senna,51.4,1533 / 1449
Kai'Sa,51.3,907 / 862
Malzahar,51.3,161 / 153
Master Yi,51.1,681 / 651
Galio,50.8,503 / 488
Ezreal,50.7,1596 / 1550
Mordekaiser,50.7,1016 / 987
Kalista,50.6,183 / 179
Rakan,50.5,1244 / 1217
Yasuo,50.5,1100 / 1077
Corki,50.5,188 / 184
Volibear,50.4,404 / 397
Xayah,50.3,994 / 984
Zac,50.3,712 / 703
Leona,50.3,513 / 506
Quinn,50.3,156 / 154
Yorick,50.2,129 / 128
Lee Sin,50.1,716 / 714
Ryze,50.0,715 / 715
Varus,50.0,451 / 451
Dr. Mundo,50.0,326 / 326
Rek'Sai,49.9,586 / 589
Graves,49.9,564 / 566
Ornn,49.7,985 / 997
Nautilus,49.7,793 / 804
Wukong,49.5,367 / 375
Malphite,49.5,320 / 327
Thresh,49.2,956 / 988
Annie,49.2,440 / 454
Riven,49.2,353 / 364
Warwick,49.1,190 / 197
Blitzcrank,49.0,452 / 470
Illaoi,49.0,173 / 180
Kassadin,48.9,345 / 361
Aphelios,48.8,2442 / 2567
Lucian,48.7,434 / 458
Sivir,48.7,228 / 240
Caitlyn,48.6,736 / 779
Vayne,48.5,1207 / 1284
Veigar,48.5,845 / 896
Syndra,48.5,736 / 780
Akali,48.5,663 / 703
Sett,48.4,681 / 727
Qiyana,48.4,503 / 537
Ekko,48.4,470 / 501
Sion,48.3,850 / 911
Alistar,48.3,765 / 820
Draven,48.3,638 / 683
Hecarim,48.3,406 / 435
LeBlanc,48.3,375 / 401
Neeko,48.3,297 / 318
Vi,48.3,114 / 122
Zed,48.1,528 / 570
Maokai,48.0,382 / 414
Zilean,48.0,320 / 346
Talon,48.0,272 / 295
Garen,47.9,92 / 100
Azir,47.8,847 / 926
Ivern,47.7,998 / 1094
Jarvan IV,47.7,520 / 571
Zoe,47.7,487 / 533
Ziggs,47.7,208 / 228
Ahri,47.6,553 / 608
Tahm Kench,47.5,828 / 914
Fizz,47.3,187 / 208
Trundle,47.2,309 / 346
Tristana,47.2,286 / 320
Taliyah,47.2,185 / 207
Zyra,47.1,170 / 191
Fiddlesticks,47.0,275 / 310
Braum,46.8,893 / 1015
Viktor,46.8,213 / 242
Orianna,46.7,628 / 718
Rengar,46.7,379 / 433
Karma,46.6,601 / 690
Rumble,46.6,132 / 151
Jax,46.5,351 / 404
Twitch,46.4,804 / 927
Aurelion Sol,46.3,171 / 198
Twisted Fate,46.2,315 / 367
Kha'Zix,46.1,467 / 546
Jhin,46.0,543 / 638
Cassiopeia,45.9,753 / 889
Xerath,45.8,606 / 716
Xin Zhao,45.7,233 / 277
Teemo,45.5,368 / 441
Morgana,45.4,349 / 419
Sona,45.4,183 / 220
Gnar,45.3,247 / 298
Kayle,45.3,227 / 274
Katarina,45.2,447 / 543
Elise,45.2,319 / 386
Vladimir,45.2,266 / 323
Cho'Gath,44.7,359 / 444
Nami,44.7,223 / 276
Shaco,44.7,180 / 223
Evelynn,44.6,374 / 465
Olaf,44.3,591 / 744
Anivia,44.3,386 / 486
Pantheon,44.2,611 / 772
Miss Fortune,44.1,340 / 431
Taric,43.8,256 / 329
Janna,43.5,342 / 444
Shyvana,43.5,120 / 156
Gragas,43.4,202 / 263
Karthus,43.3,320 / 419
Brand,43.1,90 / 119
Sylas,43.0,528 / 699
Heimerdinger,42.9,87 / 116
Lulu,42.8,708 / 948
Nidalee,42.8,303 / 405
Yuumi,42.7,913 / 1225
Darius,42.3,300 / 409
Renekton,42.3,202 / 275
Lux,41.9,112 / 155
Diana,41.8,100 / 139
Vel'Koz,41.6,170 / 239
Kindred,41.3,240 / 341
Swain,41.3,118 / 168
Soraka,40.8,256 / 372
Gangplank,39.0,186 / 291
Jayce,37.7,119 / 197
