Champion name,Win rate(%),Wins / losses
Riven,63.8,74 / 42
Warwick,61.7,37 / 23
Tryndamere,59.8,205 / 138
Irelia,59.6,699 / 473
Udyr,59.3,401 / 275
Volibear,59.1,68 / 47
Nocturne,57.5,96 / 71
Pyke,56.8,759 / 577
Shen,56.5,265 / 204
Nautilus,56.4,127 / 98
Urgot,56.3,9 / 7
Varus,56.0,70 / 55
Singed,54.6,507 / 422
Zilean,54.6,59 / 49
Senna,54.5,260 / 217
Leona,54.5,61 / 51
Ashe,54.4,137 / 115
Jinx,54.3,233 / 196
Camille,53.8,347 / 298
Skarner,53.8,272 / 234
Nasus,53.8,105 / 90
Nunu,53.6,149 / 129
Fizz,53.2,33 / 29
Yasuo,53.1,180 / 159
Orianna,52.8,102 / 91
Draven,52.8,84 / 75
Aphelios,52.7,356 / 319
Caitlyn,52.6,110 / 99
Taliyah,52.5,31 / 28
Kled,52.4,76 / 69
Fiora,52.3,263 / 240
Cassiopeia,52.3,92 / 84
Lissandra,52.0,26 / 24
Qiyana,51.9,122 / 113
Lee Sin,51.7,108 / 101
Hecarim,51.7,78 / 73
Rakan,51.6,199 / 187
Ivern,51.5,171 / 161
Akali,51.4,125 / 118
Master Yi,51.1,194 / 186
Sejuani,51.0,133 / 128
Kennen,50.8,169 / 164
Talon,50.6,41 / 40
Anivia,50.5,56 / 55
Ornn,50.4,141 / 139
Viktor,50.4,62 / 61
Amumu,50.4,60 / 59
Galio,50.3,78 / 77
Zac,50.0,119 / 119
Morgana,50.0,53 / 53
Jax,50.0,48 / 48
Corki,50.0,25 / 25
Aurelion Sol,50.0,23 / 23
Rammus,50.0,14 / 14
Graves,49.8,107 / 108
Sion,49.6,113 / 115
Alistar,49.3,106 / 109
Ezreal,49.2,278 / 287
Nami,49.1,28 / 29
Bard,49.0,129 / 134
Karma,49.0,97 / 101
Jarvan IV,49.0,70 / 73
Poppy,48.7,74 / 78
LeBlanc,48.7,56 / 59
Illaoi,48.7,38 / 40
Kog'Maw,48.6,125 / 132
Wukong,48.5,63 / 67
Thresh,48.4,133 / 142
Aatrox,48.3,221 / 237
Kai'Sa,48.3,114 / 122
Kayle,47.5,19 / 21
Mordekaiser,47.3,121 / 135
Zoe,47.2,67 / 75
Heimerdinger,47.1,16 / 18
Sett,47.0,124 / 140
Twisted Fate,47.0,55 / 62
Vayne,46.9,194 / 220
Twitch,46.7,93 / 106
Neeko,46.6,62 / 71
Ryze,46.5,99 / 114
Ekko,46.3,74 / 86
Ahri,46.3,62 / 72
Braum,45.9,153 / 180
Rek'Sai,45.8,87 / 103
Tristana,45.7,42 / 50
Xayah,45.6,110 / 131
Janna,45.6,41 / 49
Xin Zhao,45.6,36 / 43
Sivir,45.6,26 / 31
Maokai,45.5,56 / 67
Rengar,45.2,75 / 91
Dr. Mundo,45.2,52 / 63
Veigar,45.1,130 / 158
Gragas,45.0,18 / 22
Yuumi,44.9,141 / 173
Pantheon,44.8,81 / 100
Miss Fortune,44.6,58 / 72
Vi,44.4,24 / 30
Zyra,44.2,19 / 24
Nidalee,44.1,26 / 33
Malzahar,44.1,15 / 19
Syndra,43.9,115 / 147
Olaf,43.8,60 / 77
Blitzcrank,43.8,60 / 77
Katarina,43.8,53 / 68
Quinn,43.7,31 / 40
Xerath,43.5,94 / 122
Brand,43.5,30 / 39
Vel'Koz,43.3,13 / 17
Lux,43.2,16 / 21
Garen,43.2,16 / 21
Teemo,43.1,47 / 62
Sona,43.1,25 / 33
Jayce,42.9,18 / 24
Azir,42.7,112 / 150
Kha'Zix,42.4,61 / 83
Tahm Kench,42.3,58 / 79
Malphite,42.3,55 / 75
Gangplank,42.2,27 / 37
Soraka,42.1,45 / 62
Zed,41.5,68 / 96
Trundle,41.5,17 / 24
Elise,41.4,48 / 68
Kindred,41.3,57 / 81
Lucian,41.0,32 / 46
Vladimir,41.0,32 / 46
Darius,40.7,44 / 64
Kassadin,40.5,66 / 97
Taric,40.3,31 / 46
Annie,40.0,38 / 57
Lulu,39.5,101 / 155
Sylas,39.5,68 / 104
Jhin,38.2,66 / 107
Renekton,38.2,26 / 42
Shaco,37.7,20 / 33
Cho'Gath,37.3,66 / 111
Swain,36.7,18 / 31
Karthus,36.4,28 / 49
Fiddlesticks,36.4,24 / 42
Rumble,35.7,10 / 18
Yorick,35.3,12 / 22
Gnar,34.8,32 / 60
Kalista,34.8,8 / 15
Evelynn,34.6,45 / 85
Ziggs,33.3,17 / 34
Shyvana,25.7,9 / 26
Diana,25.0,1 / 3
