Champion name,Win rate(%),Wins / losses
Udyr,57.8,627 / 457
Singed,57.1,753 / 565
Garen,57.1,16 / 12
Jinx,56.5,122 / 94
Pyke,56.4,1227 / 947
Skarner,56.4,386 / 298
Galio,56.2,104 / 81
Ashe,55.6,164 / 131
Malzahar,55.6,70 / 56
Amumu,55.3,109 / 88
Sejuani,55.1,222 / 181
Tryndamere,55.0,302 / 247
Nocturne,55.0,104 / 85
Irelia,54.9,1390 / 1142
Volibear,54.5,168 / 140
Bard,54.3,437 / 368
Shen,54.3,317 / 267
Kennen,53.8,591 / 507
Leona,53.3,169 / 148
Camille,53.2,752 / 661
Nasus,53.2,361 / 317
Aatrox,52.9,514 / 458
Rammus,52.8,84 / 75
Nunu,52.7,301 / 270
Rakan,52.6,434 / 391
Graves,52.6,152 / 137
Fiora,52.4,722 / 656
Kassadin,52.4,98 / 89
Zyra,52.4,65 / 59
Zed,52.3,171 / 156
Zac,52.0,248 / 229
Ornn,51.9,370 / 343
Jax,51.7,164 / 153
Sion,51.5,308 / 290
Varus,51.5,156 / 147
Wukong,51.4,72 / 68
Ryze,51.2,243 / 232
Lissandra,51.2,63 / 60
Maokai,51.1,117 / 112
Yasuo,51.0,292 / 280
Lee Sin,51.0,244 / 234
Mordekaiser,50.9,356 / 344
Senna,50.8,434 / 420
Poppy,50.8,161 / 156
Qiyana,50.5,190 / 186
Tahm Kench,50.4,261 / 257
Viktor,50.4,59 / 58
Twitch,50.2,291 / 289
Nautilus,50.2,252 / 250
Sett,50.2,225 / 223
Caitlyn,50.0,288 / 288
Karma,50.0,243 / 243
Master Yi,50.0,191 / 191
Annie,50.0,146 / 146
Dr. Mundo,50.0,100 / 100
Urgot,50.0,39 / 39
Neeko,49.7,84 / 85
Ezreal,49.6,394 / 400
Kog'Maw,49.6,244 / 248
Ekko,49.6,187 / 190
Aphelios,49.4,945 / 968
Xayah,49.4,349 / 357
Alistar,49.2,295 / 305
Kled,49.2,181 / 187
Kai'Sa,49.1,311 / 322
Corki,49.1,54 / 56
Rek'Sai,49.0,206 / 214
Lucian,49.0,196 / 204
Blitzcrank,49.0,127 / 132
Cho'Gath,49.0,124 / 129
Azir,48.9,285 / 298
Ahri,48.7,221 / 233
Rengar,48.7,130 / 137
Kalista,48.6,104 / 110
Malphite,48.6,88 / 93
Swain,48.6,36 / 38
Thresh,48.3,346 / 371
Draven,48.3,217 / 232
Jarvan IV,48.2,146 / 157
Akali,48.1,182 / 196
Vayne,47.8,387 / 422
Veigar,47.8,283 / 309
Kha'Zix,47.8,155 / 169
Yorick,47.6,39 / 43
Kayle,47.5,47 / 52
Hecarim,47.4,156 / 173
Jhin,47.3,181 / 202
Tristana,47.3,79 / 88
Rumble,47.3,62 / 69
Ivern,47.2,342 / 382
Syndra,47.1,219 / 246
Twisted Fate,47.1,123 / 138
Olaf,47.0,243 / 274
Sona,46.9,90 / 102
Fiddlesticks,46.9,83 / 94
Vi,46.9,46 / 52
Katarina,46.7,135 / 154
Vel'Koz,46.6,69 / 79
Aurelion Sol,46.6,61 / 70
Zilean,46.3,95 / 110
Shyvana,46.2,43 / 50
Braum,46.1,292 / 341
Anivia,45.9,130 / 153
Gragas,45.9,102 / 120
Trundle,45.8,110 / 130
Elise,45.7,118 / 140
Sylas,45.5,224 / 268
Orianna,45.5,194 / 232
Teemo,45.5,148 / 177
Sivir,45.5,85 / 102
Xerath,45.2,206 / 250
Morgana,45.2,133 / 161
Gnar,45.2,75 / 91
Pantheon,45.1,198 / 241
Zoe,45.1,160 / 195
Taliyah,45.1,37 / 45
Cassiopeia,44.9,257 / 316
Shaco,44.9,61 / 75
Miss Fortune,44.6,103 / 128
Quinn,44.4,8 / 10
Xin Zhao,44.1,75 / 95
Janna,44.0,122 / 155
Evelynn,43.9,127 / 162
LeBlanc,43.8,121 / 155
Yuumi,43.7,312 / 402
Karthus,43.5,168 / 218
Warwick,43.5,67 / 87
Diana,43.4,62 / 81
Ziggs,43.3,74 / 97
Taric,43.2,76 / 100
Illaoi,42.5,71 / 96
Nidalee,41.9,104 / 144
Soraka,41.9,93 / 129
Riven,41.9,80 / 111
Fizz,41.7,70 / 98
Lulu,40.9,224 / 324
Nami,40.8,84 / 122
Lux,40.8,29 / 42
Renekton,39.5,47 / 72
Talon,39.4,67 / 103
Darius,39.3,81 / 125
Kindred,39.1,84 / 131
Vladimir,36.4,68 / 119
Brand,35.8,19 / 34
Gangplank,34.5,41 / 78
Jayce,31.8,14 / 30
Heimerdinger,22.2,4 / 14
