Champion name,Win rate(%),Wins / losses
Singed,60.4,1373 / 899
Irelia,59.6,3298 / 2235
Pyke,58.0,1801 / 1306
Udyr,58.0,1188 / 862
Skarner,58.0,655 / 475
Tryndamere,57.4,899 / 666
Kled,57.2,459 / 344
Camille,55.5,2121 / 1702
Fiora,55.4,1972 / 1588
Aatrox,55.3,1698 / 1373
Kennen,55.3,601 / 485
Sion,55.2,596 / 484
Nunu,55.2,508 / 413
Dr. Mundo,54.7,396 / 328
Hecarim,54.2,246 / 208
Ryze,53.9,461 / 395
Amumu,53.8,179 / 154
Yorick,53.8,84 / 72
Rakan,53.7,1098 / 948
Mordekaiser,53.6,1062 / 919
Warwick,53.4,473 / 413
Ahri,53.0,672 / 597
Sejuani,52.9,625 / 557
Zac,52.9,605 / 539
Nautilus,51.9,869 / 804
Aphelios,51.8,2067 / 1922
Sona,51.8,339 / 315
Lee Sin,51.5,637 / 601
Jax,51.5,519 / 489
Nami,51.4,303 / 287
Bard,51.2,702 / 669
Draven,51.1,660 / 631
Jarvan IV,51.1,245 / 234
Ivern,51.0,1149 / 1105
Aurelion Sol,51.0,297 / 285
Evelynn,50.8,311 / 301
Miss Fortune,50.7,601 / 584
Riven,50.7,342 / 333
Leona,50.6,396 / 387
Illaoi,50.1,233 / 232
Malphite,50.1,197 / 196
Thresh,50.0,1079 / 1077
Azir,50.0,449 / 449
Trundle,50.0,205 / 205
Shen,49.9,703 / 707
Rammus,49.9,306 / 307
Alistar,49.8,717 / 722
Syndra,49.7,656 / 665
Kassadin,49.7,289 / 293
Nasus,49.7,236 / 239
Nidalee,49.6,635 / 645
Rengar,49.6,298 / 303
Katarina,49.5,376 / 384
Blitzcrank,49.4,531 / 543
Malzahar,49.4,198 / 203
Kog'Maw,49.2,715 / 738
Volibear,49.2,369 / 381
Ziggs,49.2,226 / 233
Vi,49.2,174 / 180
Sivir,49.2,131 / 135
Yasuo,49.1,783 / 812
Neeko,49.1,482 / 499
Cassiopeia,48.9,862 / 901
Jinx,48.8,629 / 661
Kalista,48.8,283 / 297
Xayah,48.7,881 / 928
Zilean,48.7,420 / 443
Vayne,48.6,809 / 857
Vel'Koz,48.6,639 / 677
Qiyana,48.6,397 / 420
Caitlyn,48.5,663 / 705
Ornn,48.4,636 / 678
Orianna,48.3,577 / 617
Zoe,48.2,553 / 595
Ezreal,48.1,1203 / 1299
Twitch,48.0,768 / 831
Xerath,48.0,601 / 652
Annie,48.0,288 / 312
Rek'Sai,47.9,583 / 635
Senna,47.8,1079 / 1176
Twisted Fate,47.8,341 / 372
Morgana,47.8,299 / 326
Nocturne,47.8,108 / 118
Graves,47.6,538 / 592
Tristana,47.6,438 / 482
Akali,47.6,391 / 430
Zed,47.6,272 / 299
Ashe,47.5,486 / 537
Varus,47.5,395 / 436
Fizz,47.5,199 / 220
Jhin,47.4,558 / 620
Elise,47.4,528 / 586
Karthus,47.1,512 / 576
Kai'Sa,47.0,828 / 934
Pantheon,47.0,673 / 760
Ekko,46.9,557 / 631
Talon,46.9,313 / 354
Poppy,46.8,456 / 519
LeBlanc,46.8,398 / 453
Braum,46.7,983 / 1122
Anivia,46.6,435 / 499
Gragas,46.3,287 / 333
Viktor,46.2,215 / 250
Corki,46.1,95 / 111
Lucian,46.0,513 / 602
Olaf,46.0,490 / 575
Taric,46.0,259 / 304
Cho'Gath,46.0,126 / 148
Sett,45.9,543 / 640
Janna,45.8,441 / 522
Veigar,45.6,622 / 741
Soraka,45.5,332 / 398
Fiddlesticks,45.5,178 / 213
Lissandra,45.5,106 / 127
Karma,45.4,752 / 903
Zyra,45.4,143 / 172
Sylas,45.3,497 / 601
Yuumi,45.2,555 / 674
Master Yi,45.1,307 / 373
Swain,45.1,264 / 322
Tahm Kench,44.9,683 / 839
Maokai,44.7,409 / 505
Lulu,44.6,651 / 809
Kindred,44.4,311 / 389
Rumble,44.4,104 / 130
Heimerdinger,44.3,302 / 379
Quinn,44.3,78 / 98
Diana,43.9,173 / 221
Brand,43.8,153 / 196
Wukong,43.7,155 / 200
Vladimir,43.3,161 / 211
Shaco,43.2,147 / 193
Gnar,42.8,295 / 394
Galio,42.5,299 / 405
Kha'Zix,42.4,530 / 719
Xin Zhao,41.8,241 / 336
Teemo,41.7,228 / 319
Lux,41.6,97 / 136
Kayle,41.2,96 / 137
Gangplank,41.1,378 / 542
Darius,41.0,257 / 370
Jayce,41.0,213 / 306
Taliyah,40.9,113 / 163
Shyvana,40.6,123 / 180
Garen,40.5,53 / 78
Urgot,39.7,60 / 91
Renekton,39.3,206 / 318
