Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,cryhard,Challenger - 352 LP,47.6,10 / 11,roysiggi
#2,ADC,T1 T1,Challenger - 162 LP,64.5,171 / 94,Soraka
#3,Support,Aqua,Challenger - 129 LP,67.7,157 / 75,Trindor
#4,Jungle,Poppey,Challenger - 10 LP,54.0,289 / 246,NAVI
#5,ADC,Deft,Challenger - 5 LP,56.3,213 / 165,TheStriker9
#6,Mid,Foxy,Diamond I - 98 LP,56.8,167 / 127,Foxy
#7,ADC,Jotaro Kujo,Diamond I - 92 LP,54.9,175 / 144,Ithirul
#8,Top,Mr The Rat King,Diamond I - 91 LP,63.4,102 / 59,DangerousMolerat
#9,Mid,Giorno Giovanna,Diamond I - 51 LP,61.2,109 / 69,Ithirul
#10,Support,Egirl champs onl,Diamond I - 50 LP,54.2,194 / 164,Spooky
#11,Top,Salsa,Diamond I - 41 LP,58.4,234 / 167,YungYiga
#12,Top, IG TheShy,Diamond I - 41 LP,56.6,103 / 79,Oafers
#13,Support,Anbeeld,Diamond I - 38 LP,56.7,238 / 182,Anbeeld
#14,ADC,BöllerBusch,Diamond I - 35 LP,53.4,151 / 132,Jungler1337
#15,Support,Kutcher,Diamond I - 35 LP,52.1,126 / 116,Terra
#16,Top,AshenOne,Diamond I - 34 LP,56.9,95 / 72,Fells
#17,Top,Top,Diamond I - 27 LP,57.0,94 / 71,jksad
#18,Mid,Frimmy23,Diamond I - 25 LP,59.0,270 / 188,YoloMedic
#19,Jungle,Ceasarna,Diamond I - 24 LP,53.5,123 / 107,iampvm
#20,Support,Tratz,Diamond I - 19 LP,50.2,124 / 123,Tangil
#21,Support,Monkey Mokney,Diamond I - 14 LP,57.0,102 / 77,Ghacobe
#22,Jungle,EG Voutocu,Diamond I - 13 LP,51.7,149 / 139,EG Voutocu
#23,Top,TopBot,Diamond I - 12 LP,53.6,119 / 103,TangilBOT
#24,Mid,Salt,Diamond I - 9 LP,52.9,126 / 112,JMENDOZA
#25,Top,RNG Letme,Diamond I - 8 LP,46.9,136 / 154,LPLAhri
#26,Jungle,Test2,Diamond I - 7 LP,50.5,106 / 104,test
#27,Jungle,JglBot,Diamond I - 7 LP,50.0,125 / 125,TangilBOT
#28,Mid,GummyBear,Diamond I - 4 LP,57.4,117 / 87,Spezza
#29,ADC,Nero,Diamond I - 2 LP,56.6,107 / 82,Yzeerf
#30,Mid,Gavvondy,Diamond I - 0 LP,56.0,98 / 77,FranklinTime
#31,Support,Maïwenn,Diamond II - 95 LP,51.5,121 / 114,DitIsDonny
#32,Top,xxaznpuppy32xx,Diamond II - 94 LP,53.4,212 / 185,GamerGirls
#33,ADC,Vortex_c4,Diamond II - 93 LP,52.4,110 / 100,LumiFumi
#34,Support,R.Leg of Cauw,Diamond II - 93 LP,54.4,106 / 89,BooCauwMoo
#35,Mid,BOOCAUWMOO,Diamond II - 90 LP,48.0,195 / 211,BooCauwMoo
#36,ADC,Bilbo Gaggins,Diamond II - 84 LP,53.0,115 / 102,ImagineBaggins
#37,Jungle,Bibi,Diamond II - 84 LP,50.0,116 / 116,Troeton
#38,Support,BoquitaCampeon,Diamond II - 82 LP,52.4,87 / 79,Jon_14
#39,ADC,Sylmarae,Diamond II - 82 LP,51.6,158 / 148,Kythaela
#40,Support,Fells,Diamond II - 78 LP,54.3,95 / 80,Fells
#41,Top,Jodko,Diamond II - 74 LP,52.7,119 / 107,Jinxnator
#42,Top,Zuko,Diamond II - 74 LP,51.7,119 / 111,Lior
#43,Mid,Lucius ,Diamond II - 69 LP,56.8,96 / 73,Jungler1337
#44,Jungle,Pyosik,Diamond II - 67 LP,57.2,290 / 217,TheStriker9
#45,Jungle,Jinxnator,Diamond II - 62 LP,51.0,158 / 152,Jinxnator
#46,Jungle,Gnima,Diamond II - 61 LP,50.2,129 / 128,YoloMedic
#47,Top,Destructoid,Diamond II - 59 LP,48.3,126 / 135,YoloMedic
#48,Jungle,jekedeke,Diamond II - 59 LP,53.5,100 / 87,sauce
#49,Top,Ezio,Diamond II - 56 LP,52.3,135 / 123,TexeQ
#50,Mid,BottleCaps,Diamond II - 55 LP,50.7,109 / 106,Phost
#51,Jungle,EDG Clearlove7,Diamond II - 51 LP,53.5,107 / 93,RNGFirefox
#52,Mid,Flame,Diamond II - 49 LP,51.7,108 / 101,Hit_Critical
#53,Support,Trick789,Diamond II - 45 LP,61.3,87 / 55,Landmeeuw
#54,Mid,MidBot,Diamond II - 45 LP,50.4,120 / 118,TangilBOT
#55,Support,MUD Ogre,Diamond II - 42 LP,50.5,168 / 165,Randomness12
#56,ADC,Kudor88888882141,Diamond II - 35 LP,50.2,121 / 120,Mac
#57,Jungle,Topener,Diamond II - 34 LP,49.6,111 / 113,Byumbi
#58,Support,Emwues24,Diamond II - 34 LP,49.0,102 / 106,Jinxnator
#59,Support,Test5,Diamond II - 29 LP,56.3,85 / 66,test
#60,Mid,Gezar,Diamond II - 28 LP,65.1,99 / 53,Kai
#61,Jungle,Sparrow,Diamond II - 26 LP,52.5,137 / 124,Anbeeld
#62,ADC,Boop,Diamond II - 26 LP,52.2,108 / 99,Foxxo
#63,Jungle,woope,Diamond II - 26 LP,59.7,95 / 64,sanchesmemo
#64,ADC,ADC shen,Diamond II - 25 LP,51.6,96 / 90,shen adc
#65,Support,Deontic,Diamond II - 24 LP,52.5,83 / 75,TheRelic4411
#66,Jungle,110110010011,Diamond II - 22 LP,52.6,130 / 117,110110010011
#67,Top,circles,Diamond II - 22 LP,54.8,86 / 71,kokoko
#68,Top,MrBochka,Diamond II - 21 LP,50.5,140 / 137,Anbeeld
#69,Support,Jao,Diamond II - 18 LP,48.2,108 / 116,YoloMedic
#70,ADC,Kadlin,Diamond II - 16 LP,53.1,130 / 115,Jinxnator
#71,Support,Senzawa,Diamond II - 11 LP,54.7,128 / 106,Simp
#72,Top,Amouranth,Diamond II - 10 LP,53.4,181 / 158,Simp
#73,Jungle,MexicanPidgeon,Diamond II - 7 LP,51.9,109 / 101,LumiFumi
#74,Mid,violator,Diamond II - 7 LP,53.4,102 / 89,sanchesmemo
#75,Mid,Bye Bye Driver,Diamond II - 6 LP,50.4,128 / 126,110110010011
#76,Top,SmackyB,Diamond II - 3 LP,48.8,117 / 123,Byumbi
#77,Jungle,Blaze,Diamond II - 2 LP,52.6,101 / 91,Hit_Critical
#78,Support,Truth,Diamond II - 1 LP,49.4,157 / 161,Player2225
#79,Support,strawberry cow,Diamond III - 98 LP,52.2,93 / 85,annauwumarie
#80,Jungle,420~truaznkity,Diamond III - 96 LP,53.8,121 / 104,GamerGirls
#81,Jungle,time,Diamond III - 96 LP,50.8,100 / 97,schlafen
#82,ADC,Goblin,Diamond III - 94 LP,57.9,81 / 59,Ghacobe
#83,Top,DoinB,Diamond III - 91 LP,52.4,109 / 99,LordArtos
#84,Mid,Totoro the duck,Diamond III - 90 LP,49.8,106 / 107,Kuury
#85,Support,SEXY TAHM,Diamond III - 89 LP,50.0,78 / 78,HailOfBladesTahm
#86,Jungle,Zevton,Diamond III - 88 LP,51.6,95 / 89,polop900
#87,ADC,SelfishPanda,Diamond III - 85 LP,59.9,100 / 67,Mekaki
#88,Mid,whygar player,Diamond III - 84 LP,61.0,89 / 57,roysiggi
#89,Mid,Chovy,Diamond III - 82 LP,54.5,114 / 95,TheStriker9
#90,ADC,TES Jackeylove,Diamond III - 81 LP,50.0,129 / 129,LPLAhri
#91,Jungle,Pheoldre,Diamond III - 80 LP,51.8,115 / 107,Kythaela
#92,Jungle,Kong,Diamond III - 80 LP,54.9,113 / 93,YungYiga
#93,ADC,mind,Diamond III - 79 LP,55.1,125 / 102,schlafen
#94,ADC,strawberry dog,Diamond III - 78 LP,51.3,98 / 93,annauwumarie
#95,ADC,Test4,Diamond III - 78 LP,53.2,83 / 73,test
#96,Mid,Vergil,Diamond III - 67 LP,50.8,101 / 98,Yzeerf
#97,Mid,Coach,Diamond III - 67 LP,58.5,72 / 51,CrispTen
#98,ADC,PepeLaugh,Diamond III - 67 LP,46.6,130 / 149,LS
#99,Mid,Test3,Diamond III - 65 LP,55.3,114 / 92,test
#100,Support,CoreJJ,Diamond III - 64 LP,46.6,124 / 142,Opticreed
