Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 183 LP,64.8,219 / 119,Soraka
#2,Support,Aqua,Challenger - 140 LP,66.7,210 / 105,Trindor
#3,ADC,Deft,Challenger - 121 LP,58.7,267 / 188,TheStriker9
#4,Jungle,Pyosik,Challenger - 106 LP,59.6,374 / 254,TheStriker9
#5,Mid,BOOCAUWMOO,Challenger - 102 LP,52.2,258 / 236,BooCauwMoo
#6,Top,Salsa,Challenger - 41 LP,57.8,320 / 234,YungYiga
#7,Support,Anbeeld,Challenger - 18 LP,56.3,311 / 241,Anbeeld
#8,ADC,Kadlin,Challenger - 5 LP,55.9,189 / 149,Jinxnator
#9,Jungle,Gnima,Challenger - 2 LP,53.5,191 / 166,YoloMedic
#10,Mid,Frimmy23,Diamond I - 96 LP,58.9,344 / 240,YoloMedic
#11,Mid,Arteros,Diamond I - 94 LP,52.5,279 / 252,Anbeeld
#12,Mid,PepeCool,Diamond I - 91 LP,51.9,248 / 230,LS
#13,Support,Egirl champs onl,Diamond I - 90 LP,56.0,280 / 220,Spooky
#14,Mid,violator,Diamond I - 81 LP,55.7,192 / 153,sanchesmemo
#15,Jungle,Jinxnator,Diamond I - 72 LP,52.4,233 / 212,Jinxnator
#16,Support,Deontic,Diamond I - 66 LP,52.9,146 / 130,TheRelic4411
#17,Mid,whygar player,Diamond I - 65 LP,55.8,201 / 159,roysiggi
#18,Top,circles,Diamond I - 60 LP,54.8,165 / 136,kokoko
#19,Top,Mr The Rat King,Diamond I - 57 LP,57.0,172 / 130,DangerousMolerat
#20,ADC,Jotaro Kujo,Diamond I - 57 LP,54.2,249 / 210,Ithirul
#21,ADC,Sylmarae,Diamond I - 50 LP,53.3,244 / 214,Kythaela
#22,Jungle,Test2,Diamond I - 50 LP,52.9,182 / 162,test
#23,Support,KuroKy,Diamond I - 48 LP,51.9,208 / 193,NAVI
#24,Support,Tiriana,Diamond I - 46 LP,51.1,208 / 199,Kythaela
#25,ADC,Bilbo Gaggins,Diamond I - 46 LP,54.2,174 / 147,ImagineBaggins
#26,Top,CNanami,Diamond I - 44 LP,53.0,142 / 126,KittenViti
#27,ADC,SelfishPanda,Diamond I - 42 LP,57.9,176 / 128,Mekaki
#28,Jungle,110110010011,Diamond I - 42 LP,52.9,217 / 193,110110010011
#29,Support,BoquitaCampeon,Diamond I - 41 LP,53.7,153 / 132,Jon_14
#30,Mid,Giorno Giovanna,Diamond I - 38 LP,57.7,188 / 138,Ithirul
#31,ADC,ADC shen,Diamond I - 38 LP,52.5,179 / 162,shen adc
#32,Top,Top,Diamond I - 38 LP,56.8,155 / 118,jksad
#33,Top,Zuko,Diamond I - 36 LP,53.5,184 / 160,Lior
#34,Mid,Gezar,Diamond I - 36 LP,62.4,174 / 105,Kai
#35,ADC,Kogglemoggle,Diamond I - 35 LP,53.5,152 / 132,Sinker
#36,Mid,GummyBear,Diamond I - 34 LP,54.5,219 / 183,Spezza
#37,Support,Lambo Bambo,Diamond I - 34 LP,52.4,195 / 177,Byumbi
#38,Jungle,Poppey,Diamond I - 33 LP,53.9,366 / 313,NAVI
#39,Jungle,Bibi,Diamond I - 33 LP,51.4,186 / 176,Troeton
#40,Jungle,time,Diamond I - 32 LP,53.9,186 / 159,schlafen
#41,ADC,Geekymanxnlx,Diamond I - 26 LP,50.6,239 / 233,DitIsDonny
#42,ADC,TES Jackeylove,Diamond I - 26 LP,50.5,207 / 203,LPLAhri
#43,ADC,mind,Diamond I - 25 LP,54.3,207 / 174,schlafen
#44,Top,RNG Letme,Diamond I - 25 LP,48.9,195 / 204,LPLAhri
#45,Jungle,Kong,Diamond I - 24 LP,53.4,203 / 177,YungYiga
#46,Jungle,Superb,Diamond I - 22 LP,50.8,188 / 182,Spezza
#47,Support,MUD Ogre,Diamond I - 19 LP,51.8,230 / 214,Randomness12
#48,Jungle,JglBot,Diamond I - 17 LP,49.2,192 / 198,TangilBOT
#49,Top,Funn1k,Diamond I - 17 LP,51.4,231 / 218,NAVI
#50,Support,iEnygma,Diamond I - 17 LP,51.1,156 / 149,EG Voutocu
#51,Top, IG TheShy,Diamond I - 14 LP,54.3,170 / 143,Oafers
#52,Top,Broly,Diamond I - 13 LP,56.3,171 / 133,CrimsonEcho
#53,Top,Amouranth,Diamond I - 12 LP,52.2,272 / 249,Simp
#54,Jungle,MexicanPidgeon,Diamond I - 12 LP,51.6,177 / 166,LumiFumi
#55,Top,xxaznpuppy32xx,Diamond I - 12 LP,52.4,290 / 263,GamerGirls
#56,ADC,cryhard,Diamond I - 12 LP,46.4,71 / 82,roysiggi
#57,ADC,Kudor88888882141,Diamond I - 10 LP,51.8,192 / 179,Mac
#58,ADC,Vortex_c4,Diamond I - 10 LP,50.4,174 / 171,LumiFumi
#59,Support,Tratz,Diamond I - 8 LP,51.5,188 / 177,Tangil
#60,Support,Keria,Diamond I - 7 LP,51.1,204 / 195,TheStriker9
#61,Top,迈特晒,Diamond I - 7 LP,51.4,214 / 202,sayluca
#62,Support,FPX Crisp,Diamond I - 7 LP,49.5,196 / 200,LPLAhri
#63,Jungle,Achates,Diamond I - 4 LP,52.9,173 / 154,Hallend
#64,ADC,strawberry dog,Diamond I - 4 LP,51.5,194 / 183,annauwumarie
#65,Jungle,Zevton,Diamond I - 0 LP,53.1,172 / 152,polop900
#66,Support,Kutcher,Diamond I - 0 LP,50.9,202 / 195,Terra
#67,Jungle,Pheoldre,Diamond II - 98 LP,49.4,208 / 213,Kythaela
#68,Mid,MidBot,Diamond II - 97 LP,50.3,190 / 188,TangilBOT
#69,Top,Dumbass,Diamond II - 97 LP,50.3,200 / 198,Key
#70,Support,Emwues24,Diamond II - 97 LP,48.5,176 / 187,Jinxnator
#71,Jungle,EG Voutocu,Diamond II - 97 LP,50.4,214 / 211,EG Voutocu
