Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 237 LP,65.3,226 / 120,Soraka
#2,Support,Aqua,Challenger - 154 LP,67.0,219 / 108,Trindor
#3,ADC,Deft,Challenger - 147 LP,59.0,271 / 188,TheStriker9
#4,Jungle,Pyosik,Challenger - 125 LP,59.8,379 / 255,TheStriker9
#5,Mid,BOOCAUWMOO,Challenger - 103 LP,52.5,266 / 241,BooCauwMoo
#6,Top,xxaznpuppy32xx,Challenger - 13 LP,53.2,309 / 272,GamerGirls
#7,Top,Salsa,Challenger - 4 LP,57.4,328 / 243,YungYiga
#8,ADC,Kadlin,Challenger - 0 LP,56.0,201 / 158,Jinxnator
#9,Support,Anbeeld,Diamond I - 86 LP,56.1,317 / 248,Anbeeld
#10,Support,Tiriana,Diamond I - 81 LP,51.7,218 / 204,Kythaela
#11,Top,DoinB,Diamond I - 72 LP,52.4,228 / 207,LordArtos
#12,Support,BoquitaCampeon,Diamond I - 70 LP,54.5,164 / 137,Jon_14
#13,Mid,Foxy,Diamond I - 66 LP,55.1,238 / 194,Foxy
#14,Support,Maïwenn,Diamond I - 66 LP,51.3,217 / 206,DitIsDonny
#15,ADC,Kudor88888882141,Diamond I - 63 LP,52.6,210 / 189,Mac
#16,Jungle,Poppey,Diamond I - 62 LP,54.2,386 / 326,NAVI
#17,Mid,GummyBear,Diamond I - 62 LP,54.9,231 / 190,Spezza
#18,Mid,Frimmy23,Diamond I - 59 LP,58.6,351 / 248,YoloMedic
#19,Support,R.Leg of Cauw,Diamond I - 52 LP,51.0,196 / 188,BooCauwMoo
#20,Mid,violator,Diamond I - 49 LP,55.7,215 / 171,sanchesmemo
#21,Jungle,Bibi,Diamond I - 48 LP,52.0,198 / 183,Troeton
#22,Mid,Gezar,Diamond I - 46 LP,62.3,182 / 110,Kai
#23,Jungle,Pheoldre,Diamond I - 46 LP,50.3,229 / 226,Kythaela
#24,Support,CoreJJ,Diamond I - 42 LP,49.8,214 / 216,Opticreed
#25,Top,Jodko,Diamond I - 41 LP,50.8,197 / 191,Jinxnator
#26,Jungle,Gnima,Diamond I - 40 LP,52.9,201 / 179,YoloMedic
#27,Top,Dumbass,Diamond I - 40 LP,50.7,217 / 211,Key
#28,Mid,Totoro the duck,Diamond I - 38 LP,50.1,198 / 197,Kuury
#29,Jungle,Topener,Diamond I - 37 LP,49.8,206 / 208,Byumbi
#30,Mid,Giorno Giovanna,Diamond I - 37 LP,57.7,198 / 145,Ithirul
#31,Mid,Cambleur,Diamond I - 37 LP,53.6,156 / 135,EG Voutocu
#32,Top,RNG Letme,Diamond I - 35 LP,49.6,210 / 213,LPLAhri
#33,Support,Lambo Bambo,Diamond I - 33 LP,52.5,212 / 192,Byumbi
#34,Support,Emwues24,Diamond I - 33 LP,48.7,192 / 202,Jinxnator
#35,Support,MUD Ogre,Diamond I - 33 LP,52.2,241 / 221,Randomness12
#36,Support,Deontic,Diamond I - 33 LP,52.6,154 / 139,TheRelic4411
#37,Mid,MidBot,Diamond I - 32 LP,51.0,206 / 198,TangilBOT
#38,Top,MrBochka,Diamond I - 31 LP,52.1,221 / 203,Anbeeld
#39,ADC,Bilbo Gaggins,Diamond I - 31 LP,53.7,187 / 161,ImagineBaggins
#40,Mid,Salt,Diamond I - 30 LP,53.1,212 / 187,JMENDOZA
#41,Top,Punchaubuns,Diamond I - 29 LP,54.5,162 / 135,LumiFumi
#42,Support,iEnygma,Diamond I - 29 LP,51.3,164 / 156,EG Voutocu
#43,ADC,SelfishPanda,Diamond I - 28 LP,57.6,189 / 139,Mekaki
#44,Jungle,110110010011,Diamond I - 27 LP,52.9,229 / 204,110110010011
#45,Top,Mr The Rat King,Diamond I - 27 LP,56.6,180 / 138,DangerousMolerat
#46,ADC,mind,Diamond I - 26 LP,54.6,219 / 182,schlafen
#47,ADC,Kogglemoggle,Diamond I - 26 LP,53.3,160 / 140,Sinker
#48,ADC,cryhard,Diamond I - 25 LP,48.7,94 / 99,roysiggi
#49,ADC,Vortex_c4,Diamond I - 23 LP,50.8,186 / 180,LumiFumi
#50,Jungle,Kong,Diamond I - 22 LP,53.7,219 / 189,YungYiga
#51,Jungle,Ceasarna,Diamond I - 22 LP,52.7,226 / 203,iampvm
#52,Jungle,time,Diamond I - 22 LP,53.6,196 / 170,schlafen
#53,ADC,Sylmarae,Diamond I - 19 LP,52.9,254 / 226,Kythaela
#54,ADC,Reign,Diamond I - 18 LP,51.7,233 / 218,ephemeral
#55,Jungle,MexicanPidgeon,Diamond I - 17 LP,52.4,193 / 175,LumiFumi
#56,Jungle,EG Voutocu,Diamond I - 17 LP,50.7,227 / 221,EG Voutocu
#57,Support,Test5,Diamond I - 17 LP,54.9,162 / 133,test
#58,ADC,TES Jackeylove,Diamond I - 16 LP,50.6,222 / 217,LPLAhri
#59,Support,Tratz,Diamond I - 16 LP,51.9,200 / 185,Tangil
#60,Top,Zuko,Diamond I - 15 LP,53.4,195 / 170,Lior
#61,Support,Fells,Diamond I - 12 LP,51.9,174 / 161,Fells
#62,Top,circles,Diamond I - 11 LP,53.6,172 / 149,kokoko
#63,ADC,ADC shen,Diamond I - 11 LP,52.5,191 / 173,shen adc
#64,Top, IG TheShy,Diamond I - 11 LP,54.3,184 / 155,Oafers
#65,Mid,Arteros,Diamond I - 10 LP,51.9,284 / 263,Anbeeld
#66,Support,Kutcher,Diamond I - 10 LP,51.2,214 / 204,Terra
#67,Mid,whygar player,Diamond I - 9 LP,55.2,211 / 171,roysiggi
#68,Jungle,Achates,Diamond I - 8 LP,52.8,181 / 162,Hallend
#69,ADC,Geekymanxnlx,Diamond I - 7 LP,51.2,259 / 247,DitIsDonny
#70,ADC,Test4,Diamond I - 6 LP,52.4,172 / 156,test
#71,Jungle,Superb,Diamond I - 5 LP,50.5,198 / 194,Spezza
#72,Top,Destructoid,Diamond I - 4 LP,50.5,205 / 201,YoloMedic
#73,Top,迈特晒,Diamond I - 4 LP,51.3,224 / 213,sayluca
#74,Jungle,Zevton,Diamond I - 3 LP,53.2,183 / 161,polop900
#75,Mid,PepeCool,Diamond I - 2 LP,51.6,257 / 241,LS
#76,Mid,Flame,Diamond I - 1 LP,51.1,191 / 183,Hit_Critical
#77,Support,Monkey Mokney,Diamond I - 1 LP,52.4,178 / 162,Ghacobe
#78,Top,Top,Diamond I - 1 LP,56.2,164 / 128,jksad
#79,ADC,BöllerBusch,Diamond I - 0 LP,51.5,233 / 219,Jungler1337
#80,Jungle,funnel is dead,Diamond II - 99 LP,50.3,165 / 163,roysiggi
#81,Support,春夜蓝,Diamond II - 99 LP,56.3,170 / 132,sayluca
#82,Top,DRX Deft,Diamond II - 98 LP,52.6,161 / 145,Tokyo Smurfer
#83,Support,Egirl champs onl,Diamond II - 96 LP,55.2,291 / 236,Spooky
#84,Jungle,Test2,Diamond II - 92 LP,52.1,188 / 173,test
#85,Top,strawberry snail,Diamond II - 91 LP,53.5,200 / 174,annauwumarie
#86,ADC,Jotaro Kujo,Diamond II - 90 LP,53.6,259 / 224,Ithirul
#87,Support,Trick789,Diamond II - 88 LP,55.1,152 / 124,Landmeeuw
#88,Jungle,420~truaznkity,Diamond II - 88 LP,50.2,213 / 211,GamerGirls
#89,Top,Amouranth,Diamond II - 87 LP,52.1,282 / 259,Simp
#90,Jungle,woope,Diamond II - 82 LP,53.7,176 / 152,sanchesmemo
#91,Top,Broly,Diamond II - 81 LP,55.1,178 / 145,CrimsonEcho
#92,ADC,strawberry dog,Diamond II - 81 LP,50.8,203 / 197,annauwumarie
#93,Jungle,strawberry cat,Diamond II - 79 LP,49.4,195 / 200,annauwumarie
#94,Top,Ezio,Diamond II - 78 LP,51.3,210 / 199,TexeQ
#95,Mid,Bye Bye Driver,Diamond II - 76 LP,50.9,216 / 208,110110010011
#96,Support,FPX Crisp,Diamond II - 76 LP,48.8,202 / 212,LPLAhri
#97,Jungle,JglBot,Diamond II - 74 LP,49.0,204 / 212,TangilBOT
#98,Top,CNanami,Diamond II - 74 LP,51.5,150 / 141,KittenViti
#99,Support,strawberry cow,Diamond II - 73 LP,51.2,194 / 185,annauwumarie
#100,Top,AshenOne,Diamond II - 73 LP,53.3,176 / 154,Fells
