Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,cryhard,Challenger - 585 LP,72.5,50 / 19,roysiggi
#2,Top,RNG Letme,Challenger - 457 LP,76.1,54 / 17,LPLAhri
#3,ADC,T1 T1,Challenger - 123 LP,64.0,71 / 40,Soraka
#4,Mid,BOOCAUWMOO,Challenger - 52 LP,54.3,132 / 111,BooCauwMoo
#5,Jungle,Pyosik,Challenger - 19 LP,59.3,102 / 70,TheStriker9
#6,Mid,Frimmy23,Challenger - 15 LP,58.6,197 / 139,YoloMedic
#7,Support,Aqua,Challenger - 15 LP,59.4,98 / 67,Trindor
#8,Jungle,JglBot,Diamond I - 89 LP,59.4,85 / 58,TangilBOT
#9,Top,Salsa,Diamond I - 79 LP,56.3,116 / 90,YungYiga
#10,Mid,Salt,Diamond I - 76 LP,58.0,65 / 47,JMENDOZA
#11,ADC,BöllerBusch,Diamond I - 67 LP,52.4,75 / 68,Jungler1337
#12,Support,Emwues24,Diamond I - 60 LP,56.4,75 / 58,Jinxnator
#13,ADC,Vortex_c4,Diamond I - 56 LP,58.9,66 / 46,LumiFumi
#14,Mid,Totoro the duck,Diamond I - 55 LP,54.4,80 / 67,Kuury
#15,Top,AshenOne,Diamond I - 52 LP,54.4,98 / 82,Fells
#16,Top,Zuko,Diamond I - 45 LP,52.6,113 / 102,Lior
#17,Mid,PepeCool,Diamond I - 45 LP,49.7,74 / 75,LS
#18,Jungle,Gnima,Diamond I - 43 LP,53.6,126 / 109,YoloMedic
#19,ADC,Sylmarae,Diamond I - 39 LP,55.0,111 / 91,Kythaela
#20,Support,Egirl champs onl,Diamond I - 26 LP,49.7,81 / 82,Spooky
#21,Support,Jao,Diamond I - 25 LP,53.8,98 / 84,YoloMedic
#22,Jungle,Test2,Diamond I - 18 LP,52.4,87 / 79,test
#23,Mid,Seirilyvia,Diamond I - 17 LP,51.1,97 / 93,Kythaela
#24,ADC,Texe,Diamond I - 16 LP,57.1,80 / 60,TexeQ
#25,Support,Help,Diamond I - 14 LP,55.9,62 / 49,Key
#26,Jungle,Sparrow,Diamond I - 12 LP,55.6,69 / 55,Anbeeld
#27,Top,Ezio,Diamond I - 10 LP,55.4,62 / 50,TexeQ
#28,Jungle,Jinxnator,Diamond I - 9 LP,46.8,89 / 101,Jinxnator
#29,Support,Kutcher,Diamond I - 5 LP,58.8,57 / 40,Terra
#30,Support,GeT OutFlayed,Diamond I - 3 LP,54.7,64 / 53,Mac
#31,ADC,GNR.UZI,Diamond II - 99 LP,53.4,63 / 55,theshy
#32,Jungle,Bibi,Diamond II - 99 LP,52.2,95 / 87,Troeton
