Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,Pyosik,Challenger - 272 LP,61.2,415 / 263,TheStriker9
#2,Support,Aqua,Challenger - 233 LP,67.4,244 / 118,Trindor
#3,ADC,Deft,Challenger - 227 LP,59.8,301 / 202,TheStriker9
#4,ADC,T1 T1,Challenger - 196 LP,65.0,251 / 135,Soraka
#5,Top,Salsa,Challenger - 104 LP,58.5,367 / 260,YungYiga
#6,Jungle,Poppey,Challenger - 93 LP,55.5,441 / 354,NAVI
#7,Support,Anbeeld,Challenger - 67 LP,56.8,351 / 267,Anbeeld
#8,Mid,BOOCAUWMOO,Challenger - 60 LP,53.0,294 / 261,BooCauwMoo
#9,ADC,Sylmarae,Challenger - 36 LP,54.5,300 / 250,Kythaela
#10,Mid,Frimmy23,Challenger - 22 LP,59.4,442 / 302,YoloMedic
#11,ADC,Kadlin,Challenger - 20 LP,56.6,249 / 191,Jinxnator
#12,Mid,Giorno Giovanna,Challenger - 11 LP,58.1,237 / 171,Ithirul
#13,ADC,cryhard,Challenger - 10 LP,53.1,139 / 123,roysiggi
#14,Top,xxaznpuppy32xx,Challenger - 9 LP,53.6,360 / 312,GamerGirls
#15,Support,Egirl champs onl,Challenger - 6 LP,55.7,333 / 265,Spooky
#16,Jungle,Jinxnator,Challenger - 1 LP,52.9,282 / 251,Jinxnator
#17,Top,DoinB,Challenger - 0 LP,53.4,286 / 250,LordArtos
#18,Support,Kutcher,Diamond I - 90 LP,52.7,252 / 226,Terra
#19,Jungle,EG Voutocu,Diamond I - 89 LP,51.9,270 / 250,EG Voutocu
#20,Support,Jao,Diamond I - 83 LP,49.6,235 / 239,YoloMedic
#21,Top,RNG Letme,Diamond I - 78 LP,51.3,269 / 255,LPLAhri
#22,Mid,Foxy,Diamond I - 77 LP,54.9,280 / 230,Foxy
#23,Mid,PepeCool,Diamond I - 66 LP,52.3,303 / 276,LS
#24,Mid,Slimsnoker,Diamond I - 63 LP,52.5,177 / 160,Slimsnoker
#25,Top,MrBochka,Diamond I - 57 LP,52.9,261 / 232,Anbeeld
#26,Support,FPX Crisp,Diamond I - 52 LP,50.2,247 / 245,LPLAhri
#27,Top,Top,Diamond I - 50 LP,55.3,192 / 155,jksad
#28,ADC,SelfishPanda,Diamond I - 49 LP,57.1,232 / 174,Mekaki
#29,Support,CoreJJ,Diamond I - 47 LP,50.4,249 / 245,Opticreed
#30,Support,R.Leg of Cauw,Diamond I - 46 LP,50.4,226 / 222,BooCauwMoo
#31,Mid,Cat Mid,Diamond I - 45 LP,54.1,144 / 122,kkdj20
#32,Jungle,Pheoldre,Diamond I - 42 LP,50.2,272 / 270,Kythaela
#33,ADC,Jotaro Kujo,Diamond I - 42 LP,53.9,295 / 252,Ithirul
#34,Jungle,Bibi,Diamond I - 37 LP,52.6,241 / 217,Troeton
#35,ADC,Kudor88888882141,Diamond I - 36 LP,52.2,256 / 234,Mac
#36,Mid,MidBot,Diamond I - 35 LP,51.1,240 / 230,TangilBOT
#37,Top,strawberry snail,Diamond I - 33 LP,53.0,238 / 211,annauwumarie
#38,Top,Destructoid,Diamond I - 31 LP,50.3,250 / 247,YoloMedic
#39,Mid,BottleCaps,Diamond I - 27 LP,50.8,230 / 223,Phost
#40,Jungle,Zevton,Diamond I - 25 LP,53.0,222 / 197,polop900
#41,Jungle,Kong,Diamond I - 24 LP,53.8,261 / 224,YungYiga
#42,Support,Senzawa,Diamond I - 23 LP,51.9,241 / 223,Simp
#43,ADC,Vortex_c4,Diamond I - 20 LP,50.2,215 / 213,LumiFumi
#44,Jungle,EDG Clearlove7,Diamond I - 19 LP,51.3,210 / 199,RNGFirefox
#45,Mid,Frethborn,Diamond I - 19 LP,50.7,227 / 221,Jinxnator
#46,Support,SEXY TAHM,Diamond I - 18 LP,49.9,183 / 184,HailOfBladesTahm
#47,Mid,violator,Diamond I - 18 LP,55.2,258 / 209,sanchesmemo
#48,Jungle,Ceasarna,Diamond I - 18 LP,53.2,277 / 244,iampvm
#49,Mid,Lucius ,Diamond I - 17 LP,51.1,188 / 180,Jungler1337
#50,Support,春夜蓝,Diamond I - 16 LP,56.4,216 / 167,sayluca
#51,Support,Emwues24,Diamond I - 16 LP,49.8,235 / 237,Jinxnator
#52,Support,strawberry cow,Diamond I - 15 LP,50.5,230 / 225,annauwumarie
#53,Support,Trick789,Diamond I - 14 LP,54.4,187 / 157,Landmeeuw
#54,Top,circles,Diamond I - 14 LP,53.1,197 / 174,kokoko
#55,Jungle,David Chen,Diamond I - 13 LP,48.7,206 / 217,DitIsDonny
#56,ADC,Geekymanxnlx,Diamond I - 12 LP,51.1,308 / 295,DitIsDonny
#57,Top,Mr The Rat King,Diamond I - 12 LP,54.7,208 / 172,DangerousMolerat
