Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,cryhard,Challenger - 368 LP,25.0,2 / 6,roysiggi
#2,Top,RNG Letme,Challenger - 207 LP,25.0,2 / 6,LPLAhri
#3,Support,Aqua,Challenger - 4 LP,70.5,43 / 18,Trindor
#4,Mid,Arteros,Diamond I - 90 LP,68.5,37 / 17,Anbeeld
#5,Jungle,Pyosik,Diamond I - 82 LP,69.4,25 / 11,TheStriker9
#6,ADC,T1 T1,Diamond I - 25 LP,65.1,28 / 15,Soraka
#7,Top,xxaznpuppy32xx,Diamond I - 13 LP,62.9,44 / 26,GamerGirls
#8,Mid,Frimmy23,Diamond I - 5 LP,64.3,27 / 15,YoloMedic
#9,Top,Salsa,Diamond I - 0 LP,60.7,34 / 22,YungYiga
#10,ADC,Deft,Diamond II - 84 LP,61.8,34 / 21,TheStriker9
#11,ADC,Kudor88888882141,Diamond II - 59 LP,61.7,29 / 18,Mac
#12,Jungle,JglBot,Diamond II - 52 LP,52.6,30 / 27,TangilBOT
#13,Mid,BOOCAUWMOO,Diamond II - 51 LP,33.3,11 / 22,BooCauwMoo
#14,Mid,Salt,Diamond II - 25 LP,60.8,31 / 20,JMENDOZA
#15,ADC,BöllerBusch,Diamond II - 10 LP,59.1,26 / 18,Jungler1337
#16,Support,Tratz,Diamond II - 8 LP,58.3,21 / 15,Tangil
#17,Jungle,RNG mlxg,Diamond II - 8 LP,57.7,41 / 30,LPLAhri
#18,ADC,Bilbo Gaggins,Diamond II - 8 LP,69.2,27 / 12,ImagineBaggins
#19,Top,Aryze,Diamond III - 88 LP,61.0,25 / 16,sanchesmemo
#20,Mid,BottleCaps,Diamond III - 83 LP,59.0,23 / 16,Phost
#21,Mid,violator,Diamond III - 76 LP,63.6,28 / 16,sanchesmemo
#22,Jungle,Ceasarna,Diamond III - 73 LP,62.9,22 / 13,iampvm
#23,Top,Dumbass,Diamond III - 72 LP,57.5,23 / 17,Key
#24,Mid,Byumbert,Diamond III - 72 LP,58.8,40 / 28,Byumbi
#25,ADC,Jotaro Kujo,Diamond III - 72 LP,60.5,26 / 17,Ithirul
#26,Support,MUD Ogre,Diamond III - 70 LP,65.1,28 / 15,Randomness12
#27,Support,BoquitaCampeon,Diamond III - 69 LP,51.7,15 / 14,Jon_14
#28,Support,Egirl champs onl,Diamond III - 68 LP,51.4,19 / 18,Spooky
#29,Jungle,Blaze,Diamond III - 65 LP,59.0,23 / 16,Hit_Critical
#30,Support,CoreJJ,Diamond III - 61 LP,56.7,17 / 13,Opticreed
#31,Top,Ezio,Diamond III - 56 LP,59.2,29 / 20,TexeQ
#32,Top,DoinB,Diamond III - 53 LP,64.3,27 / 15,LordArtos
#33,Jungle,Poppey,Diamond III - 48 LP,51.8,29 / 27,NAVI
#34,Top,AshenOne,Diamond III - 47 LP,56.7,17 / 13,Fells
#35,ADC,Geekymanxnlx,Diamond III - 47 LP,56.1,32 / 25,DitIsDonny
#36,Jungle,Jinxnator,Diamond III - 45 LP,51.3,20 / 19,Jinxnator
#37,ADC,Vortex_c4,Diamond III - 43 LP,54.1,20 / 17,LumiFumi
#38,Top,Zuko,Diamond III - 40 LP,48.5,32 / 34,Lior
#39,Support,Jao,Diamond III - 40 LP,48.9,22 / 23,YoloMedic
#40,Top,Top,Diamond III - 39 LP,59.4,19 / 13,jksad
#41,Mid,Seirilyvia,Diamond III - 39 LP,50.9,27 / 26,Kythaela
#42,Support,Truth,Diamond III - 37 LP,55.8,24 / 19,Player2225
#43,Jungle,EG Voutocu,Diamond III - 37 LP,51.9,28 / 26,EG Voutocu
#44,Jungle,110110010011,Diamond III - 33 LP,50.0,21 / 21,110110010011
#45,Mid,Foxy,Diamond III - 30 LP,59.1,26 / 18,Foxy
#46,ADC,GNR.UZI,Diamond III - 29 LP,47.5,19 / 21,theshy
#47,Jungle,Test2,Diamond III - 27 LP,42.4,14 / 19,test
#48,Support,healslut,Diamond III - 27 LP,68.8,22 / 10,roysiggi
#49,Mid,PepeCool,Diamond III - 26 LP,51.4,38 / 36,LS
#50,Top,Destructoid,Diamond III - 26 LP,53.6,15 / 13,YoloMedic
#51,Support,Tiriana,Diamond III - 24 LP,65.1,28 / 15,Kythaela
#52,ADC,Sylmarae,Diamond III - 18 LP,52.1,25 / 23,Kythaela
#53,Top,迈特晒,Diamond III - 16 LP,53.5,23 / 20,sayluca
#54,Support,Kutcher,Diamond III - 12 LP,48.1,13 / 14,Terra
#55,ADC,Reign,Diamond III - 10 LP,51.6,16 / 15,ephemeral
#56,Mid,MidBot,Diamond III - 10 LP,55.8,24 / 19,TangilBOT
#57,Jungle,Kong,Diamond III - 10 LP,82.6,19 / 4,YungYiga
#58,Support,FPX Crisp,Diamond III - 6 LP,56.4,31 / 24,LPLAhri
