Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 285 LP,60.7,447 / 290,willchungtester
#2,Support,HelpingX,Challenger - 276 LP,61.4,510 / 320,Felixxx
#3,Jungle,tarzaned,Challenger - 149 LP,60.8,623 / 402,Tyler1
#4,Jungle,Stupid Jungler,Challenger - 113 LP,62.5,590 / 354,PooPooPeePee
#5,Jungle,AttSeeker,Challenger - 102 LP,59.3,767 / 527,PaxVan
#6,Top,Scarra,Challenger - 85 LP,63.1,582 / 341,OfflineTV
#7,Jungle,Prophet,Challenger - 81 LP,58.2,753 / 541,Four
#8,Jungle,Canyon,Challenger - 66 LP,59.3,610 / 418,YamatoCannon
#9,Top,DoinB,Challenger - 56 LP,58.4,684 / 488,LordArtos
#10,Jungle,Aela ,Challenger - 51 LP,58.4,602 / 429,MolscarZX
#11,Support,unicornpetpetuwu,Challenger - 51 LP,59.5,437 / 298,GamerGirls
#12,ADC,lumbago,Challenger - 47 LP,52.7,538 / 482,debauchery
#13,Jungle,Papafrita,Challenger - 40 LP,59.6,720 / 489,NismanSlayer
#14,Top,SheIsLegal,Challenger - 40 LP,56.0,739 / 580,PaxVan
#15,ADC,Rem-chan,Challenger - 40 LP,56.1,623 / 488,Kuurys
#16,Jungle,Kaltch,Challenger - 35 LP,60.9,501 / 322,Princess
#17,Support,Eclipsed,Challenger - 34 LP,56.2,805 / 627,cmoney847
#18,Mid,Factor,Challenger - 32 LP,56.7,774 / 591,thefactor7
#19,Top,GuppyMilk,Challenger - 29 LP,57.7,652 / 478,gespenst
#20,Jungle,a tsm reject,Challenger - 28 LP,52.7,773 / 695,aquietghost
#21,ADC,Lidl Bear,Challenger - 27 LP,54.0,757 / 646,wertyce
#22,Support,DieFliegendeKuh,Challenger - 26 LP,53.8,776 / 667,doofboy13
#23,Top,KSet,Challenger - 25 LP,55.3,657 / 532,CJackz
#24,Jungle,Nunu V2,Challenger - 24 LP,59.0,833 / 578,willchung1024
#25,Jungle,SmelliElli,Challenger - 24 LP,58.1,641 / 462,bigjon
#26,Mid,garbz,Challenger - 18 LP,53.7,859 / 742,garbz
#27,Jungle,Freja,Challenger - 18 LP,58.4,751 / 536,ornstein123
#28,Mid,Chovy,Challenger - 16 LP,60.1,815 / 541,TheStriker9
#29,Jungle,Clid 2.0,Challenger - 13 LP,55.6,646 / 515,Coach_Kim
#30,Jungle,TheSecretWeapon,Challenger - 13 LP,56.9,721 / 547,Erknaite
#31,Support,Wilde,Challenger - 11 LP,54.7,909 / 753,Wealth_and_Taste
#32,Support,Rookie,Challenger - 11 LP,56.7,671 / 513,LordArtos
#33,Jungle,ggbebe,Challenger - 8 LP,57.0,1068 / 805,garbz
#34,Top,Alistar top,Challenger - 3 LP,55.1,729 / 594,roysiggi 2 
#35,Support,Rabbit5,Diamond I - 99 LP,54.0,726 / 618,willchungtester
#36,Top,pulsion,Diamond I - 89 LP,55.9,869 / 686,garbz
#37,Support,Layzrone,Diamond I - 87 LP,54.2,658 / 556,Wormy -iwtd-
#38,Support,Grewpolis,Diamond I - 82 LP,51.4,648 / 612,Dicliffier
#39,Mid,0/10 yasuo,Diamond I - 78 LP,53.7,779 / 672,aquietghost
#40,Top,WoodenInternet,Diamond I - 77 LP,54.8,664 / 547,TheShruik2
