Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 286 LP,60.7,444 / 288,willchungtester
#2,Support,HelpingX,Challenger - 258 LP,61.3,501 / 316,Felixxx
#3,Jungle,tarzaned,Challenger - 209 LP,60.7,592 / 384,Tyler1
#4,Jungle,Stupid Jungler,Challenger - 150 LP,62.7,554 / 330,PooPooPeePee
#5,Support,Eclipsed,Challenger - 140 LP,56.6,766 / 588,cmoney847
#6,Top,Scarra,Challenger - 91 LP,63.1,545 / 319,OfflineTV
#7,Jungle,Freja,Challenger - 76 LP,58.8,737 / 516,ornstein123
#8,Jungle,Aela ,Challenger - 72 LP,58.7,586 / 413,MolscarZX
#9,Jungle,AttSeeker,Challenger - 63 LP,59.1,733 / 507,PaxVan
#10,ADC,Leysu,Challenger - 57 LP,51.4,557 / 527,Memersticks
#11,Jungle,Prophet,Challenger - 50 LP,57.9,703 / 512,Four
#12,ADC,snky,Challenger - 48 LP,56.5,627 / 483,haxplague1
#13,Jungle,Clid 2.0,Challenger - 45 LP,55.9,627 / 495,Coach_Kim
#14,Jungle,Canyon,Challenger - 38 LP,59.1,563 / 389,YamatoCannon
#15,ADC,fnc jjboce adc,Challenger - 33 LP,52.2,628 / 576,jjboce
#16,Top,SheIsLegal,Challenger - 33 LP,55.9,699 / 552,PaxVan
#17,Jungle,SmelliElli,Challenger - 30 LP,58.3,622 / 445,bigjon
#18,Jungle,Nunu V2,Challenger - 26 LP,58.8,785 / 550,willchung1024
#19,ADC,Rem-chan,Challenger - 26 LP,55.8,581 / 461,Kuurys
#20,Support,DieFliegendeKuh,Challenger - 23 LP,53.6,740 / 640,doofboy13
#21,Mid,Chovy,Challenger - 20 LP,60.6,724 / 470,TheStriker9
#22,Support,Emwues24,Challenger - 16 LP,50.5,574 / 562,Jinxnator
#23,Top,DoinB,Challenger - 14 LP,57.8,635 / 463,LordArtos
#24,Support,DedeKong,Challenger - 13 LP,50.3,653 / 646,PooPooPeePee
#25,Top,GuppyMilk,Challenger - 13 LP,57.5,613 / 454,gespenst
#26,Jungle,Terrified,Challenger - 12 LP,55.3,1041 / 843,MaverickG
#27,Top,SilSol,Challenger - 8 LP,57.2,634 / 474,silsoleuw
#28,Top,KSet,Challenger - 4 LP,54.9,614 / 504,CJackz
#29,Top,Dyronus,Challenger - 3 LP,53.8,378 / 324,whirlywind
#30,ADC,Karma,Challenger - 2 LP,56.2,552 / 431,Dark Pact
#31,Jungle,Papafrita,Challenger - 1 LP,59.2,668 / 460,NismanSlayer
#32,Top,pulsion,Diamond I - 98 LP,56.0,799 / 627,garbz
#33,Mid,Factor,Diamond I - 97 LP,56.5,720 / 555,thefactor7
#34,Support,unicornpetpetuwu,Diamond I - 97 LP,59.3,377 / 259,GamerGirls
#35,Support,Rookie,Diamond I - 96 LP,56.3,605 / 469,LordArtos
#36,Jungle,Kaltch,Diamond I - 94 LP,60.4,472 / 309,Princess
#37,Top,WoodenInternet,Diamond I - 91 LP,54.8,624 / 514,TheShruik2
#38,Top,CHADWICK,Diamond I - 89 LP,56.0,417 / 327,MaverickG2
#39,Top,Alistar top,Diamond I - 89 LP,55.1,695 / 566,roysiggi 2 
#40,Jungle,110110010011,Diamond I - 82 LP,56.3,711 / 552,110110010011
#41,Top,cp mccreamy,Diamond I - 81 LP,56.4,726 / 561,Meow woeM
#42,Support,Princess,Diamond I - 81 LP,60.9,451 / 290,Princess
#43,ADC,UziisBack,Diamond I - 81 LP,50.0,681 / 681,Zettohail
#44,ADC,lumbago,Diamond I - 80 LP,52.0,490 / 452,debauchery
#45,ADC,Green Arrow,Diamond I - 73 LP,53.4,559 / 488,JamesM
#46,Mid,Roaming Idiot,Diamond I - 73 LP,50.2,608 / 602,Darkheart
#47,Jungle,ggbebe,Diamond I - 73 LP,56.5,980 / 753,garbz
#48,Mid,Michizurf,Diamond I - 70 LP,56.3,391 / 304,Kaspookyy
#49,Jungle,a tsm reject,Diamond I - 69 LP,52.2,707 / 648,aquietghost
#50,Support,Stracchino,Diamond I - 69 LP,52.6,415 / 374,LovelyKangaroo
#51,Mid,Choky,Diamond I - 63 LP,54.7,736 / 609,Key
#52,Mid,Heleneski,Diamond I - 62 LP,51.7,742 / 692,PooPooPeePee
#53,Support,BeryL,Diamond I - 61 LP,48.3,582 / 622,YamatoCannon
#54,ADC,Lidl Bear,Diamond I - 60 LP,53.8,716 / 616,wertyce
#55,Support,fnc jjboce sup,Diamond I - 60 LP,55.0,652 / 534,jjboce
#56,Top,Big Boy Slappy,Diamond I - 58 LP,52.3,570 / 520,dericos
#57,Support,LTR102.5 NEW HIT,Diamond I - 57 LP,53.6,580 / 503,ButaNoKami
#58,Mid,Angelo,Diamond I - 57 LP,49.1,550 / 570,importedasian
#59,Top,Ayu,Diamond I - 56 LP,55.4,787 / 634,Bitesized
#60,Support,Pyrospirit ,Diamond I - 56 LP,50.1,645 / 643,Gawaine
#61,Top,Seneca,Diamond I - 55 LP,51.0,689 / 663,Wealth_and_Taste
#62,Jungle,BigBillsPlatypus,Diamond I - 53 LP,57.3,714 / 533,Viserra0325
#63,ADC,Soju,Diamond I - 53 LP,54.4,839 / 704,Bitesized
#64,Top,Jarun,Diamond I - 53 LP,52.9,462 / 411,Memersticks
#65,Top,Heimerdonger,Diamond I - 52 LP,54.4,749 / 628,TimoMacDonut
#66,Support,Wilde,Diamond I - 51 LP,54.1,856 / 725,Wealth_and_Taste
#67,Support,pneu,Diamond I - 51 LP,53.1,786 / 693,garbz
#68,Top,Fabrizio Frizzi,Diamond I - 51 LP,55.9,702 / 554,CQANQKA
#69,Support,Phoquiche ,Diamond I - 51 LP,54.4,654 / 548,Phoquiche 
#70,ADC,Teddy,Diamond I - 51 LP,56.0,603 / 474,Kim
#71,Mid,hackigel,Diamond I - 49 LP,52.9,513 / 457,Pogchampion
#72,Top,Fantasy,Diamond I - 49 LP,55.0,711 / 582,WildChoas
#73,Support,Backpack,Diamond I - 48 LP,51.5,683 / 644,Zettohail
#74,ADC,EzReallyNotHard,Diamond I - 47 LP,51.6,620 / 581,PooPooPeePee
#75,Mid,midblake,Diamond I - 47 LP,52.8,549 / 490,blakespace1
#76,Mid,xXxGirlHaverxXx,Diamond I - 47 LP,51.8,428 / 398,PaxVan
#77,Mid,0/10 yasuo,Diamond I - 46 LP,53.4,698 / 608,aquietghost
#78,Mid,Midlaner23,Diamond I - 44 LP,52.8,736 / 658,js2614
#79,Jungle,Blind Idiot,Diamond I - 43 LP,56.1,796 / 623,Darkheart
#80,Top,Qavv,Diamond I - 43 LP,52.5,611 / 552,Eqqrollss
#81,Top,Halekild,Diamond I - 43 LP,52.6,842 / 759,Elythys
#82,Top,Togato,Diamond I - 43 LP,54.5,641 / 536,Megadava
#83,Jungle,Methodz,Diamond I - 43 LP,53.3,782 / 685,Trindor
#84,ADC,Berseker,Diamond I - 42 LP,51.6,480 / 451,kkOma
#85,Support,suppbeast777,Diamond I - 42 LP,54.3,706 / 595,squzzz
#86,ADC,Pokimane,Diamond I - 42 LP,55.3,668 / 540,Simp
#87,Top,Natlas,Diamond I - 42 LP,48.1,664 / 717,Trindor
#88,ADC,Tha Toad,Diamond I - 41 LP,52.5,531 / 481,Tha toad
#89,Mid,NameOfYourMid,Diamond I - 41 LP,52.4,586 / 533,BigBrain
#90,Mid,garbz,Diamond I - 41 LP,53.0,784 / 694,garbz
#91,Mid,Neekolul,Diamond I - 41 LP,52.2,643 / 588,Simp
#92,Jungle,Souless,Diamond I - 40 LP,56.9,1056 / 799,Bitesized
#93,Top,angryairair,Diamond I - 39 LP,50.5,458 / 449,woodlandapple
#94,Support,Gelato,Diamond I - 39 LP,50.2,536 / 531,NismanSlayer
#95,Mid,Anežka,Diamond I - 39 LP,52.4,694 / 631,GAMEUJU
#96,Support,JaoLan,Diamond I - 38 LP,49.5,779 / 795,kcheng6996
#97,ADC,Ornstein,Diamond I - 38 LP,54.6,782 / 649,ebaines
#98,Top,SmackyB,Diamond I - 38 LP,51.7,356 / 332,Byumbi
#99,Top,Biopanther,Diamond I - 37 LP,60.5,299 / 195,Best region 
#100,Top,Rantaro,Diamond I - 37 LP,54.6,684 / 568,rrice
