Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 276 LP,60.6,453 / 294,willchungtester
#2,Support,HelpingX,Challenger - 192 LP,61.4,581 / 365,Felixxx
#3,Jungle,Stupid Jungler,Challenger - 185 LP,62.8,651 / 385,PooPooPeePee
#4,Top,Scarra,Challenger - 173 LP,63.3,661 / 383,OfflineTV
#5,Jungle,tarzaned,Challenger - 107 LP,61.2,681 / 432,Tyler1
#6,Jungle,Prophet,Challenger - 92 LP,58.4,774 / 552,Four
#7,Jungle,SmelliElli,Challenger - 87 LP,58.4,676 / 481,bigjon
#8,Mid,Bournoff,Challenger - 69 LP,50.4,603 / 594,reaganhau
#9,ADC,lumbago,Challenger - 54 LP,53.4,593 / 518,debauchery
#10,Jungle,Equilibrium,Challenger - 52 LP,53.6,970 / 839,wertyce
#11,Jungle,AttSeeker,Challenger - 47 LP,59.5,846 / 576,PaxVan
#12,Top,pulsion,Challenger - 39 LP,56.2,922 / 718,garbz
#13,Jungle,Nunu V2,Challenger - 33 LP,59.1,871 / 602,willchung1024
#14,Jungle,ggbebe,Challenger - 33 LP,57.2,1131 / 846,garbz
#15,ADC,Rem-chan,Challenger - 29 LP,56.1,678 / 531,Kuurys
#16,Support,ReaganHau,Challenger - 28 LP,49.5,546 / 558,reaganhau
#17,Mid,Factor,Challenger - 26 LP,56.6,819 / 628,thefactor7
#18,Support,suppbeast777,Challenger - 21 LP,55.1,841 / 685,squzzz
#19,Support,Eclipsed,Challenger - 21 LP,56.3,860 / 667,cmoney847
#20,ADC,fnc jjboce adc,Challenger - 19 LP,52.6,720 / 650,jjboce
#21,Jungle,Canyon,Challenger - 13 LP,58.8,660 / 462,YamatoCannon
#22,Jungle,Clid 2.0,Challenger - 12 LP,55.8,705 / 558,Coach_Kim
#23,Jungle,Papafrita,Challenger - 12 LP,59.4,767 / 525,NismanSlayer
#24,ADC,Abeel,Challenger - 7 LP,53.0,659 / 584,NismanSlayer
#25,Top,DoinB,Challenger - 4 LP,57.9,724 / 526,LordArtos
#26,Mid,garbz,Challenger - 2 LP,53.8,927 / 796,garbz
#27,Top,KSet,Diamond I - 98 LP,55.2,715 / 580,CJackz
#28,Mid,Meta Mid,Diamond I - 97 LP,56.8,813 / 618,tkrow
#29,Jungle,Intkos,Diamond I - 96 LP,55.4,909 / 733,Razael
#30,Support,zazee,Diamond I - 94 LP,49.2,469 / 485,crownshot
#31,Top,Leon4242,Diamond I - 92 LP,52.1,429 / 395,ButaNoKami
#32,Support,Salut,Diamond I - 91 LP,51.6,851 / 797,moxir
#33,Support,Violette,Diamond I - 89 LP,51.5,723 / 681,TheRedMan88
#34,Jungle,NotYato,Diamond I - 86 LP,54.9,576 / 474,Yato17
#35,Support,unicornpetpetuwu,Diamond I - 86 LP,59.3,527 / 362,GamerGirls
#36,Jungle,DardochMental,Diamond I - 85 LP,51.0,831 / 798,kcheng6996
#37,Top,SheIsLegal,Diamond I - 85 LP,56.5,847 / 653,PaxVan
#38,ADC,Slayer,Diamond I - 84 LP,48.6,723 / 764,GooseHouse
#39,Top,cocko,Diamond I - 84 LP,53.0,574 / 510,crownshot
#40,Jungle,Aela ,Diamond I - 82 LP,57.8,635 / 464,MolscarZX
#41,ADC,Noob,Diamond I - 81 LP,55.2,753 / 612,Baleygr
#42,Support,pneu,Diamond I - 79 LP,53.9,929 / 794,garbz
#43,Jungle,Kaltch,Diamond I - 75 LP,61.0,571 / 365,Princess
#44,ADC,cumshot,Diamond I - 74 LP,50.9,741 / 715,crownshot
#45,Mid,Taco,Diamond I - 74 LP,52.3,534 / 488,Mac
#46,Mid,DeliciousMilk,Diamond I - 73 LP,54.2,995 / 841,Bitesized
#47,Jungle,Heroofthevalley,Diamond I - 73 LP,57.1,731 / 550,Tha toad
#48,Support,Rookie,Diamond I - 73 LP,56.4,729 / 564,LordArtos
#49,Mid,Rabbit8,Diamond I - 71 LP,54.8,754 / 623,racingrabbits3
#50,Top,cp mccreamy,Diamond I - 70 LP,56.7,854 / 652,Meow woeM
#51,Jungle,Freja,Diamond I - 70 LP,58.0,839 / 607,ornstein123
#52,Jungle,Bliz,Diamond I - 70 LP,51.7,850 / 793,GooseHouse
#53,Support,xplayz4dayz,Diamond I - 70 LP,57.5,712 / 526,froggen
#54,Top,FarmFarmFarm,Diamond I - 69 LP,55.2,840 / 683,moonrat
#55,Top,Akari,Diamond I - 69 LP,50.9,972 / 937,GooseHouse
#56,Mid,Maverick,Diamond I - 67 LP,51.2,730 / 696,MaverickG
#57,Support,KC Helaz,Diamond I - 66 LP,58.9,447 / 312,kcorp
#58,Mid,midhigh,Diamond I - 65 LP,57.8,591 / 432,squzz
#59,ADC,GAMEUJU,Diamond I - 64 LP,49.7,793 / 804,GAMEUJU
#60,ADC,Pokimane,Diamond I - 64 LP,54.9,807 / 663,Simp
#61,Top,Brennus,Diamond I - 62 LP,51.9,751 / 697,darkhorse298
#62,Top,Kick,Diamond I - 62 LP,52.5,608 / 550,Gurrnak
#63,Mid,Fakerz,Diamond I - 62 LP,48.7,731 / 770,xingst
#64,Mid,Atlas,Diamond I - 60 LP,57.6,373 / 275,SSE217
