Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 291 LP,60.7,447 / 289,willchungtester
#2,Support,HelpingX,Challenger - 256 LP,61.3,504 / 318,Felixxx
#3,Jungle,Stupid Jungler,Challenger - 207 LP,62.8,580 / 344,PooPooPeePee
#4,Top,Scarra,Challenger - 179 LP,63.4,575 / 332,OfflineTV
#5,Jungle,tarzaned,Challenger - 126 LP,60.7,614 / 398,Tyler1
#6,Jungle,Prophet,Challenger - 89 LP,58.1,744 / 537,Four
#7,Jungle,Aela ,Challenger - 78 LP,58.7,601 / 423,MolscarZX
#8,Jungle,Papafrita,Challenger - 75 LP,59.6,712 / 482,NismanSlayer
#9,Support,unicornpetpetuwu,Challenger - 72 LP,59.5,428 / 291,GamerGirls
#10,Top,DoinB,Challenger - 64 LP,58.4,678 / 482,LordArtos
#11,Jungle,Canyon,Challenger - 64 LP,59.3,607 / 416,YamatoCannon
#12,Jungle,Nunu V2,Challenger - 56 LP,59.1,824 / 570,willchung1024
#13,ADC,Lidl Bear,Challenger - 56 LP,54.2,752 / 636,wertyce
#14,ADC,lumbago,Challenger - 53 LP,52.7,525 / 472,debauchery
#15,Top,GuppyMilk,Challenger - 42 LP,57.8,645 / 470,gespenst
#16,Jungle,SmelliElli,Challenger - 41 LP,58.3,640 / 458,bigjon
#17,Jungle,AttSeeker,Challenger - 40 LP,58.9,745 / 519,PaxVan
#18,Jungle,Freja,Challenger - 37 LP,58.5,749 / 531,ornstein123
#19,Support,DieFliegendeKuh,Challenger - 37 LP,53.8,770 / 660,doofboy13
#20,Mid,Factor,Challenger - 30 LP,56.7,764 / 583,thefactor7
#21,ADC,Rem-chan,Challenger - 28 LP,55.9,609 / 480,Kuurys
#22,Top,SheIsLegal,Challenger - 25 LP,55.9,718 / 567,PaxVan
#23,Jungle,Kaltch,Challenger - 23 LP,60.8,497 / 321,Princess
#24,Jungle,Clid 2.0,Challenger - 20 LP,55.7,640 / 509,Coach_Kim
#25,Support,Rabbit5,Challenger - 16 LP,54.1,720 / 611,willchungtester
