Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 276 LP,60.6,453 / 294,willchungtester
#2,Jungle,tarzaned,Challenger - 183 LP,60.9,633 / 406,Tyler1
#3,Support,HelpingX,Challenger - 151 LP,61.2,520 / 329,Felixxx
#4,Support,unicornpetpetuwu,Challenger - 151 LP,59.9,462 / 309,GamerGirls
#5,Jungle,Stupid Jungler,Challenger - 146 LP,63.0,636 / 374,PooPooPeePee
#6,Jungle,AttSeeker,Challenger - 135 LP,59.3,780 / 536,PaxVan
#7,Jungle,SmelliElli,Challenger - 85 LP,58.3,658 / 470,bigjon
#8,Jungle,Prophet,Challenger - 73 LP,58.1,758 / 546,Four
#9,Top,Scarra,Challenger - 71 LP,63.0,595 / 350,OfflineTV
#10,Jungle,Aela ,Challenger - 69 LP,58.6,612 / 432,MolscarZX
#11,ADC,lumbago,Challenger - 57 LP,53.0,557 / 493,debauchery
#12,Jungle,Canyon,Challenger - 56 LP,59.2,619 / 426,YamatoCannon
#13,Top,SheIsLegal,Challenger - 53 LP,56.3,763 / 592,PaxVan
#14,ADC,Lidl Bear,Challenger - 52 LP,54.0,780 / 664,wertyce
#15,Top,DoinB,Challenger - 49 LP,58.3,695 / 497,LordArtos
#16,Jungle,Nunu V2,Challenger - 41 LP,59.2,842 / 581,willchung1024
#17,Support,Eclipsed,Challenger - 40 LP,56.3,822 / 637,cmoney847
#18,ADC,invention,Challenger - 37 LP,54.1,844 / 715,garbz
#19,Mid,Factor,Challenger - 33 LP,56.6,790 / 605,thefactor7
#20,Jungle,Freja,Challenger - 32 LP,58.4,767 / 546,ornstein123
#21,Mid,Heleneski,Challenger - 30 LP,52.4,828 / 753,PooPooPeePee
#22,Support,DieFliegendeKuh,Challenger - 28 LP,53.8,791 / 678,doofboy13
#23,Mid,garbz,Challenger - 27 LP,53.7,883 / 760,garbz
#24,Support,Rookie,Challenger - 20 LP,56.7,686 / 523,LordArtos
#25,Top,pulsion,Challenger - 15 LP,56.0,885 / 696,garbz
#26,ADC,Rem-chan,Challenger - 14 LP,55.8,638 / 505,Kuurys
#27,Jungle,Papafrita,Challenger - 13 LP,59.3,728 / 499,NismanSlayer
#28,Top,Alistar top,Challenger - 12 LP,55.2,745 / 605,roysiggi 2 
#29,Jungle,Kaltch,Challenger - 10 LP,60.5,511 / 334,Princess
#30,Top,GuppyMilk,Challenger - 10 LP,57.5,663 / 491,gespenst
#31,Mid,MidHE,Challenger - 8 LP,53.8,828 / 711,tyrion
#32,Support,DedeKong,Challenger - 7 LP,50.4,751 / 740,PooPooPeePee
#33,Jungle,ggbebe,Challenger - 4 LP,57.0,1085 / 819,garbz
#34,Mid,Chovy,Challenger - 4 LP,59.8,837 / 562,TheStriker9
#35,Top,KSet,Diamond I - 98 LP,55.0,665 / 543,CJackz
#36,Support,pneu,Diamond I - 92 LP,53.8,886 / 760,garbz
#37,ADC,Abeel,Diamond I - 89 LP,52.6,616 / 556,NismanSlayer
#38,Jungle,Clid 2.0,Diamond I - 88 LP,55.4,658 / 530,Coach_Kim
#39,Top,GwynLordofCinder,Diamond I - 86 LP,52.5,928 / 839,yukioken
#40,Jungle,TheSecretWeapon,Diamond I - 86 LP,56.6,729 / 558,Erknaite
#41,Support,Grewpolis,Diamond I - 84 LP,51.5,667 / 628,Dicliffier
#42,Jungle,Jglkekw,Diamond I - 80 LP,51.2,753 / 718,shaqui
#43,Mid,Rabbit8,Diamond I - 79 LP,54.5,701 / 586,racingrabbits3
#44,Top,Bde,Diamond I - 76 LP,53.6,755 / 654,Deu13
#45,Support,zazee,Diamond I - 75 LP,49.0,425 / 443,crownshot
#46,Mid,Everglaid,Diamond I - 74 LP,49.9,707 / 711,yukioken
#47,ADC,Huangdi,Diamond I - 72 LP,55.0,604 / 494,Anzaielh
#48,Mid,Yuumi Mid,Diamond I - 72 LP,52.4,697 / 632,Noon
#49,ADC,Leysu,Diamond I - 70 LP,51.6,647 / 606,Memersticks
#50,Jungle,110110010011,Diamond I - 70 LP,56.4,765 / 592,110110010011
#51,Jungle,Souless,Diamond I - 67 LP,56.9,1153 / 872,Bitesized
#52,Mid,Williamp,Diamond I - 65 LP,52.2,610 / 559,Nicchoe
