Champion name,Win rate(%),Wins / losses
Karthus,55.9,19004 / 14972
Ivern,53.1,2676 / 2362
Sona,52.6,997 / 899
Ahri,52.4,17199 / 15611
Renekton,52.4,13718 / 12463
Karma,52.4,2920 / 2648
Warwick,52.1,2256 / 2070
Pyke,52.0,13508 / 12450
Maokai,51.9,5686 / 5272
Rakan,51.8,5645 / 5243
Morgana,51.8,1015 / 944
Soraka,51.7,1298 / 1214
Nami,51.6,718 / 674
Nautilus,51.4,9269 / 8766
Nunu,51.2,6584 / 6271
Ornn,51.2,4463 / 4246
Bard,51.1,9780 / 9349
Cho'Gath,51.0,3505 / 3361
Sett,50.9,7161 / 6894
Sejuani,50.9,5877 / 5675
Quinn,50.9,1771 / 1705
Qiyana,50.8,1962 / 1901
Fiora,50.7,892 / 868
Ekko,50.6,9974 / 9721
Kassadin,50.6,4099 / 3996
Yuumi,50.6,1446 / 1410
Anivia,50.6,368 / 359
Miss Fortune,50.5,1945 / 1908
Blitzcrank,50.4,5302 / 5209
Lillia,50.4,1608 / 1580
Zilean,50.4,679 / 668
Neeko,50.3,6890 / 6818
Garen,50.3,2553 / 2520
Xayah,50.2,4797 / 4756
Poppy,50.2,4296 / 4263
Talon,50.2,1485 / 1471
Volibear,50.1,4991 / 4976
Shen,50.1,4398 / 4383
Darius,50.1,1569 / 1563
Veigar,50.1,1092 / 1088
Jax,50.0,732 / 732
Galio,49.9,2457 / 2468
Wukong,49.9,2288 / 2293
Lulu,49.9,2130 / 2136
Fizz,49.9,1641 / 1647
Ryze,49.9,1378 / 1384
Rek'Sai,49.9,1117 / 1120
Rumble,49.9,534 / 537
Kled,49.7,571 / 579
Zoe,49.6,2347 / 2385
Dr. Mundo,49.6,1735 / 1763
Vladimir,49.5,1439 / 1469
Jarvan IV,49.5,1223 / 1246
Udyr,49.4,1301 / 1335
Rammus,49.4,934 / 955
Zac,49.3,2276 / 2339
Amumu,49.3,1288 / 1322
Jayce,49.3,1200 / 1236
Vi,49.3,1171 / 1202
Teemo,49.3,665 / 684
Janna,49.1,594 / 616
Malzahar,49.1,342 / 354
LeBlanc,49.0,2520 / 2627
Syndra,48.9,1823 / 1906
Swain,48.9,1311 / 1371
Riven,48.8,1563 / 1638
Aurelion Sol,48.8,959 / 1007
Master Yi,48.8,716 / 751
Pantheon,48.7,3363 / 3545
Malphite,48.7,1652 / 1741
Sion,48.7,840 / 885
Tahm Kench,48.6,970 / 1024
Camille,48.5,2195 / 2327
Kai'Sa,48.4,3994 / 4262
Aphelios,48.4,3370 / 3592
Leona,48.4,2293 / 2443
Katarina,48.4,1962 / 2095
Aatrox,48.4,1961 / 2093
Ezreal,48.3,3107 / 3320
Akali,48.3,2727 / 2922
Zed,48.3,2037 / 2181
Caitlyn,48.1,1854 / 2003
Mordekaiser,48.0,1740 / 1883
Singed,48.0,1586 / 1716
Evelynn,48.0,1024 / 1109
Hecarim,47.9,657 / 716
Elise,47.8,1002 / 1095
Gragas,47.8,899 / 982
Taric,47.8,395 / 432
Ziggs,47.8,234 / 256
Diana,47.7,945 / 1037
Ashe,47.6,1981 / 2177
Alistar,47.5,1971 / 2179
Lee Sin,47.5,1500 / 1656
Jhin,47.5,1393 / 1537
Corki,47.5,598 / 662
Jinx,47.4,1415 / 1572
Urgot,47.3,1037 / 1157
Varus,47.1,1205 / 1353
Tristana,47.1,908 / 1020
Nasus,47.1,874 / 980
Illaoi,47.1,204 / 229
Xin Zhao,47.0,203 / 229
Nidalee,46.6,1018 / 1166
Draven,46.6,941 / 1078
Thresh,46.5,2214 / 2546
Senna,46.5,832 / 959
Rengar,46.5,751 / 863
Shyvana,46.5,476 / 547
Vayne,46.4,1864 / 2150
Kog'Maw,46.3,1247 / 1446
Trundle,46.3,902 / 1046
Tryndamere,46.2,404 / 470
Lissandra,46.2,189 / 220
Kayn,46.0,994 / 1168
Cassiopeia,46.0,488 / 572
Fiddlesticks,45.9,821 / 968
Kennen,45.9,446 / 526
Twitch,45.7,2035 / 2420
Lucian,45.6,1414 / 1687
Sylas,45.5,1024 / 1227
Xerath,45.5,443 / 531
Kha'Zix,45.4,564 / 677
Braum,45.3,1804 / 2175
Taliyah,45.3,511 / 617
Sivir,45.2,604 / 731
Irelia,45.1,1138 / 1383
Zyra,45.1,358 / 435
Gangplank,45.0,1123 / 1370
Viktor,44.9,536 / 659
Skarner,44.9,424 / 521
Gnar,44.7,372 / 461
Olaf,44.6,542 / 673
Graves,44.2,976 / 1231
Nocturne,44.2,611 / 770
Yasuo,44.1,1886 / 2387
Yorick,44.1,232 / 294
Annie,43.8,852 / 1095
Orianna,43.8,520 / 667
Kindred,43.5,315 / 409
Brand,43.4,393 / 513
Azir,43.2,486 / 638
Heimerdinger,42.4,430 / 583
Twisted Fate,41.9,321 / 446
Kalista,41.8,590 / 822
Shaco,41.2,232 / 331
Vel'Koz,41.0,394 / 567
Kayle,39.9,420 / 633
Lux,39.9,291 / 438
