Champion name,Win rate(%),Wins / losses
Pyke,54.8,90925 / 75046
Nautilus,53.8,81057 / 69531
Draven,52.8,25503 / 22762
Thresh,52.5,28902 / 26099
Sivir,52.1,9865 / 9066
Riven,51.8,16343 / 15212
Maokai,51.7,32694 / 30553
Amumu,51.7,6366 / 5947
Senna,51.6,30379 / 28515
Leona,51.5,12271 / 11567
Janna,51.5,12074 / 11352
Tryndamere,51.4,3509 / 3319
Lissandra,51.3,2446 / 2326
Quinn,51.2,7708 / 7349
Shen,51.1,23825 / 22783
Poppy,51.0,22104 / 21220
Ezreal,51.0,21390 / 20519
Vi,51.0,4465 / 4289
Aurelion Sol,50.9,12037 / 11589
Heimerdinger,50.9,7374 / 7117
Udyr,50.9,4653 / 4495
Sejuani,50.8,34819 / 33711
Ryze,50.7,12925 / 12549
Ziggs,50.6,3406 / 3327
Sett,50.5,43444 / 42601
Yasuo,50.5,19818 / 19401
Fiora,50.5,6689 / 6560
Anivia,50.5,2235 / 2191
Ivern,50.4,41749 / 41069
Warwick,50.4,8587 / 8455
Ekko,50.3,39034 / 38598
Ornn,50.3,22117 / 21816
LeBlanc,50.3,15117 / 14927
Xayah,50.2,25168 / 24982
Irelia,50.2,8825 / 8757
Fizz,50.2,8745 / 8671
Talon,50.2,6913 / 6847
Akali,50.1,15795 / 15763
Evelynn,50.1,5247 / 5229
Viktor,50.1,3947 / 3928
Neeko,50.0,31467 / 31441
Cho'Gath,50.0,29498 / 29532
Qiyana,50.0,16201 / 16199
Kog'Maw,50.0,13847 / 13853
Wukong,50.0,8924 / 8914
Galio,49.9,14259 / 14310
Lucian,49.8,10896 / 10988
Jhin,49.8,8011 / 8076
Yuumi,49.8,7475 / 7532
Jayce,49.8,4972 / 5007
Aphelios,49.7,31256 / 31690
Ahri,49.6,70860 / 71932
Renekton,49.6,48595 / 49403
Camille,49.6,16975 / 17244
Pantheon,49.6,14382 / 14602
Vayne,49.6,11822 / 12027
Yone,49.6,10687 / 10871
Miss Fortune,49.6,7800 / 7928
Azir,49.6,5082 / 5158
Karthus,49.5,34863 / 35609
Nunu,49.5,21818 / 22274
Cassiopeia,49.5,7283 / 7433
Braum,49.4,7074 / 7250
Varus,49.4,6606 / 6764
Syndra,49.4,4492 / 4604
Rumble,49.3,2613 / 2686
Xerath,49.3,2409 / 2473
Kassadin,49.2,13844 / 14313
Caitlyn,49.2,13363 / 13796
Katarina,49.2,6879 / 7094
Bard,49.1,37951 / 39359
Rammus,49.1,6402 / 6625
Malphite,49.1,5636 / 5845
Kai'Sa,49.0,17104 / 17787
Volibear,49.0,16901 / 17567
Hecarim,49.0,3372 / 3515
Illaoi,49.0,684 / 713
Zed,48.9,7839 / 8177
Gangplank,48.9,5418 / 5669
Taric,48.9,1938 / 2022
Garen,48.8,11699 / 12280
Jinx,48.8,9633 / 10095
Lillia,48.8,9392 / 9856
Twitch,48.7,12073 / 12724
Mordekaiser,48.7,5510 / 5804
Graves,48.7,4169 / 4386
Rek'Sai,48.6,5050 / 5343
Veigar,48.6,4330 / 4582
Orianna,48.5,3958 / 4202
Rakan,48.4,34513 / 36731
Kennen,48.4,6133 / 6529
Lee Sin,48.4,5974 / 6369
Gragas,48.4,4141 / 4417
Tahm Kench,48.4,3927 / 4183
Gnar,48.4,3502 / 3732
Karma,48.3,12639 / 13552
Zoe,48.3,8980 / 9615
Singed,48.3,5709 / 6112
Sion,48.3,4760 / 5092
Blitzcrank,48.2,18968 / 20386
Ashe,48.2,9389 / 10100
Diana,48.2,8080 / 8689
Kalista,48.2,4811 / 5169
Dr. Mundo,48.2,3806 / 4092
Taliyah,48.2,1631 / 1752
Jarvan IV,48.1,14432 / 15553
Kayn,48.1,3086 / 3331
Tristana,48.0,4093 / 4436
Rengar,47.9,7346 / 7975
Alistar,47.9,7214 / 7855
Nocturne,47.9,2477 / 2694
Yorick,47.9,1431 / 1554
Teemo,47.8,3818 / 4177
Corki,47.8,2043 / 2233
Darius,47.7,9069 / 9947
Nasus,47.7,3386 / 3717
Skarner,47.7,1686 / 1850
Aatrox,47.6,8425 / 9289
Zilean,47.6,3799 / 4182
Twisted Fate,47.6,1432 / 1575
Zac,47.4,7607 / 8443
Vladimir,47.4,6028 / 6685
Urgot,47.4,3505 / 3892
Sylas,47.3,4553 / 5073
Swain,47.2,4950 / 5543
Kled,47.0,3732 / 4208
Vel'Koz,46.9,2195 / 2489
Nidalee,46.7,4149 / 4738
Lux,46.5,1442 / 1658
Lulu,46.4,17703 / 20452
Morgana,46.4,6459 / 7459
Elise,46.3,3569 / 4145
Malzahar,46.2,1218 / 1417
Zyra,46.0,1690 / 1980
Nami,45.8,4357 / 5149
Annie,45.7,2008 / 2383
Kayle,45.7,1836 / 2178
Jax,45.6,4024 / 4810
Master Yi,45.3,2002 / 2420
Kindred,45.2,1525 / 1848
Trundle,44.0,2741 / 3490
Sona,43.8,3213 / 4127
Soraka,43.6,3704 / 4790
Kha'Zix,43.2,2754 / 3617
Brand,42.9,1522 / 2027
Fiddlesticks,42.8,2456 / 3276
Shyvana,42.4,2225 / 3020
Olaf,41.0,1993 / 2870
Shaco,40.0,1172 / 1758
Xin Zhao,37.3,581 / 975
