Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Maokai,6,5,2302,1952,0,0,49,51,4,7
Warwick,0,0,2591,2319,0,0,0,0,0,0
Ivern,0,0,1143,858,0,0,0,0,0,0
Nunu,0,0,3274,2863,0,0,0,0,389,387
Zac,0,0,710,600,0,0,0,0,0,0
Volibear,0,0,844,763,0,0,0,0,0,0
Udyr,0,0,442,387,0,0,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,569,520
Rakan,8,10,206,199,0,0,0,0,837,829
Sejuani,0,0,734,694,0,0,0,0,486,486
Thresh,0,0,0,0,0,0,0,0,361,343
Sett,74,86,69,71,0,1,4,7,57,72
Pyke,0,0,62,33,126,108,0,0,6162,4805
Soraka,0,0,0,0,0,0,0,0,44,64
Blitzcrank,0,0,0,0,0,0,0,0,244,290
Braum,0,0,0,0,0,0,0,0,122,117
Renekton,3586,3115,0,0,0,0,0,0,3,1
Rengar,0,0,154,127,190,161,0,0,0,0
Kayn,0,0,90,101,7,4,0,0,0,0
Olaf,0,0,2,6,0,0,204,149,0,0
Neeko,0,0,0,0,265,186,387,356,0,0
Kassadin,54,67,0,0,1463,1335,14,25,0,0
Karthus,18,16,291,261,2735,2245,2401,1944,0,0
Akali,258,234,0,0,143,158,0,0,0,0
Karma,248,219,0,0,102,103,0,0,164,196
Cho'Gath,80,90,0,0,503,428,94,74,0,0
Syndra,0,0,0,0,33,47,0,0,54,57
Yuumi,7,7,0,0,6,10,0,0,235,217
Lulu,0,0,0,0,3,6,0,0,318,384
Alistar,18,26,172,104,0,0,0,0,48,41
Gangplank,0,0,0,0,175,130,0,0,0,0
Shyvana,0,0,0,0,48,36,0,0,122,124
Diana,0,0,0,0,172,158,0,0,0,0
Kayle,24,21,0,0,30,50,0,0,0,0
Illaoi,0,0,0,0,2,10,0,0,0,0
Vladimir,115,94,0,0,61,72,0,0,0,0
Singed,0,0,0,0,0,1,489,409,0,0
Draven,0,0,0,0,0,0,462,377,0,0
Ahri,4,3,0,0,1341,1285,971,873,0,0
Caitlyn,0,0,0,0,0,0,88,72,0,0
Ezreal,0,0,0,0,110,104,703,622,0,0
Miss Fortune,0,0,0,0,1,2,216,235,0,0
Ryze,1078,926,0,0,445,456,0,1,0,0
Xayah,0,0,0,0,0,0,1807,1731,0,0
Xerath,0,0,0,0,13,22,0,0,0,0
Nautilus,0,0,843,642,0,0,0,0,694,625
Ornn,1394,1270,0,0,5,13,58,53,0,0
Darius,29,38,0,0,0,0,0,0,0,0
Camille,713,705,0,0,0,0,0,0,0,0
Malphite,200,209,0,0,0,0,0,0,0,0
Ekko,199,202,571,489,674,603,0,0,0,0
Jayce,1933,1676,0,0,40,26,0,0,0,0
Dr. Mundo,10,11,0,0,0,0,5,5,0,0
Jarvan IV,9,9,4,12,0,0,0,0,0,0
Amumu,9,8,314,271,0,0,0,0,14,19
Aatrox,11,16,0,0,0,1,0,0,0,0
Sylas,5,18,0,0,88,87,0,0,0,0
Gnar,5,4,0,0,0,0,7,11,0,0
Tryndamere,176,160,1,0,0,0,142,137,0,0
Irelia,4,12,0,0,0,0,86,100,0,0
Yorick,0,0,0,0,0,0,25,31,0,0
Skarner,0,0,7,15,0,0,28,27,0,0
Leona,0,0,71,75,0,0,0,0,216,189
Poppy,602,553,0,0,0,0,0,0,188,148
Kog'Maw,0,0,0,0,0,0,772,661,0,0
Varus,0,0,0,0,0,0,261,256,0,0
Vayne,0,0,0,0,0,0,133,112,0,0
Kai'Sa,0,0,0,0,21,18,506,503,0,0
Jinx,0,0,0,0,0,0,390,385,0,0
Twitch,0,0,0,0,0,0,386,357,0,0
Zoe,0,0,0,0,522,486,1,3,102,119
LeBlanc,0,0,0,0,768,776,0,0,0,0
Talon,0,0,92,87,218,202,0,0,0,0
Tristana,0,0,0,0,0,0,88,91,0,0
Lillia,6,17,317,303,481,424,0,0,0,0
Fiora,638,565,0,0,0,0,0,0,0,0
Lucian,100,102,0,0,0,0,0,0,0,0
Vi,0,0,72,57,0,0,0,0,0,0
Katarina,142,136,0,0,67,78,0,0,0,0
Nasus,0,0,205,167,0,0,0,0,0,0
Bard,0,0,0,0,0,0,8,9,938,918
Senna,0,0,0,0,0,0,3,2,131,142
Evelynn,0,0,0,0,21,22,0,0,0,0
Galio,97,95,0,0,73,59,0,0,0,0
Swain,124,117,0,0,2,5,0,0,0,0
Aphelios,0,0,0,0,0,0,1426,1272,0,0
Garen,162,145,0,0,0,0,0,0,0,0
Pantheon,106,92,0,0,1,0,0,0,16,26
Sona,0,0,0,0,0,0,0,0,33,32
Nami,0,0,0,0,0,0,0,0,43,58
Urgot,1,1,0,0,0,0,15,16,0,0
Mordekaiser,0,0,0,0,0,0,38,39,0,0
Qiyana,196,184,20,26,475,432,0,0,0,0
Zilean,280,241,0,0,0,0,0,0,6,7
Trundle,0,0,1,2,0,0,0,0,266,259
Shen,0,1,125,113,0,0,0,0,278,265
Tahm Kench,0,0,0,0,0,0,0,0,11,19
Zed,0,0,0,0,218,231,0,0,0,0
Shaco,0,0,0,0,0,0,0,0,160,142
Lissandra,213,207,0,0,0,0,0,0,0,0
Quinn,400,369,0,0,0,0,0,0,0,0
Taric,0,0,0,0,0,0,0,0,29,39
Janna,0,0,0,0,0,0,0,0,46,46
Taliyah,0,0,0,0,0,0,0,0,16,15
Gragas,0,0,74,75,13,14,0,0,0,0
Rek'Sai,0,0,66,70,0,0,0,0,0,0
Fizz,0,0,0,0,98,91,0,0,0,0
Kled,2,5,0,0,0,0,0,0,0,0
Hecarim,0,0,0,0,248,251,0,0,0,0
Cassiopeia,0,0,0,0,69,62,0,0,0,0
Rumble,25,38,0,0,223,168,0,0,0,0
Orianna,0,0,0,0,58,62,0,0,0,0
Ashe,0,0,0,0,0,0,56,79,0,0
Xin Zhao,0,0,3,2,0,0,0,0,0,0
Lee Sin,0,0,1,3,0,0,0,0,0,0
Riven,378,409,0,0,0,0,0,0,0,0
Kennen,21,30,0,0,0,0,0,0,0,0
Sion,0,0,210,214,0,0,0,0,0,0
Jhin,0,0,0,0,0,0,62,52,0,0
Kalista,0,0,0,0,0,0,39,49,0,0
Corki,0,0,0,0,90,75,0,0,0,0
