Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 585 LP,65.6,107 / 56,Soraka
#2,Top,RNG Letme,Challenger - 200 LP,61.9,312 / 192,LPLAhri
#3,Jungle,Poppey,Challenger - 128 LP,59.3,305 / 209,NAVI
#4,ADC,cryhard,Challenger - 88 LP,63.7,254 / 145,roysiggi
#5,Top,Salsa,Challenger - 86 LP,63.7,237 / 135,YungYiga
#6,Mid,Arteros,Challenger - 84 LP,61.5,244 / 153,Anbeeld
#7,Support,Tratz,Challenger - 77 LP,57.0,241 / 182,Tangil
#8,Support,Katara,Challenger - 70 LP,56.3,262 / 203,Lior
#9,Jungle,Pyosik,Challenger - 55 LP,58.1,332 / 239,TheStriker9
#10,Mid,Frimmy23,Challenger - 52 LP,60.3,328 / 216,YoloMedic
#11,Top,Destructoid,Challenger - 52 LP,54.6,269 / 224,YoloMedic
#12,ADC,Kadlin,Challenger - 45 LP,58.3,352 / 252,Jinxnator
#13,Support,Maïwenn,Challenger - 36 LP,53.6,214 / 185,DitIsDonny
#14,ADC,BöllerBusch,Challenger - 26 LP,61.1,173 / 110,Jungler1337
#15,Mid,PepeCool,Diamond I - 99 LP,53.0,275 / 244,LS
#16,Mid,Phantom,Diamond I - 90 LP,55.9,276 / 218,Kyzent
#17,Jungle,Gnima,Diamond I - 82 LP,55.0,289 / 236,YoloMedic
#18,Support,Aqua,Diamond I - 78 LP,56.7,367 / 280,Trindor
#19,Top,Zuko,Diamond I - 71 LP,57.8,227 / 166,Lior
#20,Jungle,Jinxnator,Diamond I - 66 LP,57.4,352 / 261,Jinxnator
#21,ADC,Texe,Diamond I - 66 LP,53.7,209 / 180,TexeQ
#22,ADC,Uma Jan monkaS,Diamond I - 65 LP,56.5,266 / 205,Phost
#23,Support,Truth,Diamond I - 58 LP,52.4,286 / 260,Player2225
#24,ADC,Geekymanxnlx,Diamond I - 58 LP,58.3,346 / 247,DitIsDonny
#25,Support,E-girl,Diamond I - 56 LP,53.2,175 / 154,Dayspring
#26,Top,TopBot,Diamond I - 56 LP,50.6,172 / 168,TangilBOT
#27,Support,FPX Crisp,Diamond I - 55 LP,50.9,236 / 228,LPLAhri
#28,Support,strawberry cow,Diamond I - 47 LP,54.9,237 / 195,annauwumarie
#29,Mid,WoO0oW,Diamond I - 47 LP,53.2,148 / 130,Mac
#30,Jungle,Bibi,Diamond I - 46 LP,55.0,198 / 162,Troeton
#31,Top,Dumbass,Diamond I - 46 LP,54.7,281 / 233,Key
#32,Mid,Salt,Diamond I - 46 LP,53.1,203 / 179,JMENDOZA
#33,Jungle,110110010011,Diamond I - 45 LP,51.4,147 / 139,110110010011
#34,Top,MrBochka,Diamond I - 44 LP,53.6,262 / 227,Anbeeld
#35,Mid,Totoro the duck,Diamond I - 43 LP,56.2,219 / 171,Kuury
#36,Support,Tiriana,Diamond I - 43 LP,55.6,298 / 238,Kythaela
#37,Top,Aryze,Diamond I - 43 LP,53.1,225 / 199,sanchesmemo
#38,Support,iEnygma,Diamond I - 42 LP,53.1,208 / 184,EG Voutocu
#39,Mid,Flame,Diamond I - 40 LP,52.4,174 / 158,Hit_Critical
#40,Support,R.Leg of Cauw,Diamond I - 40 LP,51.0,229 / 220,BooCauwMoo
#41,ADC,bot gap,Diamond I - 39 LP,55.8,155 / 123,crithitfail
#42,Top,Leonidas,Diamond I - 38 LP,56.2,196 / 153,Freezy
#43,Mid,RunningDown,Diamond I - 38 LP,53.0,179 / 159,Freezy
#44,Mid,TES Jackeylove,Diamond I - 35 LP,55.0,172 / 141,Tokyo Smurfer
#45,Mid,MidBot,Diamond I - 33 LP,51.0,187 / 180,TangilBOT
#46,Jungle,time,Diamond I - 33 LP,53.7,217 / 187,schlafen
#47,ADC,DoubleDouble,Diamond I - 32 LP,52.0,295 / 272,Player2225
#48,Top,xxaznpuppy32xx,Diamond I - 32 LP,53.7,254 / 219,GamerGirls
#49,Top,Mr The Rat King,Diamond I - 31 LP,52.2,141 / 129,DangerousMolerat
#50,Jungle,EDG Clearlove7,Diamond I - 31 LP,56.5,247 / 190,RNGFirefox
#51,Jungle,jungle gap,Diamond I - 31 LP,51.6,163 / 153,crithitfail
#52,Mid,Frethborn,Diamond I - 31 LP,53.0,250 / 222,Jinxnator
#53,Top,DangerousMolerat,Diamond I - 30 LP,50.8,159 / 154,Blade1284
#54,Top,SmackyB,Diamond I - 29 LP,55.4,225 / 181,Byumbi
#55,ADC,AJDG Angel,Diamond I - 27 LP,57.3,211 / 157,Lightandhope
#56,Mid,Byumbert,Diamond I - 27 LP,52.9,203 / 181,Byumbi
#57,Jungle,Hidden,Diamond I - 25 LP,52.5,169 / 153,SinderFox
#58,Jungle,Blaze,Diamond I - 23 LP,55.8,221 / 175,Hit_Critical
#59,Support,Trick789,Diamond I - 23 LP,52.9,171 / 152,Landmeeuw
#60,ADC,Kali,Diamond I - 21 LP,51.0,237 / 228,YoloMedic
#61,Support,Kapp Wampie,Diamond I - 21 LP,51.5,156 / 147,Plankuaa
#62,Jungle,Pheoldre,Diamond I - 20 LP,52.3,219 / 200,Kythaela
#63,Mid,kittyperry,Diamond I - 19 LP,54.0,229 / 195,GamerGirls
#64,Jungle,RNG mlxg,Diamond I - 18 LP,51.0,195 / 187,LPLAhri
#65,ADC,Sylmarae,Diamond I - 18 LP,51.1,252 / 241,Kythaela
#66,Jungle,Bilbo Waggins,Diamond I - 18 LP,53.6,180 / 156,ImagineBaggins
#67,ADC,TES Jackeylove,Diamond I - 15 LP,49.9,185 / 186,LPLAhri
#68,ADC,200 YEARSXD,Diamond I - 15 LP,50.9,201 / 194,wiksonix
#69,Top,Test1,Diamond I - 14 LP,52.3,168 / 153,test
#70,Top, IG TheShy,Diamond I - 11 LP,52.2,156 / 143,Oafers
#71,Mid,Seirilyvia,Diamond I - 9 LP,52.8,214 / 191,Kythaela
#72,Top,Randomsmeker1234,Diamond I - 9 LP,50.2,154 / 153,Mac
#73,Top,Ezio,Diamond I - 5 LP,53.6,217 / 188,TexeQ
#74,ADC,Test4,Diamond I - 4 LP,52.1,203 / 187,test
#75,Jungle,Xyras,Diamond I - 4 LP,51.0,155 / 149,Jungler1337
#76,Mid,strawberry frog,Diamond I - 3 LP,52.8,216 / 193,annauwumarie
#77,Jungle,Kongu,Diamond I - 3 LP,53.5,139 / 121,Toa
#78,Support,Test5,Diamond I - 3 LP,53.6,210 / 182,test
#79,Jungle,Superb,Diamond I - 3 LP,49.9,179 / 180,Spezza
#80,Jungle,Sparrow,Diamond I - 1 LP,51.7,217 / 203,Anbeeld
#81,Mid,Foxy,Diamond II - 99 LP,50.8,168 / 163,Foxy
#82,Top,Kritz,Diamond II - 98 LP,56.7,220 / 168,polop900
#83,Support,GeT OutFlayed,Diamond II - 96 LP,50.8,154 / 149,Mac
#84,Top,Rywanna,Diamond II - 96 LP,51.4,207 / 196,Kythaela
#85,ADC,TPOPIS,Diamond II - 96 LP,52.6,243 / 219,Byumbi
#86,Mid,Person201,Diamond II - 96 LP,54.2,214 / 181,LumiFumi
#87,Mid,BottleCaps,Diamond II - 95 LP,51.2,193 / 184,Phost
#88,ADC,Vortex_c4,Diamond II - 95 LP,52.2,234 / 214,LumiFumi
#89,Jungle,woope,Diamond II - 95 LP,51.0,204 / 196,sanchesmemo
#90,Mid,Coach,Diamond II - 94 LP,53.7,145 / 125,CrispTen
#91,Jungle,Ceasarna,Diamond II - 94 LP,53.2,177 / 156,iampvm
#92,Top,revolutionsaxe,Diamond II - 93 LP,53.5,147 / 128,revolutionsaxe
#93,ADC,Nero,Diamond II - 93 LP,51.5,195 / 184,Yzeerf
#94,Support,Fells,Diamond II - 92 LP,50.3,170 / 168,Fells
#95,Support,Kutcher,Diamond II - 91 LP,55.1,253 / 206,Terra
#96,Jungle,Test2,Diamond II - 90 LP,51.1,183 / 175,test
#97,Mid,DOINB RYZE HACK,Diamond II - 89 LP,49.7,185 / 187,wiksonix
#98,Jungle,Dr4gg4r,Diamond II - 89 LP,53.1,195 / 172,DAYLlGHT
#99,Support,Abasaka,Diamond II - 86 LP,52.9,164 / 146,Navnexx
#100,ADC,Jotaro Kujo,Diamond II - 85 LP,56.0,265 / 208,Ithirul
