Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 548 LP,64.9,100 / 54,Soraka
#2,Top,RNG Letme,Challenger - 227 LP,61.9,292 / 180,LPLAhri
#3,Mid,Frimmy23,Challenger - 131 LP,60.8,312 / 201,YoloMedic
#4,ADC,cryhard,Challenger - 116 LP,64.0,229 / 129,roysiggi
#5,Jungle,Poppey,Challenger - 73 LP,58.9,284 / 198,NAVI
#6,Support,Katara,Challenger - 50 LP,56.4,244 / 189,Lior
#7,Mid,Arteros,Challenger - 46 LP,60.6,220 / 143,Anbeeld
#8,Top,Salsa,Challenger - 17 LP,63.5,212 / 122,YungYiga
#9,Top,SmackyB,Challenger - 17 LP,55.9,213 / 168,Byumbi
#10,ADC,Kadlin,Challenger - 15 LP,58.1,333 / 240,Jinxnator
#11,ADC,BöllerBusch,Challenger - 11 LP,61.2,158 / 100,Jungler1337
#12,ADC,DoubleDouble,Challenger - 9 LP,52.3,275 / 251,Player2225
#13,Mid,PepeCool,Diamond I - 99 LP,53.0,256 / 227,LS
#14,Top,Destructoid,Diamond I - 84 LP,54.2,247 / 209,YoloMedic
#15,Support,Tratz,Diamond I - 83 LP,55.8,221 / 175,Tangil
#16,Top,Leonidas,Diamond I - 83 LP,57.1,189 / 142,Freezy
#17,Support,strawberry cow,Diamond I - 82 LP,55.5,221 / 177,annauwumarie
#18,Mid,Phantom,Diamond I - 79 LP,55.7,260 / 207,Kyzent
#19,ADC,AJDG Angel,Diamond I - 78 LP,58.2,202 / 145,Lightandhope
#20,ADC,Geekymanxnlx,Diamond I - 77 LP,58.7,327 / 230,DitIsDonny
#21,Support,Maïwenn,Diamond I - 66 LP,52.5,191 / 173,DitIsDonny
#22,ADC,Uma Jan monkaS,Diamond I - 65 LP,56.7,250 / 191,Phost
#23,Jungle,Jinxnator,Diamond I - 61 LP,57.4,340 / 252,Jinxnator
#24,Jungle,Bibi,Diamond I - 58 LP,55.2,190 / 154,Troeton
#25,Support,Truth,Diamond I - 57 LP,52.8,269 / 240,Player2225
#26,Jungle,time,Diamond I - 55 LP,54.4,199 / 167,schlafen
#27,Mid,Person201,Diamond I - 54 LP,55.1,210 / 171,LumiFumi
#28,Jungle,EDG Clearlove7,Diamond I - 54 LP,57.0,228 / 172,RNGFirefox
#29,Top,Ezio,Diamond I - 54 LP,54.3,213 / 179,TexeQ
#30,Jungle,Gnima,Diamond I - 52 LP,55.0,273 / 223,YoloMedic
#31,Support,Test5,Diamond I - 50 LP,54.4,199 / 167,test
#32,Mid,Salt,Diamond I - 50 LP,53.2,189 / 166,JMENDOZA
#33,ADC,Test4,Diamond I - 45 LP,52.4,193 / 175,test
#34,Jungle,Pheoldre,Diamond I - 44 LP,52.6,212 / 191,Kythaela
#35,ADC,TPOPIS,Diamond I - 44 LP,52.8,226 / 202,Byumbi
#36,Top,Aryze,Diamond I - 43 LP,52.8,207 / 185,sanchesmemo
#37,Top,Zuko,Diamond I - 43 LP,57.5,215 / 159,Lior
#38,Top,Dumbass,Diamond I - 42 LP,54.5,270 / 225,Key
#39,Jungle,Pyosik,Diamond I - 41 LP,57.7,295 / 216,TheStriker9
#40,Mid,Seirilyvia,Diamond I - 39 LP,52.7,202 / 181,Kythaela
#41,Support,E-girl,Diamond I - 38 LP,52.6,162 / 146,Dayspring
#42,Mid,Frethborn,Diamond I - 37 LP,52.8,238 / 213,Jinxnator
#43,Support,Tiriana,Diamond I - 36 LP,55.5,286 / 229,Kythaela
#44,Top,Test1,Diamond I - 33 LP,52.7,158 / 142,test
#45,Jungle,Ceasarna,Diamond I - 33 LP,53.8,168 / 144,iampvm
#46,Support,Egirl champs onl,Diamond I - 32 LP,53.3,241 / 211,Spooky
#47,ADC,Jotaro Kujo,Diamond I - 31 LP,56.9,256 / 194,Ithirul
#48,Mid,TES Jackeylove,Diamond I - 30 LP,55.1,161 / 131,Tokyo Smurfer
#49,Top,Amouranth,Diamond I - 30 LP,51.7,243 / 227,Simp
#50,Support,Aqua,Diamond I - 29 LP,56.4,344 / 266,Trindor
#51,Top,Pepega,Diamond I - 29 LP,51.4,215 / 203,LS
#52,Top,DangerousMolerat,Diamond I - 29 LP,50.5,144 / 141,Blade1284
#53,Top,Kritz,Diamond I - 28 LP,57.3,213 / 159,polop900
#54,Top,DoinB,Diamond I - 27 LP,54.9,313 / 257,LordArtos
#55,ADC,bot gap,Diamond I - 24 LP,55.3,141 / 114,crithitfail
#56,Jungle,Dr4gg4r,Diamond I - 23 LP,54.1,185 / 157,DAYLlGHT
#57,Mid,RunningDown,Diamond I - 22 LP,52.7,166 / 149,Freezy
#58,Jungle,Test2,Diamond I - 22 LP,52.0,173 / 160,test
#59,Mid,kittyperry,Diamond I - 22 LP,53.8,211 / 181,GamerGirls
#60,Jungle,110110010011,Diamond I - 21 LP,50.8,133 / 129,110110010011
#61,ADC,Nero,Diamond I - 21 LP,52.1,185 / 170,Yzeerf
#62,Jungle,strawberry cat,Diamond I - 18 LP,54.3,169 / 142,annauwumarie
#63,Jungle,Superb,Diamond I - 17 LP,50.0,170 / 170,Spezza
#64,Jungle,woope,Diamond I - 16 LP,50.9,189 / 182,sanchesmemo
#65,Jungle,Zevton,Diamond I - 16 LP,54.6,172 / 143,polop900
#66,Support,R.Leg of Cauw,Diamond I - 16 LP,50.6,218 / 213,BooCauwMoo
#67,Support,Kapp Wampie,Diamond I - 15 LP,51.4,144 / 136,Plankuaa
#68,Top,MrBochka,Diamond I - 13 LP,53.6,247 / 214,Anbeeld
#69,ADC,Texe,Diamond I - 12 LP,53.1,188 / 166,TexeQ
#70,Mid,BottleCaps,Diamond I - 11 LP,51.7,186 / 174,Phost
#71,Mid,WoO0oW,Diamond I - 11 LP,52.6,140 / 126,Mac
#72,Mid,Foxy,Diamond I - 11 LP,51.0,158 / 152,Foxy
#73,Support,Abasaka,Diamond I - 11 LP,53.6,158 / 137,Navnexx
#74,Jungle,EG Voutocu,Diamond I - 10 LP,54.3,209 / 176,EG Voutocu
#75,Support,Kutcher,Diamond I - 10 LP,55.6,242 / 193,Terra
#76,Mid,Flame,Diamond I - 9 LP,51.9,162 / 150,Hit_Critical
#77,Mid,do you have dad,Diamond I - 8 LP,51.1,160 / 153,schlafen2
#78,Top,Randomsmeker1234,Diamond I - 8 LP,50.2,147 / 146,Mac
#79,Mid,Coach,Diamond I - 8 LP,54.6,136 / 113,CrispTen
#80,Jungle,Bilbo Waggins,Diamond I - 5 LP,53.6,172 / 149,ImagineBaggins
#81,Mid,Totoro the duck,Diamond I - 4 LP,55.5,206 / 165,Kuury
#82,ADC,200 YEARSXD,Diamond I - 4 LP,50.7,191 / 186,wiksonix
#83,Jungle,Dontgank,Diamond I - 3 LP,54.6,256 / 213,Key
#84,Jungle,David Chen,Diamond I - 3 LP,50.6,205 / 200,DitIsDonny
#85,Jungle,jungle gap,Diamond I - 2 LP,51.2,152 / 145,crithitfail
#86,Top,revolutionsaxe,Diamond I - 1 LP,54.1,139 / 118,revolutionsaxe
#87,Jungle,Blaze,Diamond I - 1 LP,55.9,209 / 165,Hit_Critical
#88,Support,Trick789,Diamond I - 1 LP,52.9,163 / 145,Landmeeuw
#89,Top,TopBot,Diamond I - 1 LP,50.2,160 / 159,TangilBOT
#90,ADC,Vortex_c4,Diamond II - 99 LP,52.5,222 / 201,LumiFumi
#91,Support,iEnygma,Diamond II - 99 LP,52.6,195 / 176,EG Voutocu
#92,Support,OTP SUP,Diamond II - 99 LP,53.0,177 / 157,hey1
#93,Top,xxaznpuppy32xx,Diamond II - 97 LP,53.3,241 / 211,GamerGirls
#94,Jungle,Hidden,Diamond II - 96 LP,52.0,157 / 145,SinderFox
#95,Support,Lambo Bambo,Diamond II - 95 LP,53.8,258 / 222,Byumbi
#96,Mid,Caps,Diamond II - 94 LP,48.7,233 / 245,LordArtos
#97,Mid,I like trains,Diamond II - 93 LP,52.1,162 / 149,Foxxo
#98,ADC,Sylmarae,Diamond II - 91 LP,50.6,234 / 228,Kythaela
#99,Mid,strawberry frog,Diamond II - 90 LP,53.0,202 / 179,annauwumarie
#100,Jungle,Kongu,Diamond II - 90 LP,53.9,130 / 111,Toa
