Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Top,RNG Letme,Challenger - 306 LP,69.0,118 / 53,LPLAhri
#2,ADC,cryhard,Challenger - 189 LP,62.4,121 / 73,roysiggi
#3,Jungle,Poppey,Challenger - 127 LP,58.6,156 / 110,NAVI
#4,Mid,Frimmy23,Challenger - 115 LP,61.1,138 / 88,YoloMedic
#5,Jungle,Pyosik,Challenger - 98 LP,63.2,120 / 70,TheStriker9
#6,ADC,T1 T1,Challenger - 52 LP,57.4,54 / 40,Soraka
#7,Mid,Flame,Diamond I - 95 LP,54.1,112 / 95,Hit_Critical
#8,Top,Rywanna,Diamond I - 90 LP,54.7,134 / 111,Kythaela
#9,Support,Sadex,Diamond I - 88 LP,55.4,93 / 75,Spezza
#10,Mid,PepeCool,Diamond I - 86 LP,56.4,180 / 139,LS
#11,Jungle,EDG Clearlove7,Diamond I - 79 LP,52.6,133 / 120,RNGFirefox
#12,Mid,Arteros,Diamond I - 68 LP,56.8,138 / 105,Anbeeld
#13,Top,Zuko,Diamond I - 67 LP,53.9,118 / 101,Lior
#14,ADC,Bacon,Diamond I - 54 LP,51.2,111 / 106,YungYiga
#15,ADC,Deft,Diamond I - 54 LP,55.6,135 / 108,TheStriker9
#16,Top,Top,Diamond I - 50 LP,57.4,89 / 66,jksad
#17,Support,FPX Crisp,Diamond I - 47 LP,56.0,102 / 80,LPLAhri
#18,Support,Lustboy,Diamond I - 41 LP,59.0,95 / 66,minimike97
#19,Jungle,Jinxnator,Diamond I - 38 LP,53.0,168 / 149,Jinxnator
#20,Support,Jao,Diamond I - 36 LP,54.2,96 / 81,YoloMedic
#21,ADC,TPOPIS,Diamond I - 35 LP,51.0,127 / 122,Byumbi
#22,Support,Tiriana,Diamond I - 33 LP,54.3,158 / 133,Kythaela
#23,Jungle,Blaze,Diamond I - 32 LP,52.5,116 / 105,Hit_Critical
#24,Top,SmackyB,Diamond I - 30 LP,55.4,149 / 120,Byumbi
#25,Jungle,Bibi,Diamond I - 29 LP,52.2,119 / 109,Troeton
#26,Top,MrBochka,Diamond I - 26 LP,51.6,126 / 118,Anbeeld
#27,ADC,AJDG Angel,Diamond I - 26 LP,52.2,106 / 97,Lightandhope
#28,Top,DoinB,Diamond I - 25 LP,56.4,211 / 163,LordArtos
#29,Jungle,strawberry cat,Diamond I - 24 LP,54.5,126 / 105,annauwumarie
#30,ADC,Texe,Diamond I - 23 LP,55.7,127 / 101,TexeQ
#31,Mid,TES Jackeylove,Diamond I - 21 LP,50.9,111 / 107,Tokyo Smurfer
#32,ADC,Kogglemoggle,Diamond I - 20 LP,57.0,94 / 71,Sinker
#33,Top,Destructoid,Diamond I - 19 LP,51.3,119 / 113,YoloMedic
#34,ADC,Kadlin,Diamond I - 18 LP,54.8,148 / 122,Jinxnator
#35,Top,Kritz,Diamond I - 18 LP,48.7,91 / 96,polop900
#36,Support,Aqua,Diamond I - 18 LP,50.2,128 / 127,Trindor
#37,Support,Abasaka,Diamond I - 16 LP,52.2,97 / 89,Navnexx
#38,Mid,Phantom,Diamond I - 16 LP,52.8,113 / 101,Kyzent
#39,ADC,Kali,Diamond I - 15 LP,52.0,106 / 98,YoloMedic
#40,Support,BoquitaCampeon,Diamond I - 15 LP,54.4,124 / 104,Jon_14
#41,Support,Emwues24,Diamond I - 15 LP,51.4,108 / 102,Jinxnator
#42,Support,Lambo Bambo,Diamond I - 14 LP,50.2,136 / 135,Byumbi
#43,Jungle,DanDy,Diamond I - 11 LP,53.8,92 / 79,minimike97
#44,Mid,MidBot,Diamond I - 10 LP,50.9,118 / 114,TangilBOT
#45,Jungle,Sparrow,Diamond I - 9 LP,53.3,131 / 115,Anbeeld
#46,Support,Anbeeld,Diamond I - 7 LP,50.2,104 / 103,Anbeeld
#47,Support,Help,Diamond I - 3 LP,56.2,141 / 110,Key
#48,Mid,BottleCaps,Diamond I - 3 LP,50.4,116 / 114,Phost
#49,ADC,Kudor88888882141,Diamond I - 3 LP,54.1,113 / 96,Mac
#50,Jungle,David Chen,Diamond I - 2 LP,53.3,114 / 100,DitIsDonny
#51,Jungle,Gnima,Diamond I - 2 LP,53.5,114 / 99,YoloMedic
#52,Top,TopBot,Diamond I - 2 LP,50.0,105 / 105,TangilBOT
#53,Mid,100 Soligo,Diamond I - 1 LP,49.3,109 / 112,Soraka
#54,Support,R.Leg of Cauw,Diamond I - 1 LP,54.9,112 / 92,BooCauwMoo
#55,Mid,Galio,Diamond I - 0 LP,55.3,89 / 72,UNR Tokyo
#56,ADC,BöllerBusch,Diamond II - 99 LP,54.0,107 / 91,Jungler1337
#57,Top,Dumbass,Diamond II - 99 LP,48.9,113 / 118,Key
#58,Jungle,MexicanPidgeon,Diamond II - 99 LP,51.0,106 / 102,LumiFumi
#59,ADC,ADC shen,Diamond II - 98 LP,57.7,86 / 63,shen adc
#60,Support,Tratz,Diamond II - 96 LP,53.5,122 / 106,Tangil
#61,Support,Truth,Diamond II - 96 LP,50.2,113 / 112,Player2225
#62,Mid,Caps,Diamond II - 95 LP,47.6,149 / 164,LordArtos
#63,ADC,Sylmarae,Diamond II - 94 LP,52.1,150 / 138,Kythaela
#64,Jungle,L.Arm of Cauw,Diamond II - 94 LP,57.7,82 / 60,BooCauwMoo
#65,Mid,kittyperry,Diamond II - 94 LP,49.8,128 / 129,GamerGirls
#66,Mid,I like trains,Diamond II - 93 LP,53.5,100 / 87,Foxxo
#67,Support,Ex5 Drohne,Diamond II - 93 LP,49.7,99 / 100,ExiledLP
#68,Mid,Totoro the duck,Diamond II - 92 LP,51.9,124 / 115,Kuury
#69,Mid,Bilbo Flaggins,Diamond II - 92 LP,52.9,81 / 72,ImagineBaggins
#70,Jungle,110110010011,Diamond II - 90 LP,49.5,100 / 102,110110010011
#71,Support,GeT OutFlayed,Diamond II - 89 LP,54.4,106 / 89,Mac
#72,Mid,Byumbert,Diamond II - 89 LP,54.1,144 / 122,Byumbi
#73,Jungle,woope,Diamond II - 88 LP,50.6,129 / 126,sanchesmemo
#74,Top,Randomsmeker1234,Diamond II - 86 LP,51.0,79 / 76,Mac
#75,Support,Katara,Diamond II - 86 LP,54.2,130 / 110,Lior
#76,ADC,Perkz,Diamond II - 86 LP,50.7,152 / 148,LordArtos
#77,Mid,Lucius ,Diamond II - 82 LP,50.5,97 / 95,Jungler1337
#78,ADC,Geekymanxnlx,Diamond II - 82 LP,50.2,131 / 130,DitIsDonny
#79,Jungle,Superb,Diamond II - 82 LP,48.8,78 / 82,Spezza
#80,ADC,Jotaro Kujo,Diamond II - 82 LP,53.5,116 / 101,Ithirul
#81,ADC,Vortex_c4,Diamond II - 82 LP,52.9,128 / 114,LumiFumi
#82,ADC,200 YEARSXD,Diamond II - 78 LP,51.0,77 / 74,wiksonix
