Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 502 LP,64.2,120 / 67,Soraka
#2,Top,RNG Letme,Challenger - 359 LP,62.9,353 / 208,LPLAhri
#3,ADC,cryhard,Challenger - 202 LP,64.7,306 / 167,roysiggi
#4,Jungle,Pyosik,Challenger - 106 LP,58.4,396 / 282,TheStriker9
#5,Support,Katara,Challenger - 105 LP,56.6,286 / 219,Lior
#6,Mid,Frimmy23,Challenger - 104 LP,60.7,371 / 240,YoloMedic
#7,Mid,Arteros,Challenger - 93 LP,61.2,274 / 174,Anbeeld
#8,Mid,Flame,Challenger - 78 LP,54.8,216 / 178,Hit_Critical
#9,Support,Aqua,Challenger - 60 LP,57.1,416 / 312,Trindor
#10,Top,Salsa,Challenger - 41 LP,62.0,266 / 163,YungYiga
#11,Jungle,Poppey,Challenger - 34 LP,58.6,344 / 243,NAVI
#12,Jungle,EDG Clearlove7,Challenger - 30 LP,57.4,280 / 208,RNGFirefox
#13,ADC,BöllerBusch,Challenger - 29 LP,60.2,209 / 138,Jungler1337
#14,Jungle,Jinxnator,Challenger - 25 LP,57.7,381 / 279,Jinxnator
#15,ADC,Geekymanxnlx,Challenger - 19 LP,58.3,396 / 283,DitIsDonny
#16,Top,Zuko,Challenger - 5 LP,57.7,259 / 190,Lior
#17,Support,Maïwenn,Challenger - 4 LP,52.9,245 / 218,DitIsDonny
#18,ADC,Kadlin,Diamond I - 96 LP,57.6,377 / 277,Jinxnator
#19,Support,strawberry cow,Diamond I - 86 LP,55.2,267 / 217,annauwumarie
#20,Support,Kutcher,Diamond I - 81 LP,55.5,287 / 230,Terra
#21,Support,iEnygma,Diamond I - 78 LP,53.8,239 / 205,EG Voutocu
#22,Mid,WoO0oW,Diamond I - 77 LP,54.0,176 / 150,Mac
#23,Mid,RunningDown,Diamond I - 65 LP,53.6,201 / 174,Freezy
#24,ADC,DoubleDouble,Diamond I - 65 LP,52.8,347 / 310,Player2225
#25,Jungle,Dr4gg4r,Diamond I - 65 LP,54.3,226 / 190,DAYLlGHT
#26,Top,Ezio,Diamond I - 64 LP,54.3,238 / 200,TexeQ
#27,ADC,AJDG Angel,Diamond I - 63 LP,57.6,239 / 176,Lightandhope
#28,Top,Rywanna,Diamond I - 59 LP,52.4,241 / 219,Kythaela
#29,Top,Doran,Diamond I - 58 LP,50.4,198 / 195,TheStriker9
#30,Support,Import Slot 1,Diamond I - 57 LP,52.3,246 / 224,CoachYouGen
#31,Mid,Totoro the duck,Diamond I - 57 LP,55.9,250 / 197,Kuury
#32,Jungle,time,Diamond I - 54 LP,54.1,243 / 206,schlafen
#33,ADC,Texe,Diamond I - 52 LP,53.8,235 / 202,TexeQ
#34,Mid,Person201,Diamond I - 52 LP,54.6,243 / 202,LumiFumi
#35,Top,SmackyB,Diamond I - 49 LP,55.5,249 / 200,Byumbi
#36,Top,Mr The Rat King,Diamond I - 47 LP,52.2,157 / 144,DangerousMolerat
#37,Support,Tratz,Diamond I - 47 LP,55.4,258 / 208,Tangil
#38,Top,Rio,Diamond I - 47 LP,51.1,169 / 162,azure43
#39,Mid,Seirilyvia,Diamond I - 42 LP,53.2,249 / 219,Kythaela
#40,Top,Bilbo Saggins,Diamond I - 42 LP,50.8,190 / 184,ImagineBaggins
#41,Top,Destructoid,Diamond I - 40 LP,53.8,300 / 258,YoloMedic
#42,ADC,Test4,Diamond I - 39 LP,52.6,221 / 199,test
#43,Jungle,MexicanPidgeon,Diamond I - 39 LP,49.5,165 / 168,LumiFumi
#44,Jungle,Bibi,Diamond I - 33 LP,54.8,223 / 184,Troeton
#45,Support,GeT OutFlayed,Diamond I - 32 LP,51.8,176 / 164,Mac
#46,Top,Hewkii,Diamond I - 30 LP,52.7,137 / 123,Toa
#47,Mid,PepeCool,Diamond I - 29 LP,53.0,308 / 273,LS
