Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 554 LP,65.1,110 / 59,Soraka
#2,Top,RNG Letme,Challenger - 200 LP,62.0,321 / 197,LPLAhri
#3,Mid,Arteros,Challenger - 109 LP,61.4,255 / 160,Anbeeld
#4,ADC,cryhard,Challenger - 88 LP,63.3,266 / 154,roysiggi
#5,Top,Salsa,Challenger - 84 LP,63.3,245 / 142,YungYiga
#6,Support,Katara,Challenger - 76 LP,56.4,269 / 208,Lior
#7,Jungle,Poppey,Challenger - 74 LP,59.3,319 / 219,NAVI
#8,Support,Tratz,Challenger - 67 LP,56.8,248 / 189,Tangil
#9,ADC,Kadlin,Challenger - 45 LP,58.2,362 / 260,Jinxnator
#10,Jungle,Pyosik,Challenger - 45 LP,57.8,345 / 252,TheStriker9
#11,Mid,Frimmy23,Challenger - 39 LP,60.2,339 / 224,YoloMedic
#12,ADC,BöllerBusch,Challenger - 35 LP,60.8,186 / 120,Jungler1337
#13,Top,Destructoid,Challenger - 12 LP,54.5,280 / 234,YoloMedic
#14,Mid,Flame,Challenger - 8 LP,53.9,188 / 161,Hit_Critical
#15,Support,Aqua,Diamond I - 96 LP,56.9,384 / 291,Trindor
#16,Jungle,Jinxnator,Diamond I - 95 LP,57.6,363 / 267,Jinxnator
#17,Top,Zuko,Diamond I - 95 LP,57.8,237 / 173,Lior
#18,Jungle,Dr4gg4r,Diamond I - 86 LP,54.6,212 / 176,DAYLlGHT
#19,ADC,Geekymanxnlx,Diamond I - 86 LP,58.6,362 / 256,DitIsDonny
#20,Support,E-girl,Diamond I - 83 LP,53.6,185 / 160,Dayspring
#21,Top,Rywanna,Diamond I - 78 LP,52.2,218 / 200,Kythaela
#22,Support,Tiriana,Diamond I - 70 LP,56.1,312 / 244,Kythaela
#23,Jungle,Bibi,Diamond I - 64 LP,55.4,206 / 166,Troeton
#24,Support,strawberry cow,Diamond I - 63 LP,55.1,244 / 199,annauwumarie
#25,ADC,Texe,Diamond I - 62 LP,53.9,216 / 185,TexeQ
#26,Top,SmackyB,Diamond I - 60 LP,55.6,233 / 186,Byumbi
#27,ADC,Sylmarae,Diamond I - 58 LP,51.7,268 / 250,Kythaela
#28,Top,Dumbass,Diamond I - 54 LP,54.7,289 / 239,Key
#29,Jungle,RNG mlxg,Diamond I - 53 LP,51.6,206 / 193,LPLAhri
#30,Jungle,EDG Clearlove7,Diamond I - 52 LP,56.8,254 / 193,RNGFirefox
#31,Mid,MidBot,Diamond I - 50 LP,51.3,191 / 181,TangilBOT
#32,Mid,WoO0oW,Diamond I - 49 LP,53.4,156 / 136,Mac
#33,Mid,Totoro the duck,Diamond I - 47 LP,56.2,227 / 177,Kuury
#34,Support,Kapp Wampie,Diamond I - 47 LP,52.3,169 / 154,Plankuaa
#35,Mid,TES Jackeylove,Diamond I - 47 LP,55.2,180 / 146,Tokyo Smurfer
#36,Support,Ex5 Drohne,Diamond I - 41 LP,54.2,155 / 131,ExiledLP
#37,Top,xxaznpuppy32xx,Diamond I - 39 LP,54.0,264 / 225,GamerGirls
#38,Jungle,Bilbo Waggins,Diamond I - 38 LP,54.0,187 / 159,ImagineBaggins
#39,Jungle,Blaze,Diamond I - 37 LP,56.0,230 / 181,Hit_Critical
#40,ADC,Uma Jan monkaS,Diamond I - 35 LP,56.2,273 / 213,Phost
#41,Mid,Frethborn,Diamond I - 33 LP,53.1,258 / 228,Jinxnator
#42,Top,Hewkii,Diamond I - 33 LP,52.7,125 / 112,Toa
#43,Top,TopBot,Diamond I - 32 LP,50.3,181 / 179,TangilBOT
#44,Mid,PepeCool,Diamond I - 28 LP,52.8,286 / 256,LS
#45,Mid,RunningDown,Diamond I - 28 LP,53.0,187 / 166,Freezy
#46,Support,Kutcher,Diamond I - 26 LP,55.4,265 / 213,Terra
#47,Jungle,110110010011,Diamond I - 25 LP,51.0,151 / 145,110110010011
#48,Support,GeT OutFlayed,Diamond I - 24 LP,51.3,162 / 154,Mac
#49,Mid,strawberry frog,Diamond I - 23 LP,53.2,224 / 197,annauwumarie
#50,Support,Trick789,Diamond I - 23 LP,52.6,179 / 161,Landmeeuw
#51,Mid,Seirilyvia,Diamond I - 21 LP,53.0,223 / 198,Kythaela
#52,Top,Ezio,Diamond I - 21 LP,53.7,224 / 193,TexeQ
#53,ADC,AJDG Angel,Diamond I - 19 LP,57.1,217 / 163,Lightandhope
#54,Mid,Salt,Diamond I - 18 LP,52.9,210 / 187,JMENDOZA
#55,Jungle,Gnima,Diamond I - 16 LP,54.5,303 / 253,YoloMedic
#56,Jungle,MexicanPidgeon,Diamond I - 16 LP,48.9,150 / 157,LumiFumi
#57,Top,revolutionsaxe,Diamond I - 16 LP,53.7,152 / 131,revolutionsaxe
#58,Support,iEnygma,Diamond I - 16 LP,52.9,217 / 193,EG Voutocu
#59,Mid,kittyperry,Diamond I - 14 LP,54.0,239 / 204,GamerGirls
#60,ADC,200 YEARSXD,Diamond I - 14 LP,51.2,214 / 204,wiksonix
#61,Jungle,time,Diamond I - 14 LP,53.6,224 / 194,schlafen
#62,Jungle,woope,Diamond I - 13 LP,51.2,209 / 199,sanchesmemo
#63,Top,DoinB,Diamond I - 13 LP,54.5,333 / 278,LordArtos
#64,ADC,Vortex_c4,Diamond I - 13 LP,52.3,239 / 218,LumiFumi
#65,Top,Bilbo Saggins,Diamond I - 12 LP,50.1,177 / 176,ImagineBaggins
#66,Support,R.Leg of Cauw,Diamond I - 12 LP,50.5,236 / 231,BooCauwMoo
#67,Top,Aryze,Diamond I - 12 LP,52.8,232 / 207,sanchesmemo
#68,Top,Test1,Diamond I - 11 LP,52.5,179 / 162,test
#69,Mid,Star Player,Diamond I - 10 LP,51.3,172 / 163,CoachYouGen
#70,ADC,TPOPIS,Diamond I - 9 LP,52.5,251 / 227,Byumbi
#71,Mid,Byumbert,Diamond I - 8 LP,52.2,211 / 193,Byumbi
#72,ADC,Nero,Diamond I - 7 LP,51.4,204 / 193,Yzeerf
#73,Mid,Phantom,Diamond I - 7 LP,55.3,285 / 230,Kyzent
#74,Support,Fells,Diamond I - 7 LP,50.4,176 / 173,Fells
#75,Support,Abasaka,Diamond I - 6 LP,52.8,169 / 151,Navnexx
#76,Support,Nite,Diamond I - 6 LP,54.5,146 / 122,azure43
#77,Support,Test5,Diamond I - 5 LP,53.3,215 / 188,test
#78,Top,DangerousMolerat,Diamond I - 5 LP,50.6,165 / 161,Blade1284
#79,ADC,Leopan,Diamond I - 4 LP,49.6,179 / 182,Anbeeld
#80,Jungle,Hidden,Diamond I - 4 LP,52.3,173 / 158,SinderFox
#81,Top,MrBochka,Diamond I - 4 LP,53.4,270 / 236,Anbeeld
#82,Jungle,Test2,Diamond I - 4 LP,50.9,193 / 186,test
#83,ADC,Test4,Diamond I - 3 LP,52.1,211 / 194,test
#84,Mid,Person201,Diamond I - 3 LP,54.1,219 / 186,LumiFumi
#85,ADC,Deft,Diamond I - 2 LP,50.0,179 / 179,TheStriker9
#86,ADC,Jotaro Kujo,Diamond I - 0 LP,55.9,275 / 217,Ithirul
#87,Top,Mr The Rat King,Diamond I - 0 LP,51.4,144 / 136,DangerousMolerat
#88,Jungle,Ceasarna,Diamond I - 0 LP,53.2,183 / 161,iampvm
#89,Jungle,Sparrow,Diamond II - 98 LP,51.5,223 / 210,Anbeeld
#90,ADC,TES Jackeylove,Diamond II - 97 LP,49.7,197 / 199,LPLAhri
#91,Top,Doran,Diamond II - 96 LP,49.4,168 / 172,TheStriker9
#92,Jungle,Xyras,Diamond II - 96 LP,50.6,159 / 155,Jungler1337
#93,Jungle,Pheoldre,Diamond II - 96 LP,51.9,224 / 208,Kythaela
#94,Support,LuluOTP,Diamond II - 95 LP,52.3,192 / 175,LuvLetter
#95,Support,OTP SUP,Diamond II - 94 LP,52.6,194 / 175,hey1
#96,Mid,I like trains,Diamond II - 93 LP,51.5,173 / 163,Foxxo
#97,Support,Maïwenn,Diamond II - 93 LP,52.4,218 / 198,DitIsDonny
#98,Jungle,jungle gap,Diamond II - 92 LP,51.2,173 / 165,crithitfail
#99,Top,Kritz,Diamond II - 92 LP,56.3,228 / 177,polop900
#100,Top,Washed up pro,Diamond II - 89 LP,53.0,143 / 127,CoachYouGen
