Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,DanDyx,Challenger - 1423 LP,70.5,668 / 280,Choi
#2,ADC,Impx,Challenger - 1169 LP,62.4,857 / 517,Choi
#3,Jungle,tarzaned,Challenger - 1105 LP,63.3,419 / 243,Tyler1
#4,Jungle,Aela ,Challenger - 793 LP,57.4,849 / 629,MolscarZX
#5,Jungle,AttSeeker,Challenger - 757 LP,58.7,688 / 484,PaxVan
#6,Support,HelpingX,Challenger - 735 LP,59.6,807 / 547,Felixxx
#7,Mid,Jarl Mid,Challenger - 684 LP,59.6,755 / 511,Jarl
#8,Mid,PawNx,Challenger - 659 LP,59.6,810 / 550,Choi
#9,Jungle,sandbox5,Challenger - 643 LP,57.4,704 / 522,
#10,Top,TopBot,Challenger - 580 LP,54.0,1144 / 975,TangilBOT
#11,Top,Salsa,Challenger - 562 LP,52.8,1263 / 1128,YungYiga
#12,Support,Keria,Challenger - 562 LP,53.4,869 / 757,TheStriker9
#13,Jungle,Shitfeather,Challenger - 540 LP,58.5,759 / 538,hiroli
#14,Support,SupBot,Challenger - 522 LP,54.4,980 / 823,TangilBOT
#15,Jungle,Wakes,Challenger - 515 LP,58.0,1172 / 850,alim
#16,Support,unicornpetpetuwu,Challenger - 500 LP,54.2,926 / 781,GamerGirls
#17,Support,Rookie,Challenger - 482 LP,55.1,778 / 634,LordArtos
#18,Jungle,junglekek,Challenger - 473 LP,54.1,735 / 624,redeemer
#19,Mid,Etosh,Challenger - 472 LP,54.6,781 / 650,Etosh
#20,Mid,Choky,Challenger - 460 LP,54.7,873 / 724,Key
#21,Jungle,Kaltch,Challenger - 455 LP,56.1,730 / 571,Princess
#22,Jungle,Stupid Jungler,Challenger - 450 LP,59.9,746 / 500,PooPooPeePee
#23,Jungle,Canyon,Challenger - 431 LP,58.3,825 / 590,YamatoCannon
#24,Mid,Chovy,Challenger - 427 LP,55.3,817 / 660,TheStriker9
#25,ADC,NewMeta,Challenger - 421 LP,53.4,1303 / 1139,moxir
#26,Mid,LeSnek,Challenger - 415 LP,52.9,798 / 710,LS
#27,Support,JoseJose,Challenger - 402 LP,52.7,876 / 785,tytn
#28,Jungle,Prime Bengi,Challenger - 401 LP,60.9,572 / 368,LDK
#29,ADC,Ree-ason,Challenger - 398 LP,52.3,1050 / 959,hmphree
#30,Top,JollyGiant,Challenger - 394 LP,52.9,741 / 661,[email protected]
#31,Mid,Mephisto,Challenger - 393 LP,55.2,825 / 669,Zettohail
#32,Jungle,Shard,Challenger - 387 LP,53.0,971 / 860,Memersticks
#33,Top,Dumbass,Challenger - 382 LP,52.6,1024 / 923,Key
#34,Top,Ooga,Challenger - 379 LP,55.4,856 / 690,Poggersnation
#35,Support,Princess,Challenger - 365 LP,52.7,808 / 725,Princess
#36,Jungle,SmelliElli,Challenger - 363 LP,59.1,592 / 410,bigjon
#37,Jungle,Freja,Challenger - 360 LP,55.7,648 / 515,ornstein123
#38,Top,Human Tornado,Challenger - 353 LP,51.7,798 / 746,Etosh
#39,Mid,The_Ghost16,Challenger - 350 LP,54.7,632 / 524,Sb1
#40,Support,Aeryn,Challenger - 348 LP,54.4,760 / 638,WildChoas
#41,Mid,midkek,Challenger - 347 LP,52.7,907 / 813,redeemer
#42,Top,Ayu,Challenger - 342 LP,52.2,836 / 765,Bitesized
#43,Support,Wilde,Challenger - 342 LP,53.6,1002 / 867,Wealth_and_Taste
#44,ADC,Cryhard II,Challenger - 336 LP,54.9,700 / 576,roysiggi
#45,Mid,sandbox10,Challenger - 333 LP,53.6,789 / 682,
#46,ADC,DoubleDouble,Challenger - 328 LP,52.7,1021 / 916,Player2225
#47,ADC,SasukeyLove,Challenger - 325 LP,53.3,947 / 830,kcheng6996
#48,ADC,botkek,Challenger - 322 LP,53.3,1098 / 961,redeemer
#49,Support,Dibbs,Challenger - 322 LP,53.4,703 / 614,MaverickG
#50,Support,Emwues24,Challenger - 317 LP,55.2,600 / 487,Jinxnator
#51,ADC,Teal,Grandmaster - 316 LP,52.5,833 / 753,cmoney847
#52,Support,Fekker,Grandmaster - 315 LP,54.7,825 / 683,Key
#53,ADC,Puki style23,Grandmaster - 310 LP,54.5,637 / 532,Klorellv4
#54,ADC,Pokimane,Grandmaster - 310 LP,52.8,960 / 859,Simp
#55,Top,Heimerdonger,Grandmaster - 302 LP,55.4,787 / 634,TimoMacDonut
#56,Jungle,KC Akabane,Grandmaster - 298 LP,53.8,709 / 610,kcorp
#57,Mid,SrqUe,Grandmaster - 297 LP,52.4,1046 / 951,moxir
#58,Support,xplayz4dayz,Grandmaster - 291 LP,57.4,523 / 388,froggen
#59,Top,Craq,Grandmaster - 288 LP,53.9,2333 / 1994,moxir
#60,Jungle,Sanga,Grandmaster - 287 LP,53.9,820 / 701,EMFyels
#61,Jungle,Umbral,Grandmaster - 285 LP,54.6,627 / 522,Indoraps
#62,Jungle,Rain,Grandmaster - 281 LP,52.6,779 / 703,cmoney847
#63,Jungle,DoperThanDopa,Grandmaster - 277 LP,55.0,814 / 665,yukioken
#64,Jungle,Senbonzakura,Grandmaster - 277 LP,54.4,557 / 466,PacoPeco
#65,Support,LordPingRoll,Grandmaster - 275 LP,53.7,832 / 718,yukioken
#66,Top,DoinB,Grandmaster - 262 LP,53.9,581 / 497,LordArtos
#67,Support,supkek,Grandmaster - 261 LP,50.9,936 / 904,redeemer
#68,Jungle,Prophet,Grandmaster - 260 LP,56.7,598 / 457,Four
#69,Jungle,Jungler23,Grandmaster - 258 LP,56.7,574 / 438,js2614
#70,Support,DieFliegendeKuh,Grandmaster - 258 LP,54.9,769 / 633,doofboy13
#71,Jungle,Iris,Grandmaster - 254 LP,52.4,916 / 832,WildChoas
#72,Jungle,Kaleidoscope,Grandmaster - 253 LP,53.3,725 / 635,Entferner
#73,Mid,midlane king,Grandmaster - 249 LP,51.3,684 / 650,hater
#74,Jungle,Souless,Grandmaster - 248 LP,54.1,701 / 594,Bitesized
#75,Mid,Tupac,Grandmaster - 244 LP,54.0,653 / 557,Pranceof
#76,Mid,Kiddlazy,Grandmaster - 244 LP,52.2,556 / 510,Gawaine
#77,ADC,-200 years,Grandmaster - 240 LP,53.6,700 / 606,aquietghost
#78,Jungle,Jinxnator,Grandmaster - 234 LP,56.4,545 / 421,Jinxnator
#79,Mid,Yunbee,Grandmaster - 232 LP,53.0,879 / 781,Memersticks
#80,Jungle,QQ Nino,Grandmaster - 229 LP,52.4,798 / 724,Futaro
#81,Jungle,Audacious,Grandmaster - 228 LP,55.1,653 / 532,Nonchalant
#82,ADC,sandbox15,Grandmaster - 226 LP,52.5,985 / 890,
#83,Mid,Wrekz,Grandmaster - 226 LP,50.5,1041 / 1021,alim
#84,Support,Eirika,Grandmaster - 226 LP,55.5,593 / 476,Nyubola
#85,Jungle,Terrified,Grandmaster - 226 LP,53.3,652 / 571,MaverickG
#86,ADC,Fujiwara,Grandmaster - 224 LP,52.7,654 / 588,toptochall
#87,Support,Stracchino,Grandmaster - 222 LP,55.1,575 / 468,LovelyKangaroo
#88,Mid,Buddha Gautama,Grandmaster - 219 LP,54.2,582 / 491,meroaga
#89,ADC,Noob,Grandmaster - 217 LP,55.0,536 / 438,Baleygr
#90,ADC,Rabbit4,Grandmaster - 216 LP,55.3,609 / 492,willchungtester
#91,Mid,EMFyels,Grandmaster - 215 LP,52.0,745 / 688,EMFyels
