Champion name,Win rate(%),Wins / losses
Yorick,60.7,34 / 22
Morgana,58.4,52 / 37
Ekko,57.8,137 / 100
Sivir,56.8,50 / 38
Lee Sin,56.6,315 / 242
Xerath,56.5,322 / 248
Malphite,55.6,1237 / 989
Nunu,55.4,336 / 271
Talon,55.0,55 / 45
Skarner,54.9,682 / 561
Nidalee,54.6,377 / 313
Hecarim,54.1,233 / 198
Pyke,54.0,1433 / 1219
Nami,54.0,87 / 74
Volibear,53.8,204 / 175
Zac,53.6,1147 / 991
Sion,53.4,172 / 150
Aphelios,53.3,1150 / 1007
Miss Fortune,53.3,333 / 292
Lissandra,52.9,27 / 24
Twisted Fate,52.8,56 / 50
Shen,52.7,714 / 640
Senna,52.6,1242 / 1118
Galio,52.5,1239 / 1119
Corki,52.5,21 / 19
Rakan,52.3,1261 / 1149
Riven,52.3,260 / 237
Urgot,52.2,181 / 166
Illaoi,52.1,430 / 396
Kassadin,51.8,117 / 109
Heimerdinger,51.8,43 / 40
Brand,51.6,224 / 210
Poppy,51.5,183 / 172
Nautilus,51.3,385 / 365
Warwick,51.3,157 / 149
Jarvan IV,51.3,96 / 91
Rek'Sai,51.2,169 / 161
Amumu,51.2,106 / 101
Vel'Koz,51.1,48 / 46
Karthus,51.0,1456 / 1400
Udyr,50.9,1025 / 990
Sona,50.8,543 / 525
Orianna,50.7,297 / 289
Rammus,50.7,68 / 66
Leona,50.6,158 / 154
Swain,50.5,48 / 47
Irelia,50.3,826 / 816
Trundle,50.2,143 / 142
Syndra,50.2,121 / 120
Karma,50.0,1256 / 1256
Jayce,50.0,37 / 37
Cho'Gath,50.0,30 / 30
Aatrox,49.8,141 / 142
Zilean,49.7,153 / 155
Rengar,49.7,85 / 86
Bard,49.5,321 / 328
Sylas,49.4,134 / 137
Darius,49.4,87 / 89
Ryze,49.3,209 / 215
Jhin,49.2,87 / 90
Blitzcrank,49.1,253 / 262
Fiddlesticks,49.1,156 / 162
Graves,49.0,565 / 589
Caitlyn,49.0,381 / 396
Rumble,49.0,77 / 80
Vladimir,49.0,51 / 53
Malzahar,48.8,141 / 148
Ornn,48.5,368 / 391
Ashe,48.5,367 / 390
Anivia,48.5,81 / 86
Ahri,48.4,230 / 245
Ziggs,48.4,30 / 32
Dr. Mundo,48.2,183 / 197
Maokai,48.0,95 / 103
Xayah,47.9,490 / 534
Janna,47.9,257 / 279
Aurelion Sol,47.9,56 / 61
Sett,47.8,234 / 256
Thresh,47.6,311 / 343
Ezreal,47.6,220 / 242
Yasuo,47.5,519 / 574
Mordekaiser,47.5,122 / 135
Wukong,47.4,109 / 121
Garen,47.4,37 / 41
Tryndamere,47.3,303 / 338
Quinn,47.3,44 / 49
Pantheon,47.2,137 / 153
Zed,47.2,92 / 103
Renekton,47.2,60 / 67
Gragas,47.1,24 / 27
Kai'Sa,47.0,111 / 125
Sejuani,46.9,306 / 347
Jinx,46.8,147 / 167
Viktor,46.8,59 / 67
Veigar,46.5,173 / 199
Alistar,46.5,171 / 197
Qiyana,46.4,32 / 37
Ivern,46.3,259 / 301
Jax,46.3,37 / 43
Kayle,46.3,25 / 29
Elise,46.2,30 / 35
Fiora,46.1,152 / 178
Evelynn,46.0,144 / 169
Shyvana,45.9,34 / 40
Singed,45.5,301 / 361
Kha'Zix,45.5,117 / 140
Yuumi,45.3,320 / 387
Katarina,45.2,56 / 68
Zyra,45.2,47 / 57
Vi,45.2,33 / 40
Draven,45.1,151 / 184
Akali,44.9,131 / 161
Taric,44.8,195 / 240
Kennen,44.8,95 / 117
Kog'Maw,44.8,39 / 48
Braum,44.7,212 / 262
Varus,44.7,160 / 198
Gnar,44.6,86 / 107
Nasus,44.4,138 / 173
Teemo,44.2,69 / 87
Kled,44.2,46 / 58
Gangplank,44.0,74 / 94
Azir,43.6,150 / 194
Zoe,43.6,136 / 176
LeBlanc,43.5,67 / 87
Camille,43.3,252 / 330
Kalista,43.3,55 / 72
Vayne,43.2,203 / 267
Lux,42.7,35 / 47
Kindred,42.5,48 / 65
Lulu,42.4,59 / 80
Nocturne,42.2,119 / 163
Neeko,41.8,77 / 107
Annie,41.7,70 / 98
Master Yi,40.9,182 / 263
Olaf,40.0,84 / 126
Shaco,39.8,41 / 62
Tristana,39.7,85 / 129
Cassiopeia,38.7,43 / 68
Twitch,38.6,59 / 94
Fizz,37.9,22 / 36
Xin Zhao,37.5,21 / 35
Taliyah,36.4,8 / 14
Lucian,36.0,81 / 144
Diana,33.8,22 / 43
Soraka,33.3,57 / 114
Tahm Kench,28.6,16 / 40
