Champion name,Win rate(%),Wins / losses
Malphite,57.4,1560 / 1157
Illaoi,56.4,934 / 721
Garen,55.4,103 / 83
Karma,54.7,9714 / 8049
Brand,54.5,626 / 523
Zac,53.8,4006 / 3437
Malzahar,53.5,525 / 457
Pyke,53.4,5353 / 4672
Karthus,53.0,8092 / 7181
Skarner,53.0,2336 / 2070
Udyr,52.7,5074 / 4549
Shen,52.7,2296 / 2061
Nunu,52.7,995 / 894
Galio,52.6,2582 / 2326
Warwick,52.3,1047 / 956
Aphelios,52.2,4197 / 3848
Volibear,52.1,1179 / 1084
Rakan,52.0,6568 / 6057
Zyra,52.0,274 / 253
Sejuani,51.7,756 / 706
Poppy,51.6,612 / 574
Ashe,51.5,1811 / 1705
Alistar,51.4,982 / 927
Sona,51.1,3847 / 3683
Senna,51.0,6511 / 6246
Hecarim,51.0,945 / 909
Dr. Mundo,51.0,930 / 892
Rammus,51.0,296 / 284
Graves,50.9,2717 / 2620
Lee Sin,50.9,1378 / 1330
Irelia,50.7,4032 / 3921
Nidalee,50.7,650 / 631
Trundle,50.7,456 / 444
Yasuo,50.5,3072 / 3014
Syndra,50.5,619 / 607
Blitzcrank,50.4,1058 / 1040
Orianna,50.4,914 / 898
Rek'Sai,50.4,657 / 646
Ornn,50.2,1712 / 1696
Nautilus,50.2,1240 / 1229
Nasus,50.2,600 / 595
Yorick,50.1,323 / 322
Vi,50.1,184 / 183
Ivern,49.8,1181 / 1191
Rumble,49.8,241 / 243
Xayah,49.7,2562 / 2594
Thresh,49.7,1145 / 1157
Corki,49.7,179 / 181
Bard,49.6,1774 / 1806
Caitlyn,49.6,1040 / 1056
Gragas,49.6,277 / 281
Aurelion Sol,49.5,532 / 543
Nocturne,49.3,928 / 956
Ryze,49.3,820 / 843
Urgot,49.3,310 / 319
Kayle,49.2,279 / 288
Rengar,49.2,89 / 92
Tryndamere,49.1,1509 / 1566
Singed,49.0,1622 / 1686
Gnar,49.0,425 / 443
Jinx,48.8,537 / 563
Fiddlesticks,48.7,634 / 668
Ahri,48.6,1183 / 1253
Janna,48.6,1075 / 1137
Leona,48.6,629 / 664
Mordekaiser,48.4,594 / 633
Sion,48.3,547 / 586
Camille,48.2,1487 / 1599
Draven,48.2,872 / 938
Master Yi,48.1,1102 / 1187
Renekton,48.1,235 / 254
Braum,48.0,1023 / 1109
Wukong,48.0,602 / 653
Ziggs,48.0,202 / 219
Zilean,47.9,565 / 614
Ekko,47.8,360 / 393
Tristana,47.6,410 / 452
Maokai,47.6,384 / 422
Kassadin,47.5,456 / 505
Kai'Sa,47.4,658 / 729
Vel'Koz,47.3,280 / 312
Pantheon,47.2,713 / 796
Katarina,47.2,284 / 318
Miss Fortune,46.9,1028 / 1165
Varus,46.9,686 / 777
Amumu,46.8,234 / 266
Lucian,46.7,487 / 555
Riven,46.6,894 / 1026
Fizz,46.6,176 / 202
Evelynn,46.5,505 / 580
Jarvan IV,46.5,421 / 484
Elise,46.5,256 / 295
Neeko,46.4,168 / 194
Lux,46.4,148 / 171
Sett,46.3,926 / 1076
Kog'Maw,46.1,346 / 404
Tahm Kench,45.9,290 / 342
Teemo,45.9,264 / 311
Anivia,45.8,541 / 641
Nami,45.8,462 / 546
Kalista,45.8,88 / 104
Kennen,45.6,645 / 771
Sylas,45.6,628 / 748
Jhin,45.6,278 / 332
Kindred,45.5,300 / 360
Diana,45.5,125 / 150
Swain,45.4,253 / 304
LeBlanc,45.3,335 / 405
Zoe,45.2,441 / 535
Vladimir,45.2,269 / 326
Kha'Zix,45.1,559 / 681
Aatrox,45.0,755 / 921
Olaf,44.9,411 / 504
Jayce,44.8,299 / 369
Ezreal,44.7,1262 / 1559
Yuumi,44.5,1104 / 1379
Cassiopeia,44.5,407 / 507
Kled,44.5,194 / 242
Jax,44.5,147 / 183
Shaco,44.3,259 / 326
Heimerdinger,44.3,251 / 316
Shyvana,44.1,78 / 99
Lulu,43.9,240 / 307
Cho'Gath,43.9,208 / 266
Xerath,43.3,1203 / 1575
Twitch,43.3,306 / 401
Gangplank,42.8,422 / 563
Sivir,42.8,230 / 307
Soraka,42.7,138 / 185
Darius,42.6,371 / 500
Zed,42.6,319 / 430
Qiyana,42.5,154 / 208
Viktor,42.5,107 / 145
Annie,42.3,212 / 289
Vayne,42.1,679 / 934
Azir,42.0,375 / 517
Xin Zhao,42.0,162 / 224
Akali,41.9,708 / 980
Veigar,41.9,476 / 660
Morgana,41.9,134 / 186
Fiora,41.8,473 / 658
Quinn,41.7,225 / 315
Talon,41.6,314 / 441
Twisted Fate,39.3,210 / 324
Lissandra,36.2,68 / 120
Taliyah,35.3,76 / 139
Taric,34.0,722 / 1401
