Champion name,Win rate(%),Wins / losses
Pyke,54.8,90521 / 74740
Nautilus,53.8,80720 / 69252
Draven,52.9,25380 / 22638
Thresh,52.5,28735 / 25959
Sivir,52.1,9806 / 9003
Riven,51.8,16275 / 15157
Maokai,51.7,32575 / 30431
Senna,51.6,30268 / 28408
Amumu,51.6,6310 / 5910
Leona,51.5,12220 / 11510
Janna,51.5,12027 / 11307
Tryndamere,51.4,3489 / 3304
Lissandra,51.3,2437 / 2315
Shen,51.1,23731 / 22719
Quinn,51.1,7673 / 7328
Poppy,51.0,22030 / 21144
Ezreal,51.0,21297 / 20425
Vi,51.0,4450 / 4275
Aurelion Sol,50.9,11999 / 11556
Heimerdinger,50.9,7344 / 7093
Udyr,50.9,4644 / 4486
Sejuani,50.8,34714 / 33578
Ryze,50.7,12863 / 12494
Ziggs,50.6,3396 / 3320
Anivia,50.6,2228 / 2179
Sett,50.5,43230 / 42415
Yasuo,50.5,19733 / 19314
Fiora,50.5,6669 / 6534
Ivern,50.4,41624 / 40918
Warwick,50.4,8569 / 8435
Ekko,50.3,38907 / 38450
Ornn,50.3,22017 / 21719
LeBlanc,50.3,15056 / 14866
Fizz,50.3,8725 / 8630
Xayah,50.2,25083 / 24903
Irelia,50.2,8787 / 8732
Talon,50.2,6883 / 6819
Akali,50.1,15734 / 15701
Evelynn,50.1,5220 / 5208
Viktor,50.1,3930 / 3917
Neeko,50.0,31359 / 31328
Cho'Gath,50.0,29401 / 29454
Qiyana,50.0,16138 / 16139
Kog'Maw,50.0,13803 / 13804
Wukong,50.0,8893 / 8876
Galio,49.9,14190 / 14253
Lucian,49.8,10855 / 10928
Jhin,49.8,7969 / 8045
Yuumi,49.8,7454 / 7500
Jayce,49.8,4954 / 4986
Aphelios,49.7,31139 / 31570
Ahri,49.6,70604 / 71680
Renekton,49.6,48424 / 49231
Camille,49.6,16903 / 17165
Pantheon,49.6,14327 / 14552
Vayne,49.6,11744 / 11943
Yone,49.6,10653 / 10837
Miss Fortune,49.6,7762 / 7898
Azir,49.6,5049 / 5131
Karthus,49.5,34740 / 35482
Nunu,49.5,21730 / 22195
Cassiopeia,49.5,7263 / 7402
Braum,49.4,7042 / 7211
Varus,49.4,6573 / 6733
Xerath,49.4,2404 / 2466
Syndra,49.3,4470 / 4591
Rumble,49.3,2601 / 2674
Kassadin,49.2,13797 / 14256
Caitlyn,49.2,13310 / 13743
Katarina,49.2,6859 / 7071
Rammus,49.2,6382 / 6594
Malphite,49.2,5622 / 5814
Bard,49.1,37815 / 39221
Illaoi,49.1,681 / 707
Kai'Sa,49.0,17040 / 17722
Volibear,49.0,16838 / 17512
Taric,49.0,1928 / 2005
Zed,48.9,7804 / 8152
Gangplank,48.9,5397 / 5645
Hecarim,48.9,3357 / 3503
Garen,48.8,11670 / 12249
Jinx,48.8,9585 / 10059
Lillia,48.8,9364 / 9826
Graves,48.8,4161 / 4370
Twitch,48.7,12025 / 12677
Mordekaiser,48.7,5494 / 5777
Rek'Sai,48.6,5034 / 5324
Veigar,48.6,4312 / 4562
Rakan,48.4,34404 / 36611
Kennen,48.4,6114 / 6506
Lee Sin,48.4,5953 / 6347
Gragas,48.4,4125 / 4400
Orianna,48.4,3934 / 4188
Tahm Kench,48.4,3908 / 4165
Gnar,48.4,3492 / 3717
Karma,48.3,12600 / 13505
Zoe,48.3,8946 / 9570
Singed,48.3,5688 / 6086
Sion,48.3,4735 / 5072
Blitzcrank,48.2,18893 / 20315
Jarvan IV,48.2,14397 / 15497
Diana,48.2,8056 / 8657
Dr. Mundo,48.2,3791 / 4078
Taliyah,48.2,1624 / 1743
Ashe,48.1,9333 / 10053
Kalista,48.1,4773 / 5142
Kayn,48.1,3079 / 3324
Rengar,48.0,7328 / 7948
Tristana,48.0,4077 / 4416
Alistar,47.9,7180 / 7819
Yorick,47.9,1423 / 1546
Nasus,47.8,3377 / 3689
Nocturne,47.8,2464 / 2688
Corki,47.8,2035 / 2221
Darius,47.7,9023 / 9891
Teemo,47.7,3800 / 4166
Aatrox,47.6,8395 / 9252
Zilean,47.6,3786 / 4170
Skarner,47.6,1681 / 1847
Twisted Fate,47.5,1416 / 1562
Zac,47.4,7565 / 8410
Vladimir,47.4,6003 / 6656
Sylas,47.3,4535 / 5055
Urgot,47.3,3493 / 3887
Swain,47.2,4930 / 5519
Kled,47.0,3722 / 4194
Vel'Koz,46.8,2180 / 2477
Nidalee,46.7,4134 / 4717
Lux,46.5,1436 / 1654
Lulu,46.4,17665 / 20377
Morgana,46.4,6432 / 7431
Elise,46.3,3555 / 4126
Malzahar,46.2,1215 / 1415
Zyra,46.0,1679 / 1971
Nami,45.8,4347 / 5135
Jax,45.7,4012 / 4774
Annie,45.7,1997 / 2370
Kayle,45.7,1816 / 2162
Kindred,45.4,1523 / 1834
Master Yi,45.2,1988 / 2406
Trundle,44.0,2727 / 3467
Sona,43.7,3200 / 4120
Soraka,43.6,3695 / 4776
Kha'Zix,43.1,2733 / 3601
Brand,42.9,1516 / 2016
Fiddlesticks,42.8,2444 / 3263
Shyvana,42.5,2223 / 3009
Olaf,40.9,1979 / 2856
Shaco,40.1,1170 / 1748
Xin Zhao,37.3,578 / 973
