Champion name,Win rate(%),Wins / losses
Pyke,54.8,89950 / 74260
Nautilus,53.8,80238 / 68793
Draven,52.9,25134 / 22413
Thresh,52.5,28544 / 25790
Sivir,52.1,9731 / 8934
Riven,51.8,16188 / 15085
Maokai,51.7,32383 / 30224
Senna,51.6,30116 / 28246
Amumu,51.6,6270 / 5880
Leona,51.5,12133 / 11433
Janna,51.5,11963 / 11250
Tryndamere,51.3,3472 / 3294
Lissandra,51.3,2422 / 2297
Shen,51.1,23616 / 22623
Ezreal,51.1,21163 / 20291
Quinn,51.1,7618 / 7286
Poppy,51.0,21924 / 21029
Vi,51.0,4425 / 4253
Aurelion Sol,50.9,11947 / 11514
Sejuani,50.8,34523 / 33411
Heimerdinger,50.8,7293 / 7054
Udyr,50.8,4620 / 4469
Ryze,50.7,12651 / 12278
Ziggs,50.6,3379 / 3304
Sett,50.5,42968 / 42183
Yasuo,50.5,19621 / 19195
Fiora,50.5,6633 / 6510
Anivia,50.5,2211 / 2168
Ivern,50.4,41427 / 40742
Ornn,50.4,21903 / 21589
Warwick,50.4,8533 / 8395
Ekko,50.3,38664 / 38238
LeBlanc,50.3,14962 / 14782
Xayah,50.2,24946 / 24758
Irelia,50.2,8738 / 8685
Fizz,50.2,8674 / 8598
Talon,50.2,6850 / 6797
Wukong,50.1,8855 / 8822
Viktor,50.1,3887 / 3877
Neeko,50.0,31203 / 31189
Cho'Gath,50.0,29257 / 29280
Qiyana,50.0,16055 / 16065
Akali,50.0,15632 / 15620
Kog'Maw,50.0,13730 / 13732
Evelynn,50.0,5195 / 5190
Galio,49.9,14096 / 14173
Jayce,49.9,4925 / 4944
Lucian,49.8,10793 / 10870
Jhin,49.8,7937 / 7997
Yuumi,49.8,7399 / 7449
Ahri,49.6,70316 / 71371
Renekton,49.6,48194 / 49011
Aphelios,49.6,30964 / 31429
Camille,49.6,16811 / 17069
Pantheon,49.6,14253 / 14479
Vayne,49.6,11688 / 11884
Yone,49.6,10604 / 10795
Miss Fortune,49.6,7710 / 7849
Azir,49.6,5005 / 5087
Karthus,49.5,34543 / 35276
Nunu,49.5,21611 / 22090
Cassiopeia,49.5,7217 / 7365
Braum,49.4,7004 / 7164
Varus,49.4,6522 / 6679
Katarina,49.3,6830 / 7035
Syndra,49.3,4439 / 4563
Rumble,49.3,2579 / 2651
Xerath,49.3,2382 / 2449
Kassadin,49.2,13748 / 14187
Caitlyn,49.2,13211 / 13648
Rammus,49.2,6343 / 6559
Bard,49.1,37629 / 39026
Malphite,49.1,5584 / 5788
Illaoi,49.1,679 / 705
Kai'Sa,49.0,16939 / 17633
Volibear,49.0,16753 / 17408
Zed,49.0,7771 / 8096
Gangplank,49.0,5364 / 5593
Hecarim,49.0,3330 / 3469
Taric,49.0,1902 / 1976
Garen,48.8,11638 / 12192
Jinx,48.8,9515 / 9974
Lillia,48.8,9318 / 9784
Graves,48.8,4127 / 4323
Twitch,48.7,11951 / 12598
Mordekaiser,48.7,5457 / 5742
Rek'Sai,48.6,5014 / 5301
Veigar,48.6,4275 / 4526
Rakan,48.4,34236 / 36465
Kennen,48.4,6066 / 6456
Lee Sin,48.4,5901 / 6298
Sion,48.4,4707 / 5023
Gragas,48.4,4103 / 4379
Orianna,48.4,3907 / 4160
Tahm Kench,48.4,3864 / 4117
Gnar,48.4,3474 / 3701
Zoe,48.3,8890 / 9520
Singed,48.3,5648 / 6050
Blitzcrank,48.2,18815 / 20228
Jarvan IV,48.2,14335 / 15430
Karma,48.2,12516 / 13426
Diana,48.2,8009 / 8607
Kalista,48.2,4715 / 5077
Taliyah,48.2,1617 / 1735
Ashe,48.1,9257 / 9972
Tristana,48.1,4048 / 4368
Dr. Mundo,48.1,3770 / 4061
Rengar,48.0,7274 / 7886
Kayn,48.0,3059 / 3309
Yorick,48.0,1404 / 1523
Alistar,47.9,7138 / 7768
Nasus,47.8,3360 / 3669
Nocturne,47.8,2447 / 2669
Corki,47.8,2013 / 2202
Darius,47.7,8976 / 9839
Teemo,47.7,3777 / 4137
Aatrox,47.6,8331 / 9170
Zilean,47.6,3763 / 4135
Skarner,47.6,1677 / 1844
Twisted Fate,47.5,1399 / 1544
Zac,47.4,7516 / 8348
Vladimir,47.4,5961 / 6616
Sylas,47.3,4489 / 5010
Urgot,47.3,3477 / 3867
Swain,47.2,4913 / 5492
Kled,47.1,3705 / 4160
Vel'Koz,46.8,2155 / 2454
Nidalee,46.7,4109 / 4690
Lux,46.6,1426 / 1632
Lulu,46.4,17586 / 20293
Morgana,46.4,6389 / 7392
Elise,46.3,3526 / 4095
Malzahar,46.2,1203 / 1402
Zyra,46.0,1664 / 1950
Nami,45.8,4323 / 5108
Kayle,45.8,1802 / 2130
Jax,45.7,3977 / 4722
Annie,45.7,1967 / 2335
Kindred,45.4,1510 / 1816
Master Yi,45.2,1965 / 2381
Trundle,44.0,2699 / 3432
Sona,43.7,3184 / 4097
Soraka,43.6,3682 / 4754
Kha'Zix,43.2,2714 / 3573
Fiddlesticks,43.0,2432 / 3227
Brand,43.0,1503 / 1991
Shyvana,42.4,2204 / 2988
Olaf,40.8,1946 / 2826
Shaco,40.1,1161 / 1732
Xin Zhao,37.2,569 / 961
