Champion name,Win rate(%),Wins / losses
Pyke,54.8,87227 / 71969
Nautilus,53.8,77561 / 66526
Draven,52.8,23989 / 21415
Thresh,52.6,27598 / 24881
Sivir,52.2,9457 / 8667
Maokai,51.8,31441 / 29298
Riven,51.7,15727 / 14701
Senna,51.5,29115 / 27378
Leona,51.5,11803 / 11134
Janna,51.5,11629 / 10945
Amumu,51.5,6113 / 5752
Quinn,51.2,7440 / 7088
Tryndamere,51.2,3342 / 3181
Lissandra,51.2,2347 / 2237
Shen,51.1,23113 / 22124
Poppy,51.1,21468 / 20546
Ezreal,51.1,20651 / 19786
Vi,51.1,4325 / 4137
Aurelion Sol,51.0,11726 / 11264
Sejuani,50.9,33759 / 32623
Heimerdinger,50.9,7150 / 6889
Udyr,50.9,4544 / 4381
Ryze,50.6,11945 / 11664
Ziggs,50.6,3298 / 3225
Sett,50.5,41890 / 41125
Yasuo,50.5,19144 / 18740
Warwick,50.5,8377 / 8217
Ivern,50.4,40558 / 39848
Ornn,50.4,21403 / 21055
Fiora,50.4,6461 / 6354
Anivia,50.4,2161 / 2127
Ekko,50.3,37728 / 37322
LeBlanc,50.3,14527 / 14337
Fizz,50.3,8464 / 8373
Xayah,50.2,24434 / 24216
Irelia,50.2,8515 / 8459
Talon,50.2,6706 / 6655
Wukong,50.1,8611 / 8577
Viktor,50.1,3752 / 3738
Neeko,50.0,30481 / 30496
Qiyana,50.0,15681 / 15655
Kog'Maw,50.0,13393 / 13383
Evelynn,50.0,5065 / 5057
Cho'Gath,49.9,28588 / 28655
Akali,49.9,15230 / 15262
Lucian,49.9,10534 / 10590
Galio,49.8,13743 / 13827
Jhin,49.8,7710 / 7771
Yuumi,49.8,7212 / 7261
Jayce,49.8,4792 / 4828
Ahri,49.7,68840 / 69806
Aphelios,49.7,30345 / 30760
Renekton,49.6,47069 / 47912
Camille,49.6,16432 / 16670
Azir,49.6,4887 / 4958
Karthus,49.5,33695 / 34395
Nunu,49.5,21113 / 21573
Pantheon,49.5,13900 / 14160
Vayne,49.5,11270 / 11520
Yone,49.5,10357 / 10563
Miss Fortune,49.5,7479 / 7632
Braum,49.5,6854 / 7004
Cassiopeia,49.4,7094 / 7255
Varus,49.4,6360 / 6505
Syndra,49.4,4323 / 4421
Kassadin,49.3,13489 / 13850
Rumble,49.3,2510 / 2585
Xerath,49.3,2311 / 2381
Caitlyn,49.2,12863 / 13297
Katarina,49.2,6647 / 6864
Rammus,49.2,6202 / 6399
Bard,49.1,36813 / 38122
Malphite,49.1,5458 / 5655
Kai'Sa,49.0,16585 / 17280
Volibear,49.0,16410 / 17047
Zed,49.0,7578 / 7903
Gangplank,49.0,5236 / 5441
Illaoi,49.0,665 / 692
Garen,48.9,11436 / 11963
Mordekaiser,48.9,5338 / 5580
Taric,48.9,1843 / 1925
Jinx,48.8,9236 / 9687
Lillia,48.8,9112 / 9565
Graves,48.8,3996 / 4199
Hecarim,48.8,3232 / 3391
Twitch,48.7,11671 / 12279
Rek'Sai,48.7,4896 / 5161
Veigar,48.7,4175 / 4402
Rakan,48.4,33533 / 35784
Kennen,48.4,5931 / 6312
Lee Sin,48.4,5765 / 6134
Singed,48.4,5532 / 5900
Sion,48.4,4599 / 4906
Gragas,48.4,4029 / 4294
Orianna,48.4,3833 / 4081
Tahm Kench,48.4,3762 / 4013
Gnar,48.4,3404 / 3625
Karma,48.3,12257 / 13115
Blitzcrank,48.2,18400 / 19791
Jarvan IV,48.2,14096 / 15145
Ashe,48.2,9034 / 9701
Zoe,48.2,8665 / 9295
Diana,48.2,7839 / 8431
Kalista,48.2,4597 / 4949
Taliyah,48.2,1578 / 1699
Tristana,48.1,3948 / 4253
Kayn,48.1,3009 / 3244
Rengar,48.0,7045 / 7623
Alistar,48.0,6969 / 7536
Dr. Mundo,48.0,3684 / 3991
Yorick,47.9,1375 / 1496
Nocturne,47.8,2386 / 2604
Corki,47.8,1963 / 2140
Darius,47.7,8718 / 9556
Aatrox,47.7,8168 / 8951
Teemo,47.7,3663 / 4022
Nasus,47.7,3269 / 3585
Skarner,47.7,1649 / 1810
Twisted Fate,47.7,1368 / 1501
Zilean,47.6,3690 / 4063
Zac,47.4,7334 / 8149
Vladimir,47.3,5817 / 6470
Sylas,47.3,4357 / 4858
Urgot,47.3,3405 / 3799
Swain,47.2,4815 / 5388
Kled,47.1,3646 / 4094
Vel'Koz,46.9,2104 / 2385
Nidalee,46.8,4029 / 4571
Lux,46.7,1393 / 1592
Morgana,46.5,6245 / 7188
Lulu,46.4,17273 / 19923
Elise,46.2,3442 / 4004
Zyra,46.0,1618 / 1899
Malzahar,45.9,1168 / 1378
Nami,45.7,4241 / 5037
Jax,45.7,3867 / 4601
Annie,45.7,1924 / 2283
Kayle,45.6,1722 / 2058
Kindred,45.2,1462 / 1775
Master Yi,45.1,1915 / 2332
Trundle,44.0,2637 / 3351
Sona,43.8,3143 / 4025
Soraka,43.6,3631 / 4688
Kha'Zix,43.3,2658 / 3486
Brand,43.0,1465 / 1943
Fiddlesticks,42.7,2353 / 3152
Shyvana,42.4,2156 / 2928
Olaf,40.8,1897 / 2757
Shaco,40.4,1144 / 1690
Xin Zhao,37.4,558 / 935
