Champion name,Win rate(%),Wins / losses
Pyke,54.8,87456 / 72176
Nautilus,53.8,77813 / 66749
Draven,52.8,24113 / 21547
Thresh,52.6,27676 / 24971
Sivir,52.2,9477 / 8687
Maokai,51.7,31516 / 29391
Riven,51.7,15762 / 14723
Janna,51.6,11678 / 10970
Amumu,51.6,6129 / 5760
Senna,51.5,29232 / 27478
Leona,51.5,11835 / 11157
Quinn,51.2,7456 / 7105
Tryndamere,51.2,3367 / 3205
Lissandra,51.2,2356 / 2245
Shen,51.1,23159 / 22166
Poppy,51.1,21511 / 20589
Ezreal,51.1,20703 / 19822
Vi,51.1,4337 / 4155
Aurelion Sol,51.0,11745 / 11284
Sejuani,50.9,33818 / 32676
Heimerdinger,50.9,7168 / 6907
Udyr,50.9,4551 / 4393
Ryze,50.6,11968 / 11686
Ziggs,50.6,3306 / 3233
Sett,50.5,41990 / 41197
Yasuo,50.5,19191 / 18792
Anivia,50.5,2169 / 2129
Ivern,50.4,40626 / 39913
Ornn,50.4,21448 / 21092
LeBlanc,50.4,14562 / 14358
Warwick,50.4,8388 / 8239
Fiora,50.4,6470 / 6369
Ekko,50.3,37802 / 37396
Fizz,50.3,8493 / 8408
Talon,50.3,6730 / 6663
Xayah,50.2,24473 / 24257
Viktor,50.2,3782 / 3756
Wukong,50.1,8634 / 8604
Irelia,50.1,8544 / 8499
Neeko,50.0,30546 / 30560
Qiyana,50.0,15728 / 15701
Akali,50.0,15286 / 15303
Kog'Maw,50.0,13437 / 13428
Evelynn,50.0,5076 / 5070
Cho'Gath,49.9,28625 / 28688
Galio,49.8,13780 / 13865
Lucian,49.8,10564 / 10635
Jhin,49.8,7733 / 7797
Yuumi,49.8,7236 / 7281
Jayce,49.8,4802 / 4843
Ahri,49.7,68946 / 69912
Aphelios,49.7,30399 / 30826
Renekton,49.6,47141 / 47978
Camille,49.6,16466 / 16711
Azir,49.6,4899 / 4977
Karthus,49.5,33740 / 34448
Nunu,49.5,21154 / 21611
Pantheon,49.5,13931 / 14187
Vayne,49.5,11313 / 11553
Yone,49.5,10371 / 10585
Miss Fortune,49.5,7515 / 7665
Braum,49.5,6874 / 7023
Varus,49.5,6382 / 6522
Cassiopeia,49.4,7108 / 7268
Syndra,49.4,4344 / 4442
Kassadin,49.3,13509 / 13883
Rammus,49.3,6216 / 6405
Xerath,49.3,2326 / 2396
Caitlyn,49.2,12910 / 13336
Katarina,49.2,6665 / 6879
Rumble,49.2,2517 / 2594
Bard,49.1,36861 / 38210
Volibear,49.1,16444 / 17077
Malphite,49.1,5473 / 5670
Kai'Sa,49.0,16619 / 17314
Gangplank,49.0,5251 / 5460
Illaoi,49.0,667 / 693
Garen,48.9,11453 / 11981
Jinx,48.9,9291 / 9719
Zed,48.9,7589 / 7922
Mordekaiser,48.9,5348 / 5591
Taric,48.9,1854 / 1935
Lillia,48.8,9122 / 9579
Graves,48.8,4005 / 4209
Hecarim,48.8,3241 / 3394
Twitch,48.7,11707 / 12310
Rek'Sai,48.7,4908 / 5169
Veigar,48.7,4188 / 4418
Rakan,48.4,33597 / 35848
Kennen,48.4,5948 / 6335
Lee Sin,48.4,5783 / 6154
Sion,48.4,4608 / 4918
Gragas,48.4,4043 / 4305
Orianna,48.4,3842 / 4098
Gnar,48.4,3416 / 3636
Karma,48.3,12273 / 13143
Zoe,48.3,8685 / 9315
Singed,48.3,5540 / 5923
Tahm Kench,48.3,3773 / 4035
Blitzcrank,48.2,18429 / 19813
Jarvan IV,48.2,14127 / 15181
Ashe,48.2,9064 / 9734
Diana,48.2,7863 / 8443
Taliyah,48.2,1586 / 1703
Rengar,48.1,7077 / 7648
Alistar,48.1,6997 / 7563
Kalista,48.1,4611 / 4969
Tristana,48.1,3964 / 4277
Dr. Mundo,48.1,3700 / 4000
Kayn,48.1,3009 / 3246
Yorick,47.9,1379 / 1498
Corki,47.8,1970 / 2148
Darius,47.7,8738 / 9578
Aatrox,47.7,8189 / 8986
Teemo,47.7,3675 / 4028
Nasus,47.7,3283 / 3597
Nocturne,47.7,2390 / 2618
Zilean,47.6,3704 / 4074
Skarner,47.6,1649 / 1813
Twisted Fate,47.5,1369 / 1511
Vladimir,47.4,5836 / 6488
Zac,47.3,7344 / 8170
Sylas,47.3,4373 / 4878
Swain,47.2,4825 / 5393
Urgot,47.2,3409 / 3806
Kled,47.1,3650 / 4100
Nidalee,46.8,4036 / 4591
Vel'Koz,46.7,2110 / 2405
Lux,46.7,1401 / 1596
Lulu,46.5,17306 / 19949
Morgana,46.5,6263 / 7208
Elise,46.2,3450 / 4011
Zyra,46.1,1625 / 1902
Malzahar,45.9,1174 / 1381
Nami,45.7,4249 / 5045
Jax,45.7,3889 / 4618
Annie,45.6,1931 / 2301
Kayle,45.6,1724 / 2060
Master Yi,45.2,1929 / 2343
Kindred,45.1,1468 / 1786
Trundle,44.1,2652 / 3366
Sona,43.8,3147 / 4040
Soraka,43.7,3640 / 4698
Kha'Zix,43.2,2663 / 3496
Brand,43.0,1475 / 1953
Fiddlesticks,42.8,2373 / 3166
Shyvana,42.4,2160 / 2933
Olaf,40.8,1907 / 2769
Shaco,40.3,1148 / 1698
Xin Zhao,37.4,563 / 942
