Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Xayah,0,0,0,0,0,0,2612,2237,0,0
Twitch,0,0,5,10,0,0,1214,1037,0,0
Jinx,0,0,0,0,0,0,1455,1426,0,0
Kog'Maw,0,0,0,0,0,0,446,328,0,0
Kalista,0,0,0,0,0,0,86,61,0,0
Ezreal,0,0,0,0,160,132,171,155,0,0
Caitlyn,0,0,0,0,0,0,486,454,0,0
Senna,90,45,0,0,847,572,1853,1369,1293,1061
Aphelios,0,0,0,0,0,0,5848,4598,0,0
Varus,32,31,0,0,0,0,6,9,8,14
Jarvan IV,110,89,2402,1649,1382,1104,0,0,29,17
Nunu,0,0,455,511,0,0,0,0,71,77
Vi,0,0,164,155,0,0,0,0,0,0
Sona,653,383,0,0,0,0,7,8,26,17
Lulu,657,355,0,0,17,21,0,0,1918,1606
Aurelion Sol,0,0,0,0,829,607,0,0,0,0
Nidalee,0,0,98,80,417,351,0,0,0,0
Qiyana,182,188,0,0,486,414,0,0,0,0
Ahri,95,59,0,0,1867,1668,287,237,0,0
Zoe,0,0,0,0,15,16,0,0,0,0
Xerath,0,0,0,0,1,5,3,1,0,0
Singed,0,1,0,0,0,0,104,153,0,0
Kai'Sa,0,0,0,0,0,0,812,734,0,0
Galio,392,317,0,0,758,489,0,0,0,1
Lillia,34,28,377,397,392,309,7,10,0,0
Cho'Gath,1094,838,0,0,88,69,305,220,0,0
Rakan,0,0,399,318,0,0,0,0,4250,3617
Pyke,0,0,211,142,69,44,0,0,3733,3266
Poppy,283,257,272,264,0,0,0,0,389,294
Sejuani,0,0,1883,1597,0,0,0,0,376,347
Morgana,0,0,0,0,0,0,0,0,176,139
Thresh,0,0,0,0,0,0,0,0,312,303
Nautilus,0,0,3377,2748,0,0,0,0,947,747
Maokai,340,322,1986,1687,0,0,0,0,111,80
Blitzcrank,0,0,0,0,0,0,0,0,86,108
Ekko,644,576,30,31,2237,2031,28,33,0,0
Malphite,0,0,0,0,12,10,18,24,0,0
Ivern,0,0,3519,2567,0,0,0,0,0,0
Volibear,580,525,1161,1163,0,0,0,0,0,0
Udyr,0,0,167,200,0,0,0,0,0,0
Tryndamere,109,86,120,87,253,277,0,0,0,0
Warwick,0,0,236,323,0,0,0,0,0,0
Bard,0,0,0,0,0,0,0,0,1445,1270
Yasuo,1064,863,0,0,1709,1492,120,142,0,0
Ryze,546,438,0,0,866,679,0,0,0,0
Irelia,83,84,0,0,24,28,0,0,0,0
Lissandra,23,61,0,0,0,0,0,0,0,0
Karma,170,141,0,0,224,164,0,0,55,43
Jayce,48,68,0,0,59,59,0,0,0,0
Camille,1710,1529,0,0,0,0,0,0,0,0
