Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,tarzaned,Challenger - 1090 LP,66.0,348 / 179,Tyler1
#2,Jungle,DanDyx,Challenger - 879 LP,72.2,494 / 190,Choi
#3,ADC,Impx,Challenger - 778 LP,63.9,499 / 282,Choi
#4,Support,HelpingX,Challenger - 710 LP,62.0,525 / 322,Felixxx
#5,Mid,PawNx,Challenger - 662 LP,63.4,461 / 266,Choi
#6,Jungle,Aela ,Challenger - 658 LP,58.8,659 / 462,MolscarZX
#7,Mid,Etosh,Challenger - 618 LP,58.2,460 / 330,Etosh
#8,Mid,Choky,Challenger - 582 LP,56.8,588 / 447,Key
#9,Jungle,sandbox5,Challenger - 571 LP,57.9,523 / 380,
#10,Jungle,junglekek,Challenger - 552 LP,56.0,498 / 392,redeemer
#11,Support,unicornpetpetuwu,Challenger - 519 LP,55.8,643 / 509,GamerGirls
#12,Jungle,Shitfeather,Challenger - 518 LP,62.0,497 / 305,hiroli
#13,Jungle,Wakes,Challenger - 497 LP,58.7,941 / 661,alim
#14,Top,Dumbass,Challenger - 486 LP,53.7,672 / 579,Key
#15,Mid,Jarl Mid,Challenger - 485 LP,59.6,468 / 317,Jarl
#16,Jungle,AttSeeker,Challenger - 485 LP,59.8,458 / 308,PaxVan
#17,Top,Salsa,Challenger - 473 LP,53.6,890 / 771,YungYiga
#18,Support,Wilde,Challenger - 431 LP,55.3,741 / 598,Wealth_and_Taste
#19,Jungle,Stupid Jungler,Challenger - 430 LP,62.7,537 / 319,PooPooPeePee
#20,ADC,Ree-ason,Challenger - 427 LP,56.2,630 / 491,hmphree
#21,Support,Keria,Challenger - 406 LP,54.3,588 / 495,TheStriker9
#22,Top,Ooga,Challenger - 403 LP,58.4,593 / 422,Poggersnation
#23,Mid,Chovy,Challenger - 401 LP,56.7,587 / 448,TheStriker9
#24,Support,Princess,Challenger - 400 LP,54.5,593 / 496,Princess
#25,Mid,LeSnek,Challenger - 398 LP,53.9,591 / 506,LS
#26,Support,SupBot,Challenger - 397 LP,54.8,676 / 557,TangilBOT
#27,Mid,Wrekz,Challenger - 390 LP,52.0,886 / 818,alim
#28,Support,Rookie,Challenger - 386 LP,56.2,510 / 397,LordArtos
#29,ADC,sandbox15,Challenger - 376 LP,53.6,738 / 638,
#30,Jungle,Moxir,Challenger - 376 LP,53.1,992 / 876,moxir
#31,ADC,Pokimane,Challenger - 369 LP,53.9,747 / 638,Simp
#32,Mid,The_Ghost16,Challenger - 367 LP,56.0,484 / 380,Sb1
#33,Mid,sandbox10,Challenger - 363 LP,53.8,607 / 522,
#34,Top,Craq,Challenger - 358 LP,54.0,1839 / 1565,moxir
#35,Top,Human Tornado,Challenger - 355 LP,52.4,544 / 495,Etosh
#36,Mid,Tupac,Challenger - 336 LP,55.1,516 / 421,Pranceof
#37,Top,TopBot,Challenger - 336 LP,53.6,684 / 593,TangilBOT
#38,Jungle,Canyon,Challenger - 333 LP,58.2,607 / 436,YamatoCannon
#39,Top,Ayu,Challenger - 330 LP,52.6,661 / 595,Bitesized
#40,Mid,midkek,Challenger - 323 LP,52.8,663 / 593,redeemer
#41,Jungle,Kaltch,Challenger - 319 LP,55.9,501 / 396,Princess
#42,Jungle,SmelliElli,Challenger - 313 LP,60.0,460 / 307,bigjon
#43,ADC,NewMeta,Challenger - 309 LP,54.2,929 / 784,moxir
#44,Jungle,Prime Bengi,Challenger - 308 LP,61.2,418 / 265,LDK
#45,Top,Heimerdonger,Challenger - 300 LP,55.9,558 / 440,TimoMacDonut
#46,Jungle,Sanga,Challenger - 298 LP,53.6,575 / 498,EMFyels
#47,Jungle,DoperThanDopa,Challenger - 295 LP,55.5,668 / 535,yukioken
#48,Jungle,Senbonzakura,Challenger - 290 LP,54.7,417 / 346,PacoPeco
#49,ADC,DoubleDouble,Challenger - 278 LP,52.4,727 / 661,Player2225
#50,Support,Aeryn,Challenger - 270 LP,54.7,566 / 468,WildChoas
#51,Top,Doesnt,Grandmaster - 261 LP,52.0,624 / 577,Princess
#52,Jungle,Umbral,Grandmaster - 260 LP,55.3,468 / 379,Indoraps
#53,Support,Dibbs,Grandmaster - 258 LP,53.4,563 / 492,MaverickG
#54,Support,DieFliegendeKuh,Grandmaster - 255 LP,55.6,564 / 450,doofboy13
#55,Top,Lisa,Grandmaster - 254 LP,51.9,582 / 539,Blackpink
#56,Mid,Zer,Grandmaster - 252 LP,52.4,494 / 448,cmoney847
#57,Support,Fekker,Grandmaster - 251 LP,54.3,615 / 518,Key
#58,ADC,Panther,Grandmaster - 249 LP,53.9,564 / 483,WildChoas
#59,Mid,Kiddlazy,Grandmaster - 248 LP,52.5,445 / 402,Gawaine
#60,Support,Xenicz,Grandmaster - 246 LP,55.2,480 / 390,iambadatlol4
#61,Top,JollyGiant,Grandmaster - 246 LP,52.5,552 / 500,[email protected]
#62,Jungle,Terrified,Grandmaster - 243 LP,53.5,540 / 470,MaverickG
#63,Jungle,AntonioJose,Grandmaster - 242 LP,52.5,670 / 607,tytn
#64,Mid,Exodia,Grandmaster - 241 LP,52.5,411 / 372,yugi
