Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Pyke,0,0,0,0,106,91,0,0,4073,3210
Nunu,0,0,1395,1180,0,1,0,0,181,181
Blitzcrank,0,0,0,0,0,0,0,0,140,148
Braum,0,0,0,0,0,0,8,9,39,46
Rakan,0,0,184,176,0,0,0,0,423,410
Renekton,1480,1290,0,0,343,299,233,219,3,1
Ryze,639,568,0,0,578,480,0,0,0,0
Kayle,10,14,0,0,20,38,0,0,0,0
Jayce,596,497,0,0,0,0,0,0,0,0
Darius,169,173,0,0,0,0,0,0,0,0
Katarina,6,6,0,0,0,1,0,0,0,0
Kassadin,18,20,0,0,590,508,14,25,0,0
Gangplank,119,99,0,0,418,347,0,0,0,0
Karthus,0,0,0,0,1701,1342,1741,1456,0,0
Shyvana,0,0,0,0,25,10,0,0,122,124
Illaoi,0,0,0,0,2,10,0,0,0,0
Singed,0,0,0,0,0,1,160,130,0,0
Draven,0,0,0,0,0,0,162,132,0,0
Mordekaiser,0,0,0,0,10,11,518,474,0,0
Miss Fortune,0,0,0,0,0,0,73,87,0,0
Xayah,0,0,0,0,0,0,1090,1011,0,0
Bard,0,0,0,0,31,30,8,9,594,623
Ahri,0,0,0,0,460,367,554,455,0,0
Kai'Sa,0,0,0,0,1,0,245,242,0,0
Sett,599,539,0,0,0,1,0,0,112,116
Graves,0,0,0,0,0,0,0,0,37,42
Shen,0,0,55,51,0,0,0,0,109,107
Hecarim,0,0,0,0,0,0,0,0,19,24
Nocturne,0,0,0,0,0,0,0,0,6,10
Ekko,393,393,47,56,174,159,138,128,6,7
Rumble,0,0,0,0,19,7,0,0,5,6
Vel'Koz,0,0,0,0,0,0,0,0,0,2
Kog'Maw,0,0,0,0,0,0,291,219,0,0
Twitch,0,0,0,0,0,0,406,373,0,0
Maokai,0,0,1610,1311,0,0,0,0,0,0
Warwick,0,0,628,581,0,0,0,0,0,0
Ivern,0,0,378,304,0,0,0,0,98,98
Volibear,0,0,443,424,0,0,0,0,0,0
Zac,0,0,300,261,0,0,0,0,0,0
Udyr,0,0,316,278,0,0,0,0,0,0
Zed,0,0,0,0,52,62,0,0,0,0
Gragas,0,0,15,19,13,14,0,0,2,0
Diana,0,0,0,0,8,12,0,0,0,0
Swain,13,14,0,0,5,5,0,0,0,0
LeBlanc,0,0,0,0,185,207,0,0,0,0
Morgana,0,0,0,0,0,0,0,0,217,163
Sejuani,0,0,431,401,0,0,0,0,348,345
Thresh,0,0,0,0,0,0,0,0,179,174
Soraka,0,0,0,0,0,0,0,0,1,3
Rengar,0,0,125,101,0,0,0,0,0,0
Kayn,0,0,42,48,7,4,0,0,0,0
Nautilus,0,0,991,833,0,0,0,0,417,362
Caitlyn,0,0,0,0,0,0,41,26,0,0
Ezreal,0,0,0,0,26,38,181,180,0,0
Leona,0,0,96,106,0,0,0,0,340,366
Lee Sin,0,0,24,28,0,0,0,0,0,2
Lillia,35,44,142,145,78,77,189,172,0,0
Lucian,70,62,0,0,0,0,8,8,0,0
Garen,168,166,0,0,0,0,84,66,0,0
Sylas,0,5,0,0,10,14,0,0,0,0
Yuumi,2,3,0,0,378,349,0,0,0,0
Varus,0,0,0,0,0,0,115,96,0,0
Jinx,0,0,0,0,0,0,322,306,0,0
Vayne,0,0,0,0,0,0,64,65,0,0
Cho'Gath,0,6,0,0,481,455,146,125,0,0
Ornn,521,488,0,0,1,7,5,2,38,41
Malphite,90,85,0,0,0,0,0,0,0,0
Camille,266,239,0,0,0,0,0,0,0,0
Pantheon,71,52,0,0,308,260,0,0,106,127
Akali,24,33,0,0,91,109,0,0,0,0
Karma,237,212,0,0,171,185,0,0,0,4
Syndra,0,0,0,0,8,7,0,0,54,57
Lulu,0,0,0,0,3,6,0,0,43,55
Vi,0,0,78,73,0,0,0,0,0,0
Talon,0,0,0,0,37,44,0,0,0,0
Galio,44,44,0,0,127,124,0,0,37,41
Fizz,0,0,0,0,5,7,0,0,0,0
Aatrox,0,0,0,0,0,1,0,0,0,0
Poppy,150,149,92,87,0,0,0,0,116,93
Nami,0,0,0,0,0,0,0,0,4,6
Teemo,407,356,0,0,0,0,0,0,0,0
Taric,0,0,0,0,0,0,0,0,28,39
Janna,0,0,0,0,0,0,0,0,93,100
Zilean,202,172,0,0,0,0,0,0,6,6
Dr. Mundo,77,72,0,0,0,0,5,5,0,0
Zoe,0,0,0,0,42,41,68,76,0,0
Jax,6,6,0,0,0,0,0,0,0,0
Aphelios,0,0,0,0,0,0,395,374,0,0
Jhin,0,0,0,0,0,0,35,30,0,0
Xerath,0,0,0,0,13,21,0,0,0,0
Tryndamere,0,0,0,0,0,0,142,137,0,0
Irelia,0,0,0,0,0,0,81,95,0,0
Olaf,0,0,0,0,0,0,10,5,0,0
Yasuo,8,13,0,0,0,0,4,6,0,0
Neeko,7,6,0,0,1,1,10,10,0,0
